id,team_id,display_name,description,membership_type,web_url,created_date
chan-001,19:team-windbridge001@thread.tacv2,General,General announcements and updates for the Windbridge Partners team.,standard,https://teams.microsoft.com/l/channel/chan-001/General,2021-03-01T09:00:00Z
chan-002,19:team-windbridge001@thread.tacv2,Biostatistics,"Biostatistics team channel for analysis workflows, SAPs, and trial data discussion.",standard,https://teams.microsoft.com/l/channel/chan-002/Biostatistics,2021-03-01T09:00:00Z
chan-003,19:team-windbridge001@thread.tacv2,mRNA-4157 Trial,"Project channel for the mRNA-4157 clinical trial. Biostatistics, regulatory, and operations.",private,https://teams.microsoft.com/l/channel/chan-003/mRNA-4157%20Trial,2022-03-15T10:00:00Z
chan-004,19:team-windbridge001@thread.tacv2,Data Science,"Cross-team data science collaboration — methods, tools, and shared resources.",standard,https://teams.microsoft.com/l/channel/chan-004/Data%20Science,2023-01-10T09:00:00Z
chan-100,19:team-windbridge119@thread.tacv2,"Planning","Channel for planning discussion.",standard,https://teams.microsoft.com/l/channel/100,2026-02-07T09:00:00Z
chan-101,19:team-windbridge103@thread.tacv2,"Releases","Channel for releases discussion.",standard,https://teams.microsoft.com/l/channel/101,2026-01-18T09:00:00Z
chan-102,19:team-windbridge112@thread.tacv2,"General","Channel for general discussion.",standard,https://teams.microsoft.com/l/channel/102,2026-10-07T09:00:00Z
chan-103,19:team-windbridge119@thread.tacv2,"Releases","Channel for releases discussion.",standard,https://teams.microsoft.com/l/channel/103,2026-07-01T09:00:00Z
chan-104,19:team-windbridge115@thread.tacv2,"Releases","Channel for releases discussion.",standard,https://teams.microsoft.com/l/channel/104,2026-04-16T09:00:00Z
chan-105,19:team-windbridge110@thread.tacv2,"Reviews","Channel for reviews discussion.",standard,https://teams.microsoft.com/l/channel/105,2026-01-07T09:00:00Z
chan-106,19:team-windbridge109@thread.tacv2,"General","Channel for general discussion.",standard,https://teams.microsoft.com/l/channel/106,2026-10-16T09:00:00Z
chan-107,19:team-windbridge116@thread.tacv2,"Planning","Channel for planning discussion.",standard,https://teams.microsoft.com/l/channel/107,2026-02-17T09:00:00Z
chan-108,19:team-windbridge107@thread.tacv2,"Releases","Channel for releases discussion.",standard,https://teams.microsoft.com/l/channel/108,2026-01-07T09:00:00Z
chan-109,19:team-windbridge113@thread.tacv2,"Random","Channel for random discussion.",standard,https://teams.microsoft.com/l/channel/109,2026-09-02T09:00:00Z
chan-110,19:team-windbridge101@thread.tacv2,"Random","Channel for random discussion.",standard,https://teams.microsoft.com/l/channel/110,2026-04-13T09:00:00Z
chan-111,19:team-windbridge100@thread.tacv2,"General","Channel for general discussion.",standard,https://teams.microsoft.com/l/channel/111,2026-10-14T09:00:00Z
chan-112,19:team-windbridge107@thread.tacv2,"Planning","Channel for planning discussion.",standard,https://teams.microsoft.com/l/channel/112,2026-10-03T09:00:00Z
chan-113,19:team-windbridge101@thread.tacv2,"Design","Channel for design discussion.",standard,https://teams.microsoft.com/l/channel/113,2026-07-05T09:00:00Z
chan-114,19:team-windbridge109@thread.tacv2,"Announcements","Channel for announcements discussion.",standard,https://teams.microsoft.com/l/channel/114,2026-08-07T09:00:00Z
chan-115,19:team-windbridge107@thread.tacv2,"Incidents","Channel for incidents discussion.",standard,https://teams.microsoft.com/l/channel/115,2026-09-27T09:00:00Z
chan-116,19:team-windbridge116@thread.tacv2,"Releases","Channel for releases discussion.",standard,https://teams.microsoft.com/l/channel/116,2026-09-15T09:00:00Z
chan-117,19:team-windbridge105@thread.tacv2,"Releases","Channel for releases discussion.",standard,https://teams.microsoft.com/l/channel/117,2026-04-16T09:00:00Z
chan-118,19:team-windbridge109@thread.tacv2,"Random","Channel for random discussion.",standard,https://teams.microsoft.com/l/channel/118,2026-04-07T09:00:00Z
chan-119,19:team-windbridge107@thread.tacv2,"Planning","Channel for planning discussion.",standard,https://teams.microsoft.com/l/channel/119,2026-02-14T09:00:00Z
chan-120,19:team-windbridge002@thread.tacv2,"Releases","Channel for releases discussion.",standard,https://teams.microsoft.com/l/channel/120,2026-02-07T09:00:00Z
chan-121,19:team-windbridge112@thread.tacv2,"General","Channel for general discussion.",standard,https://teams.microsoft.com/l/channel/121,2026-05-19T09:00:00Z
chan-122,19:team-windbridge115@thread.tacv2,"Announcements","Channel for announcements discussion.",standard,https://teams.microsoft.com/l/channel/122,2026-07-23T09:00:00Z
chan-123,19:team-windbridge109@thread.tacv2,"Planning","Channel for planning discussion.",standard,https://teams.microsoft.com/l/channel/123,2026-07-19T09:00:00Z
chan-124,19:team-windbridge109@thread.tacv2,"Releases","Channel for releases discussion.",standard,https://teams.microsoft.com/l/channel/124,2026-07-20T09:00:00Z
chan-125,19:team-windbridge102@thread.tacv2,"Releases","Channel for releases discussion.",standard,https://teams.microsoft.com/l/channel/125,2026-02-01T09:00:00Z
chan-126,19:team-windbridge104@thread.tacv2,"Releases","Channel for releases discussion.",standard,https://teams.microsoft.com/l/channel/126,2026-06-24T09:00:00Z
chan-127,19:team-windbridge105@thread.tacv2,"Releases","Channel for releases discussion.",standard,https://teams.microsoft.com/l/channel/127,2026-08-26T09:00:00Z
chan-128,19:team-windbridge115@thread.tacv2,"Random","Channel for random discussion.",standard,https://teams.microsoft.com/l/channel/128,2026-02-01T09:00:00Z
