tracking_number,service_type,service_name,ship_date,origin_zip,dest_zip,weight_lb,currency,net_charge,label_url
FX-HND-2026-Q4,FEDEX_GROUND,FedEx Ground,2026-10-22,66061,97756,18.4,USD,47.85,https://fedex.example.com/labels/FX-HND-2026-Q4.pdf
FX-WAT-2026-Q3,FEDEX_GROUND,FedEx Ground,2026-08-15,66061,97756,9.2,USD,38.1,https://fedex.example.com/labels/FX-WAT-2026-Q3.pdf
FX-KRA-2026-Q3,FEDEX_GROUND,FedEx Ground,2026-08-22,66061,97756,22.1,USD,52.4,https://fedex.example.com/labels/FX-KRA-2026-Q3.pdf
FX-BLK-2026-Q4,FEDEX_GROUND,FedEx Ground,2026-10-21,66061,97756,24.6,USD,55.2,https://fedex.example.com/labels/FX-BLK-2026-Q4.pdf
FX-MER-2026-Q4,FEDEX_GROUND,FedEx Ground,2027-01-28,66061,97754,29.2,USD,74.37,https://fedex.example.com/labels/FX-MER-2026-Q4.pdf
FX-DEL-2026-Q4,FEDEX_GROUND,FedEx Ground,2026-10-25,66061,97754,29.0,USD,58.9,https://fedex.example.com/labels/FX-DEL-2026-Q4.pdf
FX-HOL-2026-Q4,FEDEX_GROUND,FedEx Ground,2026-10-18,66061,97760,7.4,USD,35.6,https://fedex.example.com/labels/FX-HOL-2026-Q4.pdf
FX-SAN-2026-Q4,FEDEX_GROUND,FedEx Ground,2026-10-26,66061,97741,21.3,USD,51.8,https://fedex.example.com/labels/FX-SAN-2026-Q4.pdf
FX-CLINIC-LEPTO,FEDEX_GROUND,FedEx Ground,2027-01-13,95605,97756,12.3,USD,50.15,https://fedex.example.com/labels/FX-CLINIC-LEPTO.pdf
FX-VOG-2026-Q2,FEDEX_GROUND,FedEx Ground,2026-07-14,66061,97741,15.9,USD,53.77,https://fedex.example.com/labels/FX-VOG-2026-Q2.pdf
FX-SGF-2026-Q1,FEDEX_GROUND,FedEx Ground,2026-10-24,66061,97754,30.5,USD,78.31,https://fedex.example.com/labels/FX-SGF-2026-Q1.pdf
FX-MER-2026-Q2,FEDEX_GROUND,FedEx Ground,2026-09-25,95605,97741,24.3,USD,67.51,https://fedex.example.com/labels/FX-MER-2026-Q2.pdf
FX-VOG-2026-Q1,FEDEX_GROUND,FedEx Ground,2026-02-16,95605,97759,12.1,USD,47.46,https://fedex.example.com/labels/FX-VOG-2026-Q1.pdf
FX-TSC-2026-Q1,FEDEX_GROUND,FedEx Ground,2025-12-14,66061,97701,10.2,USD,47.12,https://fedex.example.com/labels/FX-TSC-2026-Q1.pdf
FX-NIC-2025-Q1,FEDEX_GROUND,FedEx Ground,2027-01-20,95605,97701,30.4,USD,75.33,https://fedex.example.com/labels/FX-NIC-2025-Q1.pdf
FX-HLR-2026-Q2,FEDEX_GROUND,FedEx Ground,2026-08-12,95605,97741,18.8,USD,58.83,https://fedex.example.com/labels/FX-HLR-2026-Q2.pdf
FX-HLR-2025-Q4,FEDEX_GROUND,FedEx Ground,2025-11-01,66061,97759,30.9,USD,76.41,https://fedex.example.com/labels/FX-HLR-2025-Q4.pdf
FX-VOG-2025-Q4,FEDEX_GROUND,FedEx Ground,2026-06-16,95605,97741,11.8,USD,51.16,https://fedex.example.com/labels/FX-VOG-2025-Q4.pdf
FX-ORT-2026-Q3,FEDEX_GROUND,FedEx Ground,2026-12-26,66061,97739,22.0,USD,66.34,https://fedex.example.com/labels/FX-ORT-2026-Q3.pdf
FX-CLINIC-BVD,FEDEX_GROUND,FedEx Ground,2026-10-04,95605,97756,27.4,USD,76.37,https://fedex.example.com/labels/FX-CLINIC-BVD.pdf
FX-BLA-2026-Q4,FEDEX_GROUND,FedEx Ground,2026-09-18,66061,97759,26.1,USD,73.18,https://fedex.example.com/labels/FX-BLA-2026-Q4.pdf
FX-TET-2026-Q2,FEDEX_GROUND,FedEx Ground,2026-02-12,66061,97741,28.1,USD,76.14,https://fedex.example.com/labels/FX-TET-2026-Q2.pdf
FX-MER-2025-Q3,FEDEX_GROUND,FedEx Ground,2027-01-03,66061,97741,8.1,USD,45.44,https://fedex.example.com/labels/FX-MER-2025-Q3.pdf
FX-VOG-2025-Q3,FEDEX_GROUND,FedEx Ground,2025-08-24,95605,97760,19.3,USD,59.74,https://fedex.example.com/labels/FX-VOG-2025-Q3.pdf
FX-PHC-2026-Q1,FEDEX_GROUND,FedEx Ground,2026-12-21,95605,97756,12.9,USD,53.67,https://fedex.example.com/labels/FX-PHC-2026-Q1.pdf
FX-DEL-2025-Q4,FEDEX_GROUND,FedEx Ground,2026-10-19,66061,97756,31.9,USD,80.66,https://fedex.example.com/labels/FX-DEL-2025-Q4.pdf
FX-TET-2025-Q1,FEDEX_GROUND,FedEx Ground,2026-03-03,95605,97754,11.0,USD,46.79,https://fedex.example.com/labels/FX-TET-2025-Q1.pdf
FX-HND-2026-Q3,FEDEX_GROUND,FedEx Ground,2027-02-03,95605,97760,7.4,USD,45.15,https://fedex.example.com/labels/FX-HND-2026-Q3.pdf
FX-NIC-2026-Q3,FEDEX_GROUND,FedEx Ground,2026-08-27,95605,97760,26.3,USD,74.21,https://fedex.example.com/labels/FX-NIC-2026-Q3.pdf
FX-JHR-2026-Q3,FEDEX_GROUND,FedEx Ground,2026-05-28,95605,97756,14.5,USD,51.71,https://fedex.example.com/labels/FX-JHR-2026-Q3.pdf
FX-WYC-2025-Q1,FEDEX_GROUND,FedEx Ground,2026-11-20,66061,97756,19.6,USD,59.37,https://fedex.example.com/labels/FX-WYC-2025-Q1.pdf
FX-DMR-2025-Q4,FEDEX_GROUND,FedEx Ground,2026-07-12,95605,97739,16.4,USD,54.15,https://fedex.example.com/labels/FX-DMR-2025-Q4.pdf
FX-SAN-2026-Q3,FEDEX_GROUND,FedEx Ground,2025-12-12,95605,97756,14.7,USD,55.88,https://fedex.example.com/labels/FX-SAN-2026-Q3.pdf
FX-WAT-2025-Q3,FEDEX_GROUND,FedEx Ground,2026-05-20,95605,97760,15.0,USD,54.95,https://fedex.example.com/labels/FX-WAT-2025-Q3.pdf
FX-CRC-2025-Q4,FEDEX_GROUND,FedEx Ground,2027-01-24,95605,97739,15.1,USD,51.94,https://fedex.example.com/labels/FX-CRC-2025-Q4.pdf
FX-WAT-2026-Q2,FEDEX_GROUND,FedEx Ground,2026-02-25,66061,97739,8.5,USD,46.04,https://fedex.example.com/labels/FX-WAT-2026-Q2.pdf
FX-AVR-2025-Q2,FEDEX_GROUND,FedEx Ground,2026-02-18,95605,97741,26.4,USD,72.3,https://fedex.example.com/labels/FX-AVR-2025-Q2.pdf
FX-BFR-2025-Q2,FEDEX_GROUND,FedEx Ground,2027-02-24,95605,97759,9.6,USD,46.39,https://fedex.example.com/labels/FX-BFR-2025-Q2.pdf
FX-CRC-2025-Q2,FEDEX_GROUND,FedEx Ground,2027-02-23,95605,97701,17.7,USD,61.25,https://fedex.example.com/labels/FX-CRC-2025-Q2.pdf
FX-WAT-2026-Q1,FEDEX_GROUND,FedEx Ground,2025-12-17,66061,97760,28.3,USD,74.75,https://fedex.example.com/labels/FX-WAT-2026-Q1.pdf
FX-BFR-2025-Q4,FEDEX_GROUND,FedEx Ground,2026-05-22,95605,97754,22.0,USD,64.92,https://fedex.example.com/labels/FX-BFR-2025-Q4.pdf
FX-CRC-2026-Q1,FEDEX_GROUND,FedEx Ground,2026-07-10,66061,97754,27.6,USD,75.23,https://fedex.example.com/labels/FX-CRC-2026-Q1.pdf
FX-JHR-2026-Q1,FEDEX_GROUND,FedEx Ground,2027-02-16,95605,97754,21.8,USD,66.96,https://fedex.example.com/labels/FX-JHR-2026-Q1.pdf
FX-TET-2025-Q3,FEDEX_GROUND,FedEx Ground,2026-04-17,66061,97741,25.2,USD,67.89,https://fedex.example.com/labels/FX-TET-2025-Q3.pdf
FX-SAN-2025-Q2,FEDEX_GROUND,FedEx Ground,2027-01-31,66061,97739,19.6,USD,59.52,https://fedex.example.com/labels/FX-SAN-2025-Q2.pdf
FX-JRE-2026-Q3,FEDEX_GROUND,FedEx Ground,2025-11-18,95605,97754,15.3,USD,52.22,https://fedex.example.com/labels/FX-JRE-2026-Q3.pdf
FX-AVR-2025-Q3,FEDEX_GROUND,FedEx Ground,2026-10-21,95605,97739,7.8,USD,41.51,https://fedex.example.com/labels/FX-AVR-2025-Q3.pdf
FX-HND-2026-Q1,FEDEX_GROUND,FedEx Ground,2026-08-16,66061,97760,8.2,USD,45.62,https://fedex.example.com/labels/FX-HND-2026-Q1.pdf
FX-JRE-2025-Q4,FEDEX_GROUND,FedEx Ground,2026-07-12,95605,97759,28.7,USD,76.19,https://fedex.example.com/labels/FX-JRE-2025-Q4.pdf
FX-DEL-2025-Q1,FEDEX_GROUND,FedEx Ground,2027-01-28,66061,97701,26.8,USD,74.31,https://fedex.example.com/labels/FX-DEL-2025-Q1.pdf
FX-PHC-2026-Q2,FEDEX_GROUND,FedEx Ground,2025-10-25,95605,97759,20.8,USD,65.8,https://fedex.example.com/labels/FX-PHC-2026-Q2.pdf
FX-KRA-2026-Q1,FEDEX_GROUND,FedEx Ground,2026-01-30,66061,97754,31.4,USD,77.54,https://fedex.example.com/labels/FX-KRA-2026-Q1.pdf
FX-KRA-2025-Q2,FEDEX_GROUND,FedEx Ground,2027-01-13,95605,97741,18.7,USD,61.73,https://fedex.example.com/labels/FX-KRA-2025-Q2.pdf
FX-SRR-2025-Q1,FEDEX_GROUND,FedEx Ground,2026-11-06,66061,97741,9.1,USD,45.91,https://fedex.example.com/labels/FX-SRR-2025-Q1.pdf
FX-BLA-2025-Q2,FEDEX_GROUND,FedEx Ground,2026-05-03,66061,97741,15.2,USD,52.36,https://fedex.example.com/labels/FX-BLA-2025-Q2.pdf
FX-CLINIC-STRANGLES,FEDEX_GROUND,FedEx Ground,2026-06-21,95605,97756,24.6,USD,67.3,https://fedex.example.com/labels/FX-CLINIC-STRANGLES.pdf
FX-DEL-2026-Q3,FEDEX_GROUND,FedEx Ground,2026-02-23,95605,97701,26.4,USD,74.46,https://fedex.example.com/labels/FX-DEL-2026-Q3.pdf
FX-SRR-2025-Q2,FEDEX_GROUND,FedEx Ground,2026-06-27,66061,97759,11.6,USD,49.89,https://fedex.example.com/labels/FX-SRR-2025-Q2.pdf
FX-CLINIC-RABIES,FEDEX_GROUND,FedEx Ground,2026-11-24,95605,97756,11.3,USD,51.41,https://fedex.example.com/labels/FX-CLINIC-RABIES.pdf
FX-HOL-2026-Q1,FEDEX_GROUND,FedEx Ground,2025-11-25,66061,97701,22.3,USD,63.79,https://fedex.example.com/labels/FX-HOL-2026-Q1.pdf
FX-BFR-2026-Q3,FEDEX_GROUND,FedEx Ground,2026-10-12,66061,97741,10.2,USD,49.17,https://fedex.example.com/labels/FX-BFR-2026-Q3.pdf
FX-SGF-2026-Q4,FEDEX_GROUND,FedEx Ground,2026-04-08,66061,97701,27.7,USD,76.78,https://fedex.example.com/labels/FX-SGF-2026-Q4.pdf
FX-PHC-2025-Q3,FEDEX_GROUND,FedEx Ground,2027-02-02,66061,97741,23.9,USD,70.67,https://fedex.example.com/labels/FX-PHC-2025-Q3.pdf
FX-BCL-2026-Q4,FEDEX_GROUND,FedEx Ground,2026-10-17,95605,97759,23.9,USD,66.44,https://fedex.example.com/labels/FX-BCL-2026-Q4.pdf
FX-JRE-2025-Q1,FEDEX_GROUND,FedEx Ground,2026-04-24,66061,97741,23.4,USD,65.42,https://fedex.example.com/labels/FX-JRE-2025-Q1.pdf
FX-AVR-2026-Q4,FEDEX_GROUND,FedEx Ground,2026-09-21,95605,97756,29.8,USD,77.46,https://fedex.example.com/labels/FX-AVR-2026-Q4.pdf
FX-PRI-2025-Q1,FEDEX_GROUND,FedEx Ground,2026-04-11,66061,97701,17.7,USD,58.21,https://fedex.example.com/labels/FX-PRI-2025-Q1.pdf
FX-CLINIC-EWTWN,FEDEX_GROUND,FedEx Ground,2026-02-04,95605,97756,16.0,USD,53.95,https://fedex.example.com/labels/FX-CLINIC-EWTWN.pdf
FX-AVR-2026-Q1,FEDEX_GROUND,FedEx Ground,2027-03-01,95605,97754,14.0,USD,54.5,https://fedex.example.com/labels/FX-AVR-2026-Q1.pdf
FX-BLK-2026-Q2,FEDEX_GROUND,FedEx Ground,2026-03-29,95605,97756,15.9,USD,53.97,https://fedex.example.com/labels/FX-BLK-2026-Q2.pdf
FX-OCH-2026-Q2,FEDEX_GROUND,FedEx Ground,2026-01-05,95605,97756,13.3,USD,52.23,https://fedex.example.com/labels/FX-OCH-2026-Q2.pdf
FX-SGF-2026-Q3,FEDEX_GROUND,FedEx Ground,2027-01-23,95605,97701,17.5,USD,58.74,https://fedex.example.com/labels/FX-SGF-2026-Q3.pdf
FX-HLR-2025-Q3,FEDEX_GROUND,FedEx Ground,2027-02-07,95605,97741,29.9,USD,78.27,https://fedex.example.com/labels/FX-HLR-2025-Q3.pdf
FX-PMR-2026-Q1,FEDEX_GROUND,FedEx Ground,2026-02-17,95605,97739,21.1,USD,65.71,https://fedex.example.com/labels/FX-PMR-2026-Q1.pdf
FX-TSC-2026-Q3,FEDEX_GROUND,FedEx Ground,2025-12-26,66061,97759,14.0,USD,55.64,https://fedex.example.com/labels/FX-TSC-2026-Q3.pdf
FX-BCL-2026-Q3,FEDEX_GROUND,FedEx Ground,2026-04-25,66061,97754,10.6,USD,45.7,https://fedex.example.com/labels/FX-BCL-2026-Q3.pdf
FX-SRR-2025-Q3,FEDEX_GROUND,FedEx Ground,2026-02-22,95605,97759,27.9,USD,76.41,https://fedex.example.com/labels/FX-SRR-2025-Q3.pdf
FX-BLK-2026-Q1,FEDEX_GROUND,FedEx Ground,2025-03-20,95605,97741,8.7,USD,44.59,https://fedex.example.com/labels/FX-BLK-2026-Q1.pdf
FX-JHR-2025-Q4,FEDEX_GROUND,FedEx Ground,2026-07-28,66061,97741,20.3,USD,61.68,https://fedex.example.com/labels/FX-JHR-2025-Q4.pdf
FX-DMR-2026-Q2,FEDEX_GROUND,FedEx Ground,2026-03-01,95605,97741,13.1,USD,51.26,https://fedex.example.com/labels/FX-DMR-2026-Q2.pdf
FX-TET-2025-Q4,FEDEX_GROUND,FedEx Ground,2026-10-10,66061,97760,16.2,USD,57.43,https://fedex.example.com/labels/FX-TET-2025-Q4.pdf
FX-WAT-2026-Q4,FEDEX_GROUND,FedEx Ground,2026-11-01,66061,97754,15.5,USD,53.94,https://fedex.example.com/labels/FX-WAT-2026-Q4.pdf
FX-BFR-2026-Q1,FEDEX_GROUND,FedEx Ground,2026-01-27,66061,97701,16.1,USD,55.49,https://fedex.example.com/labels/FX-BFR-2026-Q1.pdf
FX-SGF-2026-Q2,FEDEX_GROUND,FedEx Ground,2026-06-04,66061,97756,27.2,USD,75.42,https://fedex.example.com/labels/FX-SGF-2026-Q2.pdf
FX-OCH-2026-Q3,FEDEX_GROUND,FedEx Ground,2026-10-11,66061,97756,6.6,USD,43.62,https://fedex.example.com/labels/FX-OCH-2026-Q3.pdf
FX-NIC-2026-Q2,FEDEX_GROUND,FedEx Ground,2026-11-29,95605,97756,25.5,USD,68.58,https://fedex.example.com/labels/FX-NIC-2026-Q2.pdf
FX-SAN-2025-Q1,FEDEX_GROUND,FedEx Ground,2026-06-28,66061,97754,27.7,USD,70.94,https://fedex.example.com/labels/FX-SAN-2025-Q1.pdf
FX-PHC-2026-Q4,FEDEX_GROUND,FedEx Ground,2026-12-14,95605,97756,16.1,USD,55.04,https://fedex.example.com/labels/FX-PHC-2026-Q4.pdf
FX-HND-2025-Q2,FEDEX_GROUND,FedEx Ground,2027-02-25,95605,97756,7.2,USD,42.11,https://fedex.example.com/labels/FX-HND-2025-Q2.pdf
FX-DMR-2026-Q1,FEDEX_GROUND,FedEx Ground,2026-02-15,66061,97739,6.9,USD,39.65,https://fedex.example.com/labels/FX-DMR-2026-Q1.pdf
FX-SRR-2025-Q4,FEDEX_GROUND,FedEx Ground,2026-12-23,95605,97739,23.6,USD,69.01,https://fedex.example.com/labels/FX-SRR-2025-Q4.pdf
FX-PMR-2026-Q4,FEDEX_GROUND,FedEx Ground,2026-11-19,66061,97760,6.9,USD,41.34,https://fedex.example.com/labels/FX-PMR-2026-Q4.pdf
FX-BCL-2025-Q1,FEDEX_GROUND,FedEx Ground,2026-04-13,66061,97739,28.6,USD,77.37,https://fedex.example.com/labels/FX-BCL-2025-Q1.pdf
FX-BLA-2026-Q3,FEDEX_GROUND,FedEx Ground,2026-01-25,95605,97760,19.4,USD,58.39,https://fedex.example.com/labels/FX-BLA-2026-Q3.pdf
FX-ORT-2025-Q1,FEDEX_GROUND,FedEx Ground,2026-05-08,95605,97741,16.0,USD,53.43,https://fedex.example.com/labels/FX-ORT-2025-Q1.pdf
FX-JRE-2026-Q2,FEDEX_GROUND,FedEx Ground,2026-11-07,66061,97760,30.8,USD,78.71,https://fedex.example.com/labels/FX-JRE-2026-Q2.pdf
FX-ORT-2025-Q4,FEDEX_GROUND,FedEx Ground,2026-08-31,66061,97756,21.5,USD,63.46,https://fedex.example.com/labels/FX-ORT-2025-Q4.pdf
FX-HOL-2025-Q3,FEDEX_GROUND,FedEx Ground,2026-09-14,66061,97701,19.0,USD,63.14,https://fedex.example.com/labels/FX-HOL-2025-Q3.pdf
FX-DMR-2026-Q3,FEDEX_GROUND,FedEx Ground,2025-06-10,95605,97701,21.4,USD,61.4,https://fedex.example.com/labels/FX-DMR-2026-Q3.pdf
FX-TSC-2026-Q2,FEDEX_GROUND,FedEx Ground,2026-08-24,66061,97760,25.5,USD,71.01,https://fedex.example.com/labels/FX-TSC-2026-Q2.pdf
FX-KRA-2026-Q4,FEDEX_GROUND,FedEx Ground,2026-12-07,95605,97739,24.2,USD,66.41,https://fedex.example.com/labels/FX-KRA-2026-Q4.pdf
FX-LPC-2026-Q1,FEDEX_GROUND,FedEx Ground,2027-01-14,95605,97754,13.7,USD,52.52,https://fedex.example.com/labels/FX-LPC-2026-Q1.pdf
FX-CLINIC-DEWORM,FEDEX_GROUND,FedEx Ground,2027-02-11,95605,97756,25.5,USD,69.77,https://fedex.example.com/labels/FX-CLINIC-DEWORM.pdf
FX-PRI-2026-Q2,FEDEX_GROUND,FedEx Ground,2026-12-07,66061,97739,27.6,USD,74.2,https://fedex.example.com/labels/FX-PRI-2026-Q2.pdf
FX-HOL-2025-Q4,FEDEX_GROUND,FedEx Ground,2026-11-19,66061,97739,22.3,USD,65.86,https://fedex.example.com/labels/FX-HOL-2025-Q4.pdf
FX-SAN-2025-Q4,FEDEX_GROUND,FedEx Ground,2026-06-10,66061,97741,14.4,USD,53.79,https://fedex.example.com/labels/FX-SAN-2025-Q4.pdf
FX-CLINIC-SCOURBOS,FEDEX_GROUND,FedEx Ground,2026-01-20,66061,97756,27.3,USD,72.53,https://fedex.example.com/labels/FX-CLINIC-SCOURBOS.pdf
FX-HLR-2026-Q1,FEDEX_GROUND,FedEx Ground,2025-08-08,66061,97756,22.5,USD,65.52,https://fedex.example.com/labels/FX-HLR-2026-Q1.pdf
FX-HOL-2025-Q2,FEDEX_GROUND,FedEx Ground,2026-04-11,95605,97754,19.1,USD,61.51,https://fedex.example.com/labels/FX-HOL-2025-Q2.pdf
FX-OCH-2025-Q4,FEDEX_GROUND,FedEx Ground,2027-02-21,66061,97739,16.5,USD,55.74,https://fedex.example.com/labels/FX-OCH-2025-Q4.pdf
FX-DEL-2025-Q2,FEDEX_GROUND,FedEx Ground,2026-11-20,66061,97759,12.1,USD,49.81,https://fedex.example.com/labels/FX-DEL-2025-Q2.pdf
FX-LPC-2025-Q4,FEDEX_GROUND,FedEx Ground,2026-12-09,66061,97741,26.3,USD,70.12,https://fedex.example.com/labels/FX-LPC-2025-Q4.pdf
FX-WYC-2025-Q4,FEDEX_GROUND,FedEx Ground,2026-02-22,66061,97759,23.4,USD,68.54,https://fedex.example.com/labels/FX-WYC-2025-Q4.pdf
FX-BLK-2026-Q3,FEDEX_GROUND,FedEx Ground,2026-04-04,66061,97754,31.7,USD,79.83,https://fedex.example.com/labels/FX-BLK-2026-Q3.pdf
FX-BCL-2025-Q2,FEDEX_GROUND,FedEx Ground,2025-10-20,66061,97760,23.5,USD,65.53,https://fedex.example.com/labels/FX-BCL-2025-Q2.pdf
FX-BLA-2025-Q1,FEDEX_GROUND,FedEx Ground,2025-09-02,66061,97739,14.6,USD,52.24,https://fedex.example.com/labels/FX-BLA-2025-Q1.pdf
FX-LPC-2025-Q3,FEDEX_GROUND,FedEx Ground,2026-10-11,95605,97741,26.4,USD,71.29,https://fedex.example.com/labels/FX-LPC-2025-Q3.pdf
FX-CLINIC-PINKEYE,FEDEX_GROUND,FedEx Ground,2026-12-13,66061,97756,30.5,USD,76.21,https://fedex.example.com/labels/FX-CLINIC-PINKEYE.pdf
