order_id,product_id,quantity,unit_price,line_total,replacement_for
o_thanksgiving_wf,p_wf_019,1,29.99,29.99,
o_thanksgiving_wf,p_wf_020,2,2.99,5.98,
o_thanksgiving_wf,p_wf_021,6,1.79,10.74,
o_thanksgiving_wf,p_wf_022,1,3.99,3.99,
o_thanksgiving_wf,p_wf_023,4,2.99,11.96,
o_thanksgiving_wf,p_wf_024,2,3.49,6.98,
o_thanksgiving_wf,p_wf_025,2,3.49,6.98,
o_thanksgiving_wf,p_wf_003,2,4.49,8.98,
o_thanksgiving_wf,p_wf_010,2,7.99,15.98,
o_thanksgiving_wf,p_wf_011,2,6.49,12.98,
o_thanksgiving_wf,p_wf_012,1,4.99,4.99,
o_thanksgiving_wf,p_wf_017,1,13.99,13.99,
o_thanksgiving_wf,p_wf_006,2,13.99,27.98,
o_thanksgiving_wf,p_wf_015,2,4.49,8.98,
o_thanksgiving_wf,p_wf_002,2,4.99,9.98,
o_thanksgiving_wf,p_wf_005,4,1.99,7.96,
o_family_visit_costco,p_cs_003,1,17.99,17.99,
o_family_visit_costco,p_cs_005,2,4.99,9.98,
o_family_visit_costco,p_cs_006,1,14.99,14.99,
o_family_visit_costco,p_cs_007,1,21.99,21.99,
o_family_visit_costco,p_cs_008,1,64.99,64.99,
o_family_visit_costco,p_cs_010,2,8.99,17.98,
o_family_visit_costco,p_cs_011,1,13.99,13.99,
o_family_visit_costco,p_cs_012,1,14.99,14.99,
o_family_visit_costco,p_cs_013,1,18.99,18.99,
o_family_visit_costco,p_cs_001,1,22.99,22.99,
o_family_visit_costco,p_cs_002,1,23.99,23.99,
o_family_visit_costco,p_cs_009,1,34.99,34.99,
o_last_delivery_hm,p_hm_001,1,8.99,8.99,
o_last_delivery_hm,p_hm_002,1,7.99,7.99,
o_last_delivery_hm,p_hm_003,2,6.99,13.98,
o_last_delivery_hm,p_hm_004,1,4.99,4.99,
o_last_delivery_hm,p_hm_005,1,13.99,13.99,
o_last_delivery_hm,p_hm_007,2,13.99,27.98,
o_last_delivery_hm,p_hm_009,1,22.99,22.99,
o_last_delivery_hm,p_hm_010,1,4.99,4.99,
o_wf_last_week,p_wf_001,1,1.98,1.98,
o_wf_last_week,p_wf_003,1,4.49,4.49,
o_wf_last_week,p_wf_005,4,1.99,7.96,
o_wf_last_week,p_wf_006,1,13.99,13.99,
o_wf_last_week,p_wf_010,1,7.99,7.99,
o_wf_last_week,p_wf_011,1,6.49,6.49,
o_wf_last_week,p_wf_012,1,4.99,4.99,
o_wf_last_week,p_wf_014,1,9.99,9.99,
o_wf_last_week,p_wf_015,2,4.49,8.98,
