tableId,id,name,type
tblSTOP01,fldSTOP_ID,stop_id,singleLineText
tblSTOP01,fldSTOP_INT,interstate,singleLineText
tblSTOP01,fldSTOP_EXIT,exit,number
tblSTOP01,fldSTOP_STATE,state,singleLineText
tblSTOP01,fldSTOP_CHAIN,chain,singleLineText
tblSTOP01,fldSTOP_RATING,anthony_rating,rating
tblSTOP01,fldSTOP_SHOWER,shower_quality,singleSelect
tblSTOP01,fldSTOP_PARKING,parking_notes,singleLineText
tblSTOP01,fldSTOP_FOOD,food_notes,singleLineText
tblSTOP01,fldSTOP_UPDATED,last_updated,date
tblROUTE01,fldROUTE_ID,route_id,singleLineText
tblROUTE01,fldROUTE_NAME,route_name,singleLineText
tblROUTE01,fldROUTE_CORRIDOR,corridor,singleLineText
tblROUTE01,fldROUTE_NOTES,notes,multilineText
tblFLEET01,fldFLEET_ID,record_id,singleLineText
tblFLEET01,fldFLEET_STOP,stop_id,singleLineText
tblFLEET01,fldFLEET_MONTH,month,date
tblFLEET01,fldFLEET_DRIVERS,driver_count,number
tblFLEET01,fldFLEET_HOURS,avg_hours_used,number
tblFLEET01,fldFLEET_INCIDENT,incident_tag,singleSelect
tblFLEET01,fldFLEET_NOTES,notes,singleLineText
