id,name,media_count
17840001016,teamfitness,2340000
17840001017,schoolsports,1560000
17840001018,fitnessclass,3890000
17840001019,athletics,5670000
17840001020,communityfitness,890000
17840001021,teamtraining,1230000
17840001022,gym,18900000
17840001023,training,21500000
17840001024,fitnessspace,567000
17840001025,afrobeats,8900000
17840001026,beatmaker,3200000
17840001027,amapiano,6700000
17840001028,producerlife,4100000
17840001029,abletonlive,1800000
17840001030,streetphotography,24500000
17840001031,fujifilm,9800000
17840001032,nigerianfood,2600000
17840001033,jollofrice,1400000
17840001034,boxingtraining,3900000
17840001035,cybersecurity,7200000
