id,media_id,user_id,username,text,timestamp,like_count,hidden,parent_id
18000000000000000,17900000000000000,17841400000000002,chukwuemeka,Daddy who IS this?? 😭 You looking fresh o - Kwame said you could pass for 45 easy. What's going on with that shirt??,2026-03-26T22:46:41+00:00,23,false,
18000000000000001,17900000000000001,17841400000000003,ngozi,Mama who told you to post that throwback 😭 Greensboro was NOT ready for those braids,2026-03-26T09:22:41+00:00,18,false,
18000000000000002,17900000000000002,17841400000000004,adaeze,Ada why do you look like that 😭 Obinna took this didn't he. Delete it before all of Greensboro sees.,2026-03-26T17:42:25+00:00,22,false,
18000000000000003,17900000000000003,17841400000000005,obinna,Obinna why does Ada look like she's judging everyone in this pic 😭 classic her,2026-03-25T04:51:57+00:00,21,false,
18000000000000004,17900000000000000,17841400000000006,kwame,"kwame 😭 who said you could post that, you look like you fell out of a checkpoint scan lmao",2026-03-24T13:28:03+00:00,18,false,
18000000000000005,17900000000000001,17841400000000007,yemi,"bro this studio shot goes hard 🔥 send me the raw, I'm making this my lock screen before my next Greensboro client meetin",2026-03-23T17:01:59+00:00,16,false,
18000000000000006,17900000000000000,17841400000000007,yemi,this beat is unreal 🔥 what BPM you working at? #afrobeats,2026-11-14T18:22:10+00:00,17,false,
18000000000000007,17900000000000001,17841400000000002,chukwuemeka,Daddy stop posting gym selfies 😭 nobody asked,2026-12-02T20:41:55+00:00,24,false,
18000000000000008,17900000000000002,17841400000000006,kwame,"the jollof looked criminal in your story, save me a plate abeg",2026-11-28T14:10:33+00:00,19,false,
18000000000000009,17900000000000003,17841400000000008,dj_sage,bro that Fuji shot of downtown Greensboro is a whole mood 📷,2026-10-19T09:05:27+00:00,15,false,
18000000000000010,17900000000000000,17841400000000009,amina_diallo,Amina here - send me the acapella when you get a sec 🙏,2026-12-21T22:31:44+00:00,13,false,
18000000000000011,17900000000000001,17841400000000004,adaeze,Ada said you STILL haven't called mama back 😤,2026-11-06T13:52:19+00:00,28,false,
18000000000000012,17900000000000002,17841400000000007,yemi,"that talking drum layer goes crazy, put it on Spotify already",2026-10-27T17:09:38+00:00,21,false,
18000000000000013,17900000000000003,17841400000000006,kwame,Arsenal winning AND a new beat? unstoppable weekend fr,2026-12-15T11:44:12+00:00,16,false,
18000000000000014,17900000000000000,17841400000000008,dj_sage,suya recipe when?? my whole flat wants it now,2026-11-22T16:33:01+00:00,12,false,
18000000000000015,17900000000000001,17841400000000005,obinna,"Obinna says the braids throwback is diabolical, delete it 😭",2026-12-08T10:18:47+00:00,20,false,
18000000000000016,17900000000000002,17841400000000009,amina_diallo,mixing this on the Apollo Twin? sounds so clean,2026-10-11T14:27:53+00:00,14,false,
18000000000000017,17900000000000003,17841400000000002,chukwuemeka,Papa you cannot keep flexing on the timeline like this 💀,2026-11-30T05:11:29+00:00,26,false,
18000000000000018,17900000000000000,17841400000000008,dj_sage,London link-up soon? got studio time booked,2026-12-12T12:40:06+00:00,18,false,
18000000000000019,17900000000000001,17841400000000007,yemi,"Tunde forwarded this to the label group, heads up 👀",2026-10-24T19:55:41+00:00,31,false,
