id,user_id,media_type,media_url,timestamp,expiring_at,caption,link,poll_question,poll_options
17950001008,17841400123456789,IMAGE,https://scontent.cdninstagram.com/stories/17950001008.jpg,2025-12-18T18:00:00,2025-12-19T18:00:00,"new AmandaXO beat cooking in the studio 🎧🔥 afro-fusion, dropping soon. who wants the stems? #afrobeats #beatmaker",https://open.spotify.com/artist/amandaxo,,
17950001009,17841400123456789,IMAGE,https://scontent.cdninstagram.com/stories/17950001009.jpg,2026-01-13T18:00:00,2026-01-14T18:00:00,early boxing session before the studio grind 🥊 Wednesday rounds hit different,,Who's on the moodboard for this beat?,Burna Boy|Wizkid|Rema|Asake
17950001010,17841400123456789,IMAGE,https://scontent.cdninstagram.com/stories/17950001010.jpg,2026-02-20T18:00:00,2026-02-21T18:00:00,downtown Greensboro on the Fuji X-T4 📷 golden hour never misses #streetphotography #fujifilm,,,
17950001011,17841400123456789,IMAGE,https://scontent.cdninstagram.com/stories/17950001011.jpg,2026-03-16T18:00:00,2026-03-17T18:00:00,studio link-up with Yemi (Lagos) on the new pack 🎶 afrobeats x amapiano. mixing all weekend #amandaxo,,,
17950001012,17841400123456789,IMAGE,https://scontent.cdninstagram.com/stories/17950001012.jpg,2025-10-04T18:00:00,2025-10-05T18:00:00,new AmandaXO loop cooking 🎧 who wants stems?,https://open.spotify.com/artist/amandaxo,,
17950001013,17841400123456789,IMAGE,https://scontent.cdninstagram.com/stories/17950001013.jpg,2025-10-18T18:00:00,2025-10-19T18:00:00,boxing before studio 🥊 Wednesday rounds hit different,,,
17950001014,17841400123456789,IMAGE,https://scontent.cdninstagram.com/stories/17950001014.jpg,2025-11-01T18:00:00,2025-11-02T18:00:00,"egusi simmering, kitchen smells like home 🇳🇬",,,
17950001015,17841400123456789,IMAGE,https://scontent.cdninstagram.com/stories/17950001015.jpg,2025-11-15T18:00:00,2025-11-16T18:00:00,Fuji X-T4 golden hour downtown Greensboro 📷,,,
17950001016,17841400123456789,IMAGE,https://scontent.cdninstagram.com/stories/17950001016.jpg,2025-11-30T18:00:00,2025-12-01T18:00:00,studio link with Yemi tonight 🎶 Lagos ↔ Greensboro,,Who's on the moodboard?,Burna Boy|Wizkid|Rema|Asake
17950001017,17841400123456789,IMAGE,https://scontent.cdninstagram.com/stories/17950001017.jpg,2025-12-14T18:00:00,2025-12-15T18:00:00,Arsenal matchday setup 🔴⚪️ COYG,,,
17950001018,17841400123456789,IMAGE,https://scontent.cdninstagram.com/stories/17950001018.jpg,2026-01-05T18:00:00,2026-01-06T18:00:00,vinyl of the day: Fela - Zombie 🔥,,,
17950001019,17841400123456789,IMAGE,https://scontent.cdninstagram.com/stories/17950001019.jpg,2026-01-19T18:00:00,2026-01-20T18:00:00,leg day at Piedmont Iron done ✅,,,
17950001020,17841400123456789,IMAGE,https://scontent.cdninstagram.com/stories/17950001020.jpg,2026-02-02T18:00:00,2026-02-03T18:00:00,mixing on the Apollo Twin all weekend 🎛️,,,
17950001021,17841400123456789,IMAGE,https://scontent.cdninstagram.com/stories/17950001021.jpg,2026-02-16T18:00:00,2026-02-17T18:00:00,"suya spice blend ready, recipe soon 🌶️",,,
17950001022,17841400123456789,IMAGE,https://scontent.cdninstagram.com/stories/17950001022.jpg,2026-03-02T18:00:00,2026-03-03T18:00:00,"London next month, DJ Sage sessions booked 🇬🇧",,,
17950001023,17841400123456789,IMAGE,https://scontent.cdninstagram.com/stories/17950001023.jpg,2026-10-05T18:00:00,2026-10-06T18:00:00,"Lindley Park sunset, reset mode 📷",,,
17950001024,17841400123456789,IMAGE,https://scontent.cdninstagram.com/stories/17950001024.jpg,2026-10-19T18:00:00,2026-10-20T18:00:00,'Lagos Sunset' single artwork sneak peek 👀,,,
17950001025,17841400123456789,IMAGE,https://scontent.cdninstagram.com/stories/17950001025.jpg,2026-11-02T18:00:00,2026-11-03T18:00:00,talking drum layer breakdown 🥁,,,
17950001026,17841400123456789,IMAGE,https://scontent.cdninstagram.com/stories/17950001026.jpg,2026-11-16T18:00:00,2026-11-17T18:00:00,"jollof for the week, meal prep done 🍚",,,
17950001027,17841400123456789,IMAGE,https://scontent.cdninstagram.com/stories/17950001027.jpg,2026-11-30T18:00:00,2026-12-01T18:00:00,throwback: Lagos to Greensboro EP session 🎧,,,
