id,user_id,caption,media_type,media_url,permalink,thumbnail_url,timestamp,like_count,comments_count,is_comment_enabled
17900000000000000,17841400567890123,sparring partner at boxing today absolutely embarrassed me. my left hook is cooked. might have to cancel on Yemi tonight if my shoulder keeps acting up 😒,IMAGE,,https://www.instagram.com/p/CxK9mP2vq/,,2026-03-26T12:49:40+00:00,186,12,true
17900000000000001,17841400567890123,"lmaooo you said that last month too. ice it, take the ibuprofen, and go to the session - Yemi will roast you harder if you bail",IMAGE,,https://www.instagram.com/p/Cy7RtL0nJ2/,,2026-03-24T15:31:11+00:00,105,12,true
17900000000000002,17841400567890123,"you're right. also Ironclad's got a new client in Greensboro downtown, kickoff Friday. i'm already tired and it's Wednesday.",IMAGE,,https://www.instagram.com/p/Cz3Wd8Qpau/,,2026-03-23T18:01:23+00:00,92,12,true
17900000000000003,17841400567890123,"Nigerian work ethic activated lol. call Ada tomorrow, she'll sort your head out. ice first tho fr",IMAGE,,https://www.instagram.com/p/CvB5nH1kx9/,,2026-03-26T05:26:43+00:00,176,0,true
17900000000000004,17841400123456789,new afro-fusion loop straight out the studio 🎧🔥 stems dropping this week #afrobeats #beatmaker,IMAGE,,https://www.instagram.com/p/Cgen000/,,2025-10-05T16:00:00+00:00,120,6,true
17900000000000005,17841400123456789,"golden hour on the Fuji X-T4, downtown Greensboro never misses 📷 #streetphotography",IMAGE,,https://www.instagram.com/p/Cgen001/,,2025-10-19T14:00:00+00:00,127,7,true
17900000000000006,17841400123456789,batch cooked egusi + jollof for the week 🇳🇬 fuel for the grind,IMAGE,,https://www.instagram.com/p/Cgen002/,,2025-11-02T12:00:00+00:00,134,8,true
17900000000000007,17841400123456789,Piedmont Iron leg day nearly ended me but we move 🏋🏾,IMAGE,,https://www.instagram.com/p/Cgen003/,,2025-11-16T19:00:00+00:00,141,9,true
17900000000000008,17841400123456789,"studio link with Amina on the new record, her vocals are insane 🎶",VIDEO,,https://www.instagram.com/p/Cgen004/,,2025-12-01T20:00:00+00:00,148,10,true
17900000000000009,17841400123456789,vinyl haul: found an original Fela pressing 🙌 #vinyl,IMAGE,,https://www.instagram.com/p/Cgen005/,,2025-12-15T15:00:00+00:00,155,11,true
17900000000000010,17841400123456789,"Apollo Twin + HS8 setup finally dialed in, mixes sound so clean",IMAGE,,https://www.instagram.com/p/Cgen006/,,2026-01-06T11:00:00+00:00,162,12,true
17900000000000011,17841400123456789,Arsenal matchday jollof and the squad 🔴⚪️ COYG,IMAGE,,https://www.instagram.com/p/Cgen007/,,2026-01-20T17:00:00+00:00,169,13,true
17900000000000012,17841400123456789,"boxing rounds before the client call, sparring humbled me again 🥊",VIDEO,,https://www.instagram.com/p/Cgen008/,,2026-02-03T09:00:00+00:00,176,14,true
17900000000000013,17841400123456789,"suya night at the crib, recipe in the highlights 🌶️",IMAGE,,https://www.instagram.com/p/Cgen009/,,2026-02-17T21:00:00+00:00,183,15,true
17900000000000014,17841400123456789,London studio session with DJ Sage 🇬🇧 amapiano vibes all night,VIDEO,,https://www.instagram.com/p/Cgen010/,,2026-03-03T22:00:00+00:00,190,16,true
17900000000000015,17841400123456789,"sunset over Lindley Park, needed this reset 📷",IMAGE,,https://www.instagram.com/p/Cgen011/,,2026-10-06T18:00:00+00:00,197,17,true
17900000000000016,17841400123456789,new single artwork preview 👀 'Lagos Sunset' coming Nov,IMAGE,,https://www.instagram.com/p/Cgen012/,,2026-10-20T13:00:00+00:00,204,18,true
17900000000000017,17841400123456789,quick beat breakdown reel - the talking drum layer 🥁,VIDEO,,https://www.instagram.com/p/Cgen013/,,2026-11-03T16:00:00+00:00,211,19,true
17900000000000018,17841400123456789,"Ableton project files everywhere, mixing marathon underway 🎛️",IMAGE,,https://www.instagram.com/p/Cgen014/,,2026-11-17T10:00:00+00:00,218,20,true
17900000000000019,17841400123456789,throwback to the Lagos to Greensboro EP session 🔥,IMAGE,,https://www.instagram.com/p/Cgen015/,,2026-12-01T14:00:00+00:00,225,21,true
