id,name,primary,type,currency_code,currency_name,balance_amount,native_balance_amount,native_currency,created_at,updated_at
cbacct-btc,Bitcoin Wallet,true,wallet,BTC,Bitcoin,0.133331,15090.35,CAD,2025-01-01T10:00:00Z,2026-12-15T10:00:00Z
cbacct-eth,Ethereum Wallet,false,wallet,ETH,Ethereum,1.076536,49542.59,CAD,2025-01-01T10:00:00Z,2026-12-15T10:00:00Z
cbacct-sol,Solana Wallet,false,wallet,SOL,Solana,2.045609,41664.26,CAD,2025-01-01T10:00:00Z,2026-12-15T10:00:00Z
cbacct-ada,Cardano Wallet,false,wallet,ADA,Cardano,2.507530,14696.73,CAD,2025-01-01T10:00:00Z,2026-12-15T10:00:00Z
cbacct-dot,Polkadot Wallet,false,wallet,DOT,Polkadot,0.268231,22720.64,CAD,2025-01-01T10:00:00Z,2026-12-15T10:00:00Z
cb-acct-00005,MATIC Wallet 5,false,wallet,MATIC,MATIC,7.67889999,1235.56,CAD,2025-01-06T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00006,AVAX Wallet 6,false,wallet,AVAX,AVAX,6.62718174,39885.9,CAD,2025-01-07T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00007,LINK Wallet 7,false,wallet,LINK,LINK,5.23453731,3786.88,CAD,2025-01-08T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00008,UNI Wallet 8,false,wallet,UNI,UNI,1.93505845,22099.92,CAD,2025-01-09T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00009,ATOM Wallet 9,false,wallet,ATOM,ATOM,6.98659616,5993.74,CAD,2025-01-10T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00010,XRP Wallet 10,false,wallet,XRP,XRP,8.04820383,6444.9,CAD,2025-01-11T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00011,LTC Wallet 11,false,wallet,LTC,LTC,9.53069617,6017.56,CAD,2025-01-12T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00012,BCH Wallet 12,false,wallet,BCH,BCH,7.55607293,6017.08,CAD,2025-01-13T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00013,ALGO Wallet 13,false,wallet,ALGO,ALGO,5.98791493,36522.07,CAD,2025-01-14T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00014,XLM Wallet 14,false,wallet,XLM,XLM,2.01073257,22155.06,CAD,2025-01-15T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00015,FIL Wallet 15,false,wallet,FIL,FIL,6.81814346,33405.33,CAD,2025-01-16T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00016,NEAR Wallet 16,false,wallet,NEAR,NEAR,9.53732784,12806.97,CAD,2025-01-17T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00017,APT Wallet 17,false,wallet,APT,APT,4.40014456,22003.94,CAD,2025-01-18T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00018,ARB Wallet 18,false,wallet,ARB,ARB,7.13521437,24982.72,CAD,2025-01-19T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00019,OP Wallet 19,false,wallet,OP,OP,8.81850303,37525.32,CAD,2025-01-20T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00020,BTC Wallet 20,false,wallet,BTC,BTC,2.94427361,25691.11,CAD,2025-01-21T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00021,ETH Wallet 21,false,wallet,ETH,ETH,1.08247185,1397.96,CAD,2025-01-22T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00022,SOL Wallet 22,false,wallet,SOL,SOL,3.42762857,5497.09,CAD,2025-01-23T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00023,ADA Wallet 23,false,wallet,ADA,ADA,7.72868311,17558.76,CAD,2025-01-24T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00024,DOT Wallet 24,false,wallet,DOT,DOT,6.99762585,9316.88,CAD,2025-01-25T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00025,MATIC Wallet 25,false,wallet,MATIC,MATIC,2.13444629,29112.48,CAD,2025-01-26T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00026,AVAX Wallet 26,false,wallet,AVAX,AVAX,0.86922733,16836.75,CAD,2025-01-27T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00027,LINK Wallet 27,false,wallet,LINK,LINK,8.52572369,15652.66,CAD,2025-01-28T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00028,UNI Wallet 28,false,wallet,UNI,UNI,9.30026454,5653.9,CAD,2025-01-29T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00029,ATOM Wallet 29,false,wallet,ATOM,ATOM,1.03631124,25101.28,CAD,2025-01-30T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00030,XRP Wallet 30,false,wallet,XRP,XRP,6.7343319,33024.06,CAD,2025-01-31T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00031,LTC Wallet 31,false,wallet,LTC,LTC,4.94088384,34698.3,CAD,2025-02-01T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00032,BCH Wallet 32,false,wallet,BCH,BCH,3.59763241,5474.81,CAD,2025-02-02T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00033,ALGO Wallet 33,false,wallet,ALGO,ALGO,6.20789819,25163.48,CAD,2025-02-03T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00034,XLM Wallet 34,false,wallet,XLM,XLM,8.16735931,38048.94,CAD,2025-02-04T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00035,FIL Wallet 35,false,wallet,FIL,FIL,1.90700467,25022.0,CAD,2025-02-05T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00036,NEAR Wallet 36,false,wallet,NEAR,NEAR,6.84437471,22480.46,CAD,2025-02-06T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00037,APT Wallet 37,false,wallet,APT,APT,8.51708144,6134.84,CAD,2025-02-07T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00038,ARB Wallet 38,false,wallet,ARB,ARB,8.68714748,33724.17,CAD,2025-02-08T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00039,OP Wallet 39,false,wallet,OP,OP,9.77867942,30077.79,CAD,2025-02-09T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00040,BTC Wallet 40,false,wallet,BTC,BTC,4.46573317,33377.18,CAD,2025-02-10T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00041,ETH Wallet 41,false,wallet,ETH,ETH,6.79822318,7014.82,CAD,2025-02-11T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00042,SOL Wallet 42,false,wallet,SOL,SOL,0.62086615,19077.62,CAD,2025-02-12T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00043,ADA Wallet 43,false,wallet,ADA,ADA,0.43651953,37430.2,CAD,2025-02-13T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00044,DOT Wallet 44,false,wallet,DOT,DOT,6.42784702,222.0,CAD,2025-02-14T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00045,MATIC Wallet 45,false,wallet,MATIC,MATIC,6.43940428,3192.24,CAD,2025-02-15T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00046,AVAX Wallet 46,false,wallet,AVAX,AVAX,5.59937658,5544.87,CAD,2025-02-16T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00047,LINK Wallet 47,false,wallet,LINK,LINK,9.77053275,13930.22,CAD,2025-02-17T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00048,UNI Wallet 48,false,wallet,UNI,UNI,6.29036225,15650.65,CAD,2025-02-18T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00049,ATOM Wallet 49,false,wallet,ATOM,ATOM,4.4926769,15055.74,CAD,2025-02-19T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00050,XRP Wallet 50,false,wallet,XRP,XRP,3.92294785,39512.73,CAD,2025-02-20T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00051,LTC Wallet 51,false,wallet,LTC,LTC,9.7550809,4644.34,CAD,2025-02-21T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00052,BCH Wallet 52,false,wallet,BCH,BCH,6.81596538,12680.74,CAD,2025-02-22T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00053,ALGO Wallet 53,false,wallet,ALGO,ALGO,3.62642299,6430.62,CAD,2025-02-23T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00054,XLM Wallet 54,false,wallet,XLM,XLM,1.9443319,22868.67,CAD,2025-02-24T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00055,FIL Wallet 55,false,wallet,FIL,FIL,5.76399807,17379.54,CAD,2025-02-25T00:00:00Z,2026-12-01T00:00:00Z
cb-acct-00056,NEAR Wallet 56,false,wallet,NEAR,NEAR,7.45822122,17838.5,CAD,2025-02-26T00:00:00Z,2026-12-01T00:00:00Z
