city_id,dt,dt_txt,temp,feels_like,temp_min,temp_max,pressure,humidity,weather_id,weather_main,weather_description,weather_icon,wind_speed,wind_deg,clouds,pop
5525577,1783512000,2026-07-08 12:00:00,82.0,82.0,60.0,82.0,1014,50,801,Partly cloudy,"Partly cloudy migraine_flag=False None || {""meta"":[{""key"":""service"",""value"":""OpenWeather""},{""key"":""snapshot_taken_at"",""value"":""2026-10-06T09:55:00-05:00""},{""key"":""location.name"",""value"":""Briscoe, TX""},{""key"":""location.lat"",""value"":35.5784},{""key"":""location.lon"",""value"":-100.2939},{""key"":""location.elevation_ft"",""value"":2451},{""key"":""location.timezone"",""value"":""America/Chicago""},{""key"":""current.observed_at"",""value"":""2026-10-06T09:50:00-05:00""},{""key"":""current.temperature_f"",""value"":58},{""key"":""current.humidity_pct"",""value"":41},{""key"":""current.wind_mph"",""value"":8},{""key"":""current.wind_dir"",""value"":""NNE""},{""key"":""current.pressure_inHg"",""value"":30.18},{""key"":""current.conditions"",""value"":""Sunny""}],""summary"":[{""key"":""vaccination_day_oct_14"",""value"":""Cold, very windy, the worst of the pressure swing happens Oct 12 evening through Oct 13 overnight. The migraine risk window is the day before more than the day of. Vaccination work itself is in calm, sunny, cold conditions, with wind dropping through the morning.""},{""key"":""auction_day_oct_20"",""value"":""Clean. Mild and dry. No pressure red flags.""},{""key"":""ten_day_precipitation_outlook_inches"",""value"":0.04}]}",01d,15.0,315,20,0.0
5525577,1783598400,2026-07-09 12:00:00,67.0,67.0,47.0,67.0,1017,50,802,Sunny and hot,Sunny and hot migraine_flag=False None,01d,19.0,135,20,0.4
5525577,1783684800,2026-07-10 12:00:00,68.0,68.0,42.0,68.0,1013,50,801,Partly cloudy,Partly cloudy migraine_flag=False None,01d,11.0,270,20,0.0
5525577,1783771200,2026-07-11 12:00:00,86.0,86.0,58.0,86.0,1012,50,802,Sunny and hot,Sunny and hot migraine_flag=False None,01d,6.0,315,20,0.0
5525577,1783857600,2026-07-12 12:00:00,62.0,62.0,44.0,62.0,1021,50,804,Cloudy,Cloudy migraine_flag=True Pressure drop of 0.14 inHg. Migraine risk elevated.,01d,20.0,45,20,0.65
5525577,1783944000,2026-07-13 12:00:00,90.0,90.0,63.0,90.0,1005,50,801,Partly cloudy,Partly cloudy migraine_flag=False None,01d,18.0,45,20,0.0
5525577,1784030400,2026-07-14 12:00:00,89.0,89.0,67.0,89.0,1013,50,802,Thunderstorms possible,Thunderstorms possible migraine_flag=False None,01d,13.0,135,20,0.0
5525577,1784116800,2026-07-15 12:00:00,81.0,81.0,53.0,81.0,1005,50,802,Mostly sunny,Mostly sunny migraine_flag=False None,01d,11.0,45,20,0.65
5525577,1784203200,2026-07-16 12:00:00,74.0,74.0,51.0,74.0,1019,50,802,Front passing overnight,Front passing overnight migraine_flag=False None,01d,17.0,270,20,0.1
5525577,1784289600,2026-07-17 12:00:00,82.0,82.0,55.0,82.0,1010,50,802,Front passing overnight,Front passing overnight migraine_flag=False None,01d,16.0,135,20,0.0
5525577,1784376000,2026-07-18 12:00:00,79.0,79.0,57.0,79.0,1006,50,802,Windy and dry,Windy and dry migraine_flag=False None,01d,19.0,135,20,0.1
5525577,1784462400,2026-07-19 12:00:00,59.0,59.0,33.0,59.0,1016,50,802,Cool and breezy,Cool and breezy migraine_flag=False None,01d,21.0,0,20,0.65
5525577,1784548800,2026-07-20 12:00:00,65.0,65.0,41.0,65.0,1012,50,801,Partly cloudy,Partly cloudy migraine_flag=False None,01d,14.0,45,20,0.0
5525577,1784635200,2026-07-21 12:00:00,70.0,70.0,48.0,70.0,1016,50,801,Partly cloudy,Partly cloudy migraine_flag=True Pressure drop of 0.15 inHg. Migraine risk elevated.,01d,9.0,315,20,0.4
5525577,1784721600,2026-07-22 12:00:00,79.0,79.0,51.0,79.0,1017,50,802,Sunny and hot,Sunny and hot migraine_flag=False None,01d,9.0,45,20,0.65
5525577,1784808000,2026-07-23 12:00:00,62.0,62.0,34.0,62.0,1011,50,802,Front passing overnight,Front passing overnight migraine_flag=False None,01d,9.0,270,20,0.0
5525577,1784894400,2026-07-24 12:00:00,69.0,69.0,40.0,69.0,1010,50,802,Sunny and hot,Sunny and hot migraine_flag=False None,01d,16.0,180,20,0.2
5525577,1784980800,2026-07-25 12:00:00,73.0,73.0,45.0,73.0,1003,50,802,Windy and dry,Windy and dry migraine_flag=False None,01d,17.0,270,20,0.0
5525577,1785067200,2026-07-26 12:00:00,61.0,61.0,41.0,61.0,1008,50,802,Front passing overnight,Front passing overnight migraine_flag=False None,01d,7.0,45,20,0.0
5525577,1785153600,2026-07-27 12:00:00,78.0,78.0,50.0,78.0,1007,50,802,Sunny and hot,Sunny and hot migraine_flag=True Pressure drop of 0.13 inHg. Migraine risk elevated.,01d,21.0,90,20,0.05
5525577,1785240000,2026-07-28 12:00:00,59.0,59.0,29.0,59.0,1006,50,802,Sunny,Sunny migraine_flag=False None,01d,18.0,135,20,0.4
5525577,1785326400,2026-07-29 12:00:00,91.0,91.0,65.0,91.0,1021,50,802,Sunny and hot,Sunny and hot migraine_flag=False None,01d,15.0,315,20,0.05
5525577,1785412800,2026-07-30 12:00:00,67.0,67.0,41.0,67.0,1021,50,802,Sunny,Sunny migraine_flag=True Pressure drop of 0.13 inHg. Migraine risk elevated.,01d,11.0,45,20,0.1
5525577,1785499200,2026-07-31 12:00:00,60.0,60.0,42.0,60.0,1005,50,802,Windy and dry,Windy and dry migraine_flag=False None,01d,19.0,270,20,0.0
5525577,1785585600,2026-08-01 12:00:00,75.0,75.0,51.0,75.0,1007,50,802,Sunny and hot,Sunny and hot migraine_flag=False None,01d,6.0,135,20,0.2
5525577,1785672000,2026-08-02 12:00:00,75.0,75.0,57.0,75.0,1007,50,801,Partly cloudy,Partly cloudy migraine_flag=False None,01d,9.0,270,20,0.05
5525577,1785758400,2026-08-03 12:00:00,62.0,62.0,39.0,62.0,1008,50,802,Scattered showers,Scattered showers migraine_flag=False None,01d,14.0,225,20,0.0
5525577,1785844800,2026-08-04 12:00:00,82.0,82.0,54.0,82.0,1019,50,802,Sunny and hot,Sunny and hot migraine_flag=False None,01d,15.0,135,20,0.05
5525577,1785931200,2026-08-05 12:00:00,92.0,92.0,65.0,92.0,1005,50,802,Mostly sunny,Mostly sunny migraine_flag=False None,01d,19.0,135,20,0.05
5525577,1786017600,2026-08-06 12:00:00,95.0,95.0,68.0,95.0,1017,50,802,Cool and breezy,Cool and breezy migraine_flag=False None,01d,19.0,270,20,0.0
5525577,1786104000,2026-08-07 12:00:00,66.0,66.0,38.0,66.0,1013,50,802,Scattered showers,Scattered showers migraine_flag=False None,01d,22.0,45,20,0.0
5525577,1786190400,2026-08-08 12:00:00,82.0,82.0,63.0,82.0,1010,50,802,Windy and dry,Windy and dry migraine_flag=False None,01d,20.0,270,20,0.05
