id,organization_id,name,summary,status,start_utc,end_utc,timezone,venue_id,capacity,is_free,online_event,url,created
917463829105,8492057361,Grace Community Church Holiday Celebration 2026,"Annual Christmas celebration with music, food, wellness booth, and community fellowship",live,2026-12-13T03:00:00Z,2026-12-13T05:00:00Z,America/Denver,42715903,175,false,false,https://eventbrite.com/e/917463829105,2026-09-01T10:00:00Z
917463829201,8492057361,Christmas Eve Candlelight Service,Traditional Christmas Eve service with carols,live,2026-12-25T03:00:00Z,2026-12-25T05:00:00Z,America/Denver,42715903,300,true,false,https://eventbrite.com/e/917463829201,2026-10-01T10:00:00Z
917463829202,8492057361,Guadalupe Feast Meal,Feast of Our Lady of Guadalupe community meal,live,2026-12-12T20:00:00Z,2026-12-12T23:00:00Z,America/Denver,42715903,120,true,false,https://eventbrite.com/e/917463829202,2026-11-01T10:00:00Z
917463829203,8492057361,Advent Vespers,Sunday evening Advent vespers service,live,2026-12-06T00:00:00Z,2026-12-06T01:30:00Z,America/Denver,42715903,80,true,false,https://eventbrite.com/e/917463829203,2026-10-15T10:00:00Z
917463829204,8492057361,Nativity Setup Sat,Volunteer nativity scene setup,live,2026-12-06T15:00:00Z,2026-12-06T18:00:00Z,America/Denver,42715903,30,true,false,https://eventbrite.com/e/917463829204,2026-10-15T10:00:00Z
917463829205,8492057361,Youth Caroling Community Sing,Youth caroling in the neighborhood,live,2026-12-20T22:00:00Z,2026-12-21T01:00:00Z,America/Denver,42715903,40,true,false,https://eventbrite.com/e/917463829205,2026-11-01T10:00:00Z
917463829206,8492057361,Sunday School Christmas Program,Children's Christmas program,live,2026-12-13T16:00:00Z,2026-12-13T17:30:00Z,America/Denver,42715903,200,true,false,https://eventbrite.com/e/917463829206,2026-10-01T10:00:00Z
917463829207,8492057361,Choir Christmas Concert,Grace Church Choir Christmas concert,live,2026-12-19T02:00:00Z,2026-12-19T04:00:00Z,America/Denver,42715903,180,true,false,https://eventbrite.com/e/917463829207,2026-10-01T10:00:00Z
917463829208,8492057361,Chrism Mass,Bishop's chrism mass,live,2026-12-22T18:00:00Z,2026-12-22T20:00:00Z,America/Denver,42715903,300,true,false,https://eventbrite.com/e/917463829208,2026-11-01T10:00:00Z
917463829209,8492057362,Diabetes Ed Group Nov,Weekly Tue/Thu diabetes education group,completed,2026-11-24T15:30:00Z,2026-11-24T19:00:00Z,America/Denver,42715904,25,true,false,https://eventbrite.com/e/917463829209,2026-09-01T10:00:00Z
917463829210,8492057362,BP Screening Clinic,Weekly BP screening clinic,completed,2026-11-26T15:30:00Z,2026-11-26T19:00:00Z,America/Denver,42715904,20,true,false,https://eventbrite.com/e/917463829210,2026-09-01T10:00:00Z
