ts,channel_id,user_id,text,thread_ts,reply_count,reactions
1728900000.000,C004,U_MARIA,"Aaron, we still show 30 on the BambooHR roster but Jessica and Dimitri both left last week. Gusto only processed 28 in the last payroll run. I updated the schedule but HR system still has them as active.",,0,
1728800000.000,C002,U_GEORGE,"Boss, October food costs are running high. I calculated 31% on the original location this month. We had to order extra lamb for the festival orders. Freshpoint raised produce prices 8% starting September.",,0,
1727000000.000,C004,U_AARON,Message content 0,,0,
1727001000.000,C001,U_GEORGE,Message content 1,,0,
1727002000.000,C006,U_ANDREAS,Message content 2,,0,
1727003000.000,C004,U_ANDREAS,Message content 3,,0,
1727004000.000,C004,U_AARON,Message content 4,,0,
1727005000.000,C004,U_STAVROS,Message content 5,,0,
1727006000.000,C002,U_AARON,Message content 6,,0,
1727007000.000,C001,U_111,Message content 7,,0,
1727008000.000,C004,U_GEORGE,Message content 8,,0,
1727009000.000,C003,U_AARON,Message content 9,,0,
1727010000.000,C002,U_AARON,Message content 10,,0,
1727011000.000,C001,U_STAVROS,Message content 11,,0,
1727012000.000,C004,U_GEORGE,Message content 12,,0,
1727013000.000,C004,U_ANDREAS,Message content 13,,0,
1727014000.000,C006,U_AARON,Message content 14,,0,
1727015000.000,C001,U_GEORGE,Message content 15,,0,
1727016000.000,C006,U_GEORGE,Message content 16,,0,
1727017000.000,C001,U_GEORGE,Message content 17,,0,
1727018000.000,C004,U_GEORGE,Message content 18,,0,
1727019000.000,C006,U_155,Message content 19,,0,
1727020000.000,C006,U_GEORGE,Message content 20,,0,
1727021000.000,C006,U_ANDREAS,Message content 21,,0,
1727022000.000,C002,U_MARIA,Message content 22,,0,
1727023000.000,C006,U_GEORGE,Message content 23,,0,
1727024000.000,C003,U_STAVROS,Message content 24,,0,
1727025000.000,C001,U_GEORGE,Message content 25,,0,
1727026000.000,C004,U_STAVROS,Message content 26,,0,
1727027000.000,C001,U_GEORGE,Message content 27,,0,
1727028000.000,C006,U_MARIA,Message content 28,,0,
1727029000.000,C003,U_149,Message content 29,,0,
1727030000.000,C001,U_STAVROS,Message content 30,,0,
1727031000.000,C002,U_MARIA,Message content 31,,0,
1727032000.000,C006,U_GEORGE,Message content 32,,0,
1727033000.000,C001,U_GEORGE,Message content 33,,0,
1727034000.000,C003,U_GEORGE,Message content 34,,0,
1727035000.000,C004,U_STAVROS,Message content 35,,0,
1727036000.000,C002,U_147,Message content 36,,0,
1727037000.000,C001,U_AARON,Message content 37,,0,
1727038000.000,C006,U_MARIA,Message content 38,,0,
1727039000.000,C006,U_STAVROS,Message content 39,,0,
1727040000.000,C003,U_MARIA,Message content 40,,0,
1727041000.000,C001,U_MARIA,Message content 41,,0,
1727042000.000,C002,U_STAVROS,Message content 42,,0,
1727043000.000,C006,U_MARIA,Message content 43,,0,
1727044000.000,C004,U_102,Message content 44,,0,
1727045000.000,C006,U_ANDREAS,Message content 45,,0,
1727046000.000,C002,U_GEORGE,Message content 46,,0,
1727047000.000,C004,U_GEORGE,Message content 47,,0,
1727048000.000,C003,U_MARIA,Message content 48,,0,
1727049000.000,C002,U_ANDREAS,Message content 49,,0,
1727050000.000,C003,U_ANDREAS,Message content 50,,0,
1727051000.000,C001,U_STAVROS,Message content 51,,0,
1727052000.000,C002,U_STAVROS,Message content 52,,0,
1727053000.000,C001,U_100,Message content 53,,0,
1727054000.000,C001,U_ANDREAS,Message content 54,,0,
1727055000.000,C001,U_STAVROS,Message content 55,,0,
1727056000.000,C002,U_ANDREAS,Message content 56,,0,
1727057000.000,C002,U_AARON,Message content 57,,0,
1727058000.000,C002,U_STAVROS,Message content 58,,0,
1727059000.000,C002,U_ANDREAS,Message content 59,,0,
1727060000.000,C006,U_STAVROS,Message content 60,,0,
1727061000.000,C002,U_MARIA,Message content 61,,0,
1727062000.000,C001,U_ANDREAS,Message content 62,,0,
1727063000.000,C003,U_STAVROS,Message content 63,,0,
1727064000.000,C004,U_ANDREAS,Message content 64,,0,
1727065000.000,C006,U_STAVROS,Message content 65,,0,
1727066000.000,C006,U_STAVROS,Message content 66,,0,
1727067000.000,C003,U_STAVROS,Message content 67,,0,
1727068000.000,C004,U_ANDREAS,Message content 68,,0,
1727069000.000,C001,U_MARIA,Message content 69,,0,
1727070000.000,C004,U_171,Message content 70,,0,
1727071000.000,C006,U_123,Message content 71,,0,
1727072000.000,C003,U_STAVROS,Message content 72,,0,
1727073000.000,C001,U_GEORGE,Message content 73,,0,
1727074000.000,C002,U_ANDREAS,Message content 74,,0,
1727075000.000,C002,U_ANDREAS,Message content 75,,0,
1727076000.000,C002,U_STAVROS,Message content 76,,0,
1727077000.000,C002,U_ANDREAS,Message content 77,,0,
1727078000.000,C004,U_STAVROS,Message content 78,,0,
1727079000.000,C006,U_158,Message content 79,,0,
1727080000.000,C004,U_STAVROS,Message content 80,,0,
1727081000.000,C001,U_GEORGE,Message content 81,,0,
1727082000.000,C006,U_AARON,Message content 82,,0,
1727083000.000,C006,U_AARON,Message content 83,,0,
1727084000.000,C006,U_MARIA,Message content 84,,0,
1727085000.000,C002,U_ANDREAS,Message content 85,,0,
1727086000.000,C003,U_117,Message content 86,,0,
1727087000.000,C003,U_AARON,Message content 87,,0,
1727088000.000,C003,U_GEORGE,Message content 88,,0,
1727089000.000,C004,U_ANDREAS,Message content 89,,0,
1727090000.000,C003,U_ANDREAS,Message content 90,,0,
1727091000.000,C006,U_STAVROS,Message content 91,,0,
1727092000.000,C001,U_STAVROS,Message content 92,,0,
1727093000.000,C001,U_MARIA,Message content 93,,0,
1727094000.000,C003,U_101,Message content 94,,0,
1727095000.000,C003,U_ANDREAS,Message content 95,,0,
1727096000.000,C002,U_ANDREAS,Message content 96,,0,
1727097000.000,C006,U_153,Message content 97,,0,
1727098000.000,C001,U_ANDREAS,Message content 98,,0,
1727099000.000,C001,U_MARIA,Message content 99,,0,
1727100000.000,C002,U_STAVROS,Message content 100,,0,
1727101000.000,C006,U_GEORGE,Message content 101,,0,
1727102000.000,C002,U_AARON,Message content 102,,0,
