listing_id,title,city,country,room_type,price_per_night,cleaning_fee,beds,baths,max_guests,rating,review_count,host_id,instant_book
lst-strasburg,Cottage on Strasburg Pike - quiet 1BR with porch,Lancaster,USA,entire_home,152.00,25.00,1,1.0,2,4.93,84,host-marta,true
lst-strasburg-e001,Cottage on Strasburg Pike - quiet 1BR with porch,Lancaster,USA,entire_home,152.00,25.00,1,1.0,2,4.93,84,host-marta-e001,true
lst-strasburg-e002,Cottage on Strasburg Pike - quiet 1BR with porch,Lancaster,USA,entire_home,152.00,25.00,1,1.0,2,4.93,84,host-marta-e002,true
lst-strasburg-e003,Cottage on Strasburg Pike - quiet 1BR with porch,Lancaster,USA,entire_home,152.00,25.00,1,1.0,2,4.93,84,host-marta-e003,true
lst-strasburg-e004,Cottage on Strasburg Pike - quiet 1BR with porch,Lancaster,USA,entire_home,152.00,25.00,1,1.0,2,4.93,84,host-marta-e004,true
lst-strasburg-e005,Cottage on Strasburg Pike - quiet 1BR with porch,Lancaster,USA,entire_home,152.00,25.00,1,1.0,2,4.93,84,host-marta-e005,true
lst-strasburg-e006,Cottage on Strasburg Pike - quiet 1BR with porch,Lancaster,USA,entire_home,152.00,25.00,1,1.0,2,4.93,84,host-marta-e006,true
lst-strasburg-e007,Cottage on Strasburg Pike - quiet 1BR with porch,Lancaster,USA,entire_home,152.00,25.00,1,1.0,2,4.93,84,host-marta-e007,true
lst-strasburg-e008,Cottage on Strasburg Pike - quiet 1BR with porch,Lancaster,USA,entire_home,152.00,25.00,1,1.0,2,4.93,84,host-marta-e008,true
lst-strasburg-e009,Cottage on Strasburg Pike - quiet 1BR with porch,Lancaster,USA,entire_home,152.00,25.00,1,1.0,2,4.93,84,host-marta-e009,true
lst-strasburg-e010,Cottage on Strasburg Pike - quiet 1BR with porch,Lancaster,USA,entire_home,152.00,25.00,1,1.0,2,4.93,84,host-marta-e010,true
lst-strasburg-e011,Cottage on Strasburg Pike - quiet 1BR with porch,Lancaster,USA,entire_home,152.00,25.00,1,1.0,2,4.93,84,host-marta-e011,true
lst-strasburg-e012,Cottage on Strasburg Pike - quiet 1BR with porch,Lancaster,USA,entire_home,152.00,25.00,1,1.0,2,4.93,84,host-marta-e012,true
lst-strasburg-e013,Cottage on Strasburg Pike - quiet 1BR with porch,Lancaster,USA,entire_home,152.00,25.00,1,1.0,2,4.93,84,host-marta-e013,true
lst-strasburg-e014,Cottage on Strasburg Pike - quiet 1BR with porch,Lancaster,USA,entire_home,152.00,25.00,1,1.0,2,4.93,84,host-marta-e014,true
lst-strasburg-e015,Cottage on Strasburg Pike - quiet 1BR with porch,Lancaster,USA,entire_home,152.00,25.00,1,1.0,2,4.93,84,host-marta-e015,true
lst-strasburg-e016,Cottage on Strasburg Pike - quiet 1BR with porch,Lancaster,USA,entire_home,152.00,25.00,1,1.0,2,4.93,84,host-marta-e016,true
lst-strasburg-e017,Cottage on Strasburg Pike - quiet 1BR with porch,Lancaster,USA,entire_home,152.00,25.00,1,1.0,2,4.93,84,host-marta-e017,true
lst-strasburg-e018,Cottage on Strasburg Pike - quiet 1BR with porch,Lancaster,USA,entire_home,152.00,25.00,1,1.0,2,4.93,84,host-marta-e018,true
lst-strasburg-e019,Cottage on Strasburg Pike - quiet 1BR with porch,Lancaster,USA,entire_home,152.00,25.00,1,1.0,2,4.93,84,host-marta-e019,true
lst-strasburg-e020,Cottage on Strasburg Pike - quiet 1BR with porch,Lancaster,USA,entire_home,152.00,25.00,1,1.0,2,4.93,84,host-marta-e020,true
lst-strasburg-e021,Cottage on Strasburg Pike - quiet 1BR with porch,Lancaster,USA,entire_home,152.00,25.00,1,1.0,2,4.93,84,host-marta-e021,true
lst-strasburg-e022,Cottage on Strasburg Pike - quiet 1BR with porch,Lancaster,USA,entire_home,152.00,25.00,1,1.0,2,4.93,84,host-marta-e022,true
lst-strasburg-e023,Cottage on Strasburg Pike - quiet 1BR with porch,Lancaster,USA,entire_home,152.00,25.00,1,1.0,2,4.93,84,host-marta-e023,true
lst-strasburg-e024,Cottage on Strasburg Pike - quiet 1BR with porch,Lancaster,USA,entire_home,152.00,25.00,1,1.0,2,4.93,84,host-marta-e024,true
lst-strasburg-e025,Cottage on Strasburg Pike - quiet 1BR with porch,Lancaster,USA,entire_home,152.00,25.00,1,1.0,2,4.93,84,host-marta-e025,true
