follower_id,following_id
1000000000000000196,1000000000000000187
10000000000000001105,1000000000000000139
1000000000000000161,1000000000000000190
1000000000000000188,1000000000000000126
1000000000000000008,1000000000000000161
1000000000000000142,1000000000000000161
10000000000000001103,1000000000000000138
10000000000000001117,1000000000000000121
1000000000000000125,10000000000000001103
1000000000000000006,1000000000000000020
1000000000000000192,1000000000000000160
10000000000000001115,1000000000000000156
1000000000000000193,1000000000000000151
1000000000000000004,1000000000000000199
10000000000000001120,1000000000000000014
1000000000000000160,1000000000000000190
1000000000000000121,1000000000000000143
1000000000000000020,1000000000000000168
1000000000000000126,10000000000000001116
1000000000000000192,1000000000000000179
1000000000000000186,1000000000000000016
1000000000000000127,1000000000000000171
1000000000000000154,10000000000000001110
1000000000000000171,1000000000000000008
10000000000000001103,1000000000000000130
1000000000000000121,1000000000000000155
1000000000000000162,1000000000000000123
10000000000000001116,1000000000000000139
1000000000000000131,1000000000000000134
1000000000000000002,1000000000000000146
1000000000000000018,10000000000000001106
1000000000000000167,1000000000000000131
10000000000000001104,1000000000000000133
1000000000000000179,1000000000000000181
1000000000000000138,1000000000000000194
1000000000000000121,1000000000000000156
1000000000000000170,1000000000000000187
1000000000000000195,1000000000000000015
1000000000000000164,1000000000000000010
1000000000000000018,10000000000000001103
10000000000000001101,10000000000000001117
10000000000000001117,1000000000000000196
10000000000000001116,1000000000000000007
1000000000000000135,10000000000000001118
1000000000000000148,10000000000000001102
1000000000000000144,10000000000000001112
10000000000000001114,1000000000000000153
1000000000000000166,10000000000000001100
1000000000000000171,10000000000000001116
1000000000000000188,1000000000000000128
1000000000000000138,10000000000000001111
1000000000000000196,1000000000000000012
1000000000000000014,1000000000000000186
10000000000000001105,1000000000000000195
1000000000000000148,10000000000000001105
1000000000000000196,1000000000000000124
1000000000000000122,1000000000000000126
1000000000000000166,1000000000000000122
10000000000000001110,1000000000000000191
1000000000000000136,1000000000000000198
10000000000000001118,1000000000000000181
1000000000000000139,1000000000000000156
1000000000000000156,1000000000000000129
1000000000000000162,1000000000000000124
1000000000000000127,10000000000000001115
1000000000000000166,1000000000000000168
1000000000000000146,10000000000000001111
1000000000000000172,10000000000000001110
1000000000000000128,10000000000000001108
1000000000000000187,1000000000000000137
1000000000000000127,1000000000000000160
1000000000000000176,1000000000000000163
1000000000000000007,1000000000000000127
1000000000000000196,1000000000000000195
10000000000000001107,1000000000000000150
10000000000000001111,10000000000000001101
1000000000000000186,10000000000000001110
1000000000000000130,1000000000000000177
1000000000000000178,1000000000000000147
1000000000000000179,10000000000000001107
1000000000000000130,1000000000000000187
1000000000000000175,1000000000000000153
1000000000000000146,1000000000000000134
1000000000000000198,1000000000000000131
1000000000000000174,1000000000000000176
10000000000000001115,1000000000000000003
1000000000000000006,10000000000000001120
1000000000000000177,1000000000000000164
1000000000000000006,1000000000000000197
1000000000000000150,1000000000000000136
1000000000000000154,1000000000000000187
1000000000000000138,1000000000000000197
1000000000000000006,1000000000000000186
10000000000000001103,1000000000000000157
1000000000000000187,10000000000000001115
1000000000000000138,10000000000000001101
1000000000000000135,10000000000000001101
1000000000000000181,10000000000000001110
10000000000000001106,1000000000000000130
1000000000000000124,1000000000000000199
1000000000000000150,1000000000000000172
1000000000000000127,1000000000000000137
1000000000000000156,10000000000000001109
1000000000000000196,1000000000000000186
1000000000000000139,1000000000000000187
1000000000000000172,10000000000000001102
10000000000000001117,1000000000000000150
1000000000000000160,1000000000000000164
1000000000000000156,1000000000000000198
1000000000000000148,1000000000000000180
1000000000000000151,1000000000000000147
1000000000000000164,1000000000000000180
