id,author_id,text,created_at,lang,reply_to_tweet_id,like_count,retweet_count,reply_count,quote_count
2000000000000000000,1000000000000000001,Interesting preprint on adaptive enrichment designs in phase III oncology trials â€” the Bayesian borrowing approach for historical controls is handling the heterogeneity better than I expected. Worth watching. #clinicaltrials #biostatistics,2025-12-14T12:07:06+00:00,en,,18,4,3,1
2000000000000000001,1000000000000000001,Wrapped up fall semester at Amberfield. PH 206 students really pushed on the permutation testing material this year â€” good questions about multiple comparison corrections in public health surveillance contexts. Teaching sharpens your own thinking. #publichealth #biostatistics,2025-11-20T15:42:00+00:00,en,,24,6,5,2
2000000000000000002,1000000000000000006,Debugging a nasty pandas merge,2026-05-07T07:28:00Z,en,,373,26,36,11
2000000000000000003,1000000000000000162,Reproducibility matters in science,2026-06-15T15:44:00Z,en,,393,0,43,17
2000000000000000004,10000000000000001111,Weekend hike plans locked in,2026-10-23T15:08:00Z,en,,157,62,31,26
2000000000000000005,1000000000000000015,Weekend hike plans locked in,2026-09-01T08:13:00Z,en,,314,37,5,20
2000000000000000006,10000000000000001108,Just finished a 10k run this morning,2026-07-21T17:19:00Z,en,,383,107,15,26
2000000000000000007,10000000000000001120,"Coffee first, analysis second",2026-09-10T12:12:00Z,en,,177,71,35,4
2000000000000000008,1000000000000000125,The weather in Cambridge is wild today,2026-07-20T07:39:00Z,en,,418,65,10,12
2000000000000000009,1000000000000000020,Watching the sunrise over the Charles,2026-10-02T16:54:00Z,en,,67,27,7,9
2000000000000000010,1000000000000000150,Grateful for a productive week,2026-03-18T20:56:00Z,en,,493,61,28,4
2000000000000000011,10000000000000001106,Just finished a 10k run this morning,2026-08-26T12:40:00Z,en,,157,115,27,1
2000000000000000012,1000000000000000163,The weather in Cambridge is wild today,2026-08-23T18:31:00Z,en,,117,94,39,19
2000000000000000013,1000000000000000012,Reading a great paper on mRNA vaccines,2026-05-08T18:44:00Z,en,,477,6,51,10
2000000000000000014,1000000000000000183,New sprint planning done,2026-01-02T13:04:00Z,en,,369,117,32,0
2000000000000000015,1000000000000000173,"Coffee first, analysis second",2026-08-02T19:09:00Z,en,,351,53,52,10
2000000000000000016,1000000000000000187,"Coffee first, analysis second",2026-09-23T01:44:00Z,en,,283,55,9,23
2000000000000000017,1000000000000000188,The weather in Cambridge is wild today,2026-01-03T09:10:00Z,en,,70,81,16,20
2000000000000000018,1000000000000000196,The weather in Cambridge is wild today,2026-03-18T01:54:00Z,en,,181,48,26,18
2000000000000000019,1000000000000000006,Watching the sunrise over the Charles,2026-02-15T15:28:00Z,en,,237,29,58,24
2000000000000000020,1000000000000000165,New sprint planning done,2026-09-21T07:19:00Z,en,,35,79,40,19
2000000000000000021,1000000000000000003,Just finished a 10k run this morning,2026-02-06T13:27:00Z,en,,473,23,47,4
2000000000000000022,1000000000000000150,"Coffee first, analysis second",2026-01-15T17:12:00Z,en,,39,69,27,27
2000000000000000023,1000000000000000186,Trying a new sourdough recipe,2026-08-13T04:30:00Z,en,,222,57,21,21
2000000000000000024,10000000000000001101,Reproducibility matters in science,2026-08-22T14:00:00Z,en,,164,118,57,5
2000000000000000025,1000000000000000167,New sprint planning done,2026-05-22T10:21:00Z,en,,133,31,2,2
