id,page_id,name,prefix
40001,20001,status,global
40006,20002,status,global
40007,20002,weekly,global
40011,20003,status,global
40016,20004,status,global
40017,20004,weekly,global
40021,20005,status,global
40026,20006,status,global
40027,20006,weekly,global
40031,20007,status,global
40036,20008,status,global
40037,20008,weekly,global
lbl0100,20119,security,global
lbl0101,20107,ops,global
lbl0102,20167,standards,global
lbl0103,20157,architecture,global
lbl0104,20188,api,global
lbl0105,20008,standards,global
lbl0106,20110,review,global
lbl0107,20121,release,global
lbl0108,20113,roadmap,global
lbl0109,20005,eng,global
lbl0110,20179,eng,global
lbl0111,20111,capacity,global
lbl0112,20117,archived,global
lbl0113,20110,runbook,global
lbl0114,20142,review,global
lbl0115,20105,windb,global
lbl0116,20126,deployment,global
lbl0117,20152,roadmap,global
lbl0118,20165,roadmap,global
lbl0119,20114,testing,global
lbl0120,20008,windb,global
lbl0121,20008,ops,global
lbl0122,20177,runbook,global
lbl0123,20129,eng,global
lbl0124,20195,security,global
lbl0125,20116,postmortem,global
lbl0126,20158,postmortem,global
lbl0127,20178,backup,global
lbl0128,20116,deployment,global
lbl0129,20142,eng,global
lbl0130,20104,capacity,global
lbl0131,20173,archived,global
lbl0132,20111,architecture,global
lbl0133,20196,retro,global
lbl0134,20138,draft,global
lbl0135,20140,windb,global
lbl0136,20110,security,global
lbl0137,20165,review,global
lbl0138,20168,backup,global
lbl0139,20183,postmortem,global
lbl0140,20152,roadmap,global
lbl0141,20005,onboarding,global
lbl0142,20171,review,global
lbl0143,20115,postmortem,global
lbl0144,20169,onboarding,global
lbl0145,20110,postmortem,global
lbl0146,20190,security,global
lbl0147,20143,backup,global
lbl0148,20100,release,global
lbl0149,20151,deployment,global
lbl0150,20100,retro,global
lbl0151,20130,onboarding,global
lbl0152,20195,security,global
lbl0153,20199,postmortem,global
lbl0154,20143,windb,global
lbl0155,20173,eng,global
lbl0156,20163,standards,global
lbl0157,20116,ops,global
lbl0158,20152,retro,global
lbl0159,20112,architecture,global
lbl0160,20003,windb,global
lbl0161,20193,api,global
lbl0162,20168,standards,global
lbl0163,20188,eng,global
lbl0164,20196,architecture,global
lbl0165,20188,testing,global
lbl0166,20188,standards,global
lbl0167,20103,draft,global
lbl0168,20003,review,global
lbl0169,20103,api,global
lbl0170,20195,runbook,global
lbl0171,20166,draft,global
lbl0172,20128,roadmap,global
lbl0173,20146,capacity,global
lbl0174,20112,ops,global
lbl0175,20189,roadmap,global
lbl0176,20193,api,global
lbl0177,20148,standards,global
lbl0178,20172,runbook,global
lbl0179,20133,retro,global
lbl0180,20147,architecture,global
lbl0181,20114,standards,global
lbl0182,20193,postmortem,global
lbl0183,20186,roadmap,global
lbl0184,20110,api,global
lbl0185,20169,capacity,global
lbl0186,20155,draft,global
lbl0187,20119,review,global
lbl0188,20104,onboarding,global
lbl0189,20001,api,global
lbl0190,20175,standards,global
lbl0191,20153,architecture,global
lbl0192,20124,deployment,global
lbl0193,20160,testing,global
lbl0194,20175,windb,global
lbl0195,20106,runbook,global
lbl0196,20154,security,global
lbl0197,20179,ops,global
lbl0198,20182,security,global
lbl0199,20195,postmortem,global
