tableId,id,name,type
tbl_001,fld_001,carrier_name,singleLineText
tbl_001,fld_002,mc_number,singleLineText
tbl_001,fld_003,insurance_status,singleSelect
tbl_001,fld_004,insurance_expiry,date
tbl_001,fld_005,last_compliance_check,date
tbl_001,fld_006,lanes,multipleSelects
tbl_002,fld_010,applicant_name,singleLineText
tbl_002,fld_011,email,email
tbl_002,fld_012,company,singleLineText
tbl_002,fld_013,status,singleSelect
tbl_003,fld_020,load_id,singleLineText
tbl_003,fld_021,client,singleLineText
tbl_003,fld_022,carrier,singleLineText
tbl_003,fld_023,rate_per_mile,number
tbl_003,fld_024,status,singleSelect
tbl_003,fld_025,assigned_to,singleLineText
