id,name,type,messages_total,messages_unread,threads_total,threads_unread
Label_INBOX,INBOX,system,5,3,5,3
Label_SENT,SENT,system,0,0,0,0
Label_DRAFT,DRAFT,system,0,0,0,0
Label_Suppliers,Suppliers,user,0,0,0,0
Label_Clients,Clients,user,0,0,0,0
Label_Insurance,Insurance,user,0,0,0,0
Label_Apprentices,Apprentices,user,0,0,0,0
Label_Ic2cd,Kapoor backflow test,user,0,0,3,0
Label_If475,Wessel tankless conversion,system,1,1,3,3
Label_I85da,Reilly bath remodel,system,1,3,4,2
Label_I44d8,Henderson shower valve replace,user,1,2,3,3
Label_I3785,Ferreira boiler service,user,3,3,0,1
Label_I8d45,Marquez sump pump install,user,2,0,3,1
Label_I7e53,Hayashi gas line install,system,2,2,0,1
Label_Ic3e6,Gagnon sewer line replacement,user,4,1,1,1
Label_I4994,Almeida bath remodel,system,1,2,1,1
Label_I26cf,Henderson fixture install,user,5,3,3,2
Label_I1db6,Adler sewer line replacement,user,0,1,3,2
Label_Id69f,Boucher drain cleaning,user,3,3,5,2
Label_I6f2b,Marino sewer line replacement,system,1,2,3,0
Label_I58cf,Correia fixture install,system,3,2,2,0
Label_I29bd,Bianchi radiant floor loop,system,4,2,3,2
Label_Ib418,Reilly basement finish,system,4,1,1,0
Label_I40e7,Marino radiant floor loop,user,2,0,3,0
Label_If60a,Flynn boiler service,user,1,1,3,1
Label_I4bf9,Flynn half bath addition,user,1,1,1,0
Label_I6acb,Greco radiant floor loop,system,3,2,4,0
Label_Ic9f4,Horvath basement finish,system,1,2,4,2
Label_I5f63,Kowalski shower valve replace,system,3,1,1,0
Label_I034d,Brennan sewer line replacement,system,1,2,3,1
Label_I8a00,Hayashi kitchen remodel,system,0,2,3,1
Label_I25c7,Reilly shower valve replace,system,3,3,3,2
Label_I4bfa,Fontaine dishwasher hookup,user,0,1,1,3
Label_If018,Greco basement finish,user,2,2,3,2
Label_If9a8,Hayashi sewer line replacement,user,1,0,3,3
Label_Ie4c7,Owen radiant floor loop,user,1,1,2,2
Label_Ie1e6,Volpicelli bath remodel,user,2,2,1,1
Label_I13dc,Murphy dishwasher hookup,user,1,2,1,1
Label_I15c0,Almeida well pump service,user,5,2,5,2
Label_I1992,Gagnon bath remodel,system,4,2,0,1
Label_If29b,Reilly gas line install,user,1,0,1,2
Label_I07ae,Marquez dishwasher hookup,system,5,2,0,0
Label_I1275,Esposito boiler service,system,4,0,3,3
Label_I7e2a,Gallo tankless conversion,user,4,1,3,1
Label_I25e5,Murphy boiler service,user,3,1,5,1
Label_I8d94,Pacheco well pump service,user,0,2,2,1
Label_I73c1,Horvath tankless conversion,user,1,3,4,0
Label_I6264,Kapoor half bath addition,system,4,2,0,1
Label_I3f9d,Gagnon water heater replacement,system,1,2,5,1
Label_Iac00,Henderson basement finish,system,4,1,4,2
Label_Id3f6,Gallo drain cleaning,system,3,3,1,2
Label_Icda7,Reilly well pump service,system,5,0,0,2
Label_I9100,OLeary well pump service,system,2,2,4,1
Label_Ice2e,Bianchi well pump service,system,4,1,4,3
Label_Idefd,Bianchi basement finish,user,3,2,4,0
Label_I3df3,Flynn shower valve replace,user,2,3,3,2
Label_I65f7,Correia outdoor spigot,user,2,3,3,0
Label_Ia64b,Nash kitchen remodel,user,2,1,3,2
Label_I53e0,Marino boiler service,user,1,3,5,1
Label_I20db,Patel radiant floor loop,user,4,3,3,3
Label_I93fb,Marino gas line install,system,1,3,2,1
Label_Ic8ff,Patel sewer line replacement,user,2,0,4,1
Label_I7635,Sullivan half bath addition,user,4,0,5,2
Label_Iaf0a,Ferreira well pump service,user,1,2,3,1
Label_I6809,Murphy tankless conversion,user,1,3,5,1
Label_I208c,Boucher fixture install,user,4,0,3,1
Label_I8ecf,Chen boiler service,user,1,2,3,1
Label_Ia1fe,Donovan kitchen remodel,user,5,1,2,0
Label_I81e9,Reilly drain cleaning,system,2,1,1,1
Label_I8120,Murphy basement finish,user,0,2,2,0
Label_I8070,Reilly water heater replacement,user,1,2,5,2
Label_I575e,Chen shower valve replace,system,3,1,0,0
Label_If32d,Sullivan kitchen remodel,system,1,2,4,0
Label_If4fd,OLeary sump pump install,user,3,1,5,1
Label_I929d,DeLuca basement finish,user,1,1,2,3
Label_Ib2cc,Coletti boiler service,user,4,0,2,3
Label_I003d,Ferrari copper repipe,system,3,1,3,1
Label_Ie1f5,Sullivan radiant floor loop,system,4,1,4,2
Label_I7242,Owen kitchen remodel,user,3,2,2,1
Label_Ia7f8,Cabral fixture install,user,4,3,1,3
Label_I71b1,Novak shower valve replace,user,1,0,3,3
Label_I994b,Silva outdoor spigot,system,0,2,2,1
Label_Ic99e,Reilly basement finish,user,0,1,0,1
