object_id,rate,shipment,status,tracking_number,tracking_status,carrier,label_url,created_time
txn-0001,rate-0001,ship-0001,SUCCESS,94001112025558000100,DELIVERED,UPS,https://shippo.example/labels/txn-0001.pdf,2026-01-05T00:05:00Z
txn-0002,rate-0002,ship-0002,SUCCESS,94001112025558000101,DELIVERED,USPS,https://shippo.example/labels/txn-0002.pdf,2026-01-07T00:05:00Z
txn-0003,rate-0003,ship-0003,SUCCESS,94001112025558000102,DELIVERED,USPS,https://shippo.example/labels/txn-0003.pdf,2026-01-09T00:05:00Z
txn-0004,rate-0004,ship-0004,SUCCESS,94001112025558000103,DELIVERED,UPS,https://shippo.example/labels/txn-0004.pdf,2026-01-11T00:05:00Z
txn-0005,rate-0005,ship-0005,SUCCESS,94001112025558000104,DELIVERED,FedEx,https://shippo.example/labels/txn-0005.pdf,2026-01-13T00:05:00Z
txn-0006,rate-0006,ship-0006,SUCCESS,94001112025558000105,DELIVERED,USPS,https://shippo.example/labels/txn-0006.pdf,2026-01-15T00:05:00Z
txn-0007,rate-0007,ship-0007,SUCCESS,94001112025558000106,DELIVERED,FedEx,https://shippo.example/labels/txn-0007.pdf,2026-01-17T00:05:00Z
txn-0008,rate-0008,ship-0008,SUCCESS,94001112025558000107,DELIVERED,USPS,https://shippo.example/labels/txn-0008.pdf,2026-01-19T00:05:00Z
txn-0009,rate-0009,ship-0009,SUCCESS,94001112025558000108,DELIVERED,UPS,https://shippo.example/labels/txn-0009.pdf,2026-01-21T00:05:00Z
txn-0010,rate-0010,ship-0010,SUCCESS,94001112025558000109,DELIVERED,FedEx,https://shippo.example/labels/txn-0010.pdf,2026-01-23T00:05:00Z
txn-0011,rate-0011,ship-0011,SUCCESS,94001112025558000110,DELIVERED,UPS,https://shippo.example/labels/txn-0011.pdf,2026-01-25T00:05:00Z
txn-0012,rate-0012,ship-0012,SUCCESS,94001112025558000111,DELIVERED,USPS,https://shippo.example/labels/txn-0012.pdf,2026-01-27T00:05:00Z
txn-0013,rate-0013,ship-0013,SUCCESS,94001112025558000112,DELIVERED,UPS,https://shippo.example/labels/txn-0013.pdf,2026-01-29T00:05:00Z
txn-0014,rate-0014,ship-0014,SUCCESS,94001112025558000113,DELIVERED,FedEx,https://shippo.example/labels/txn-0014.pdf,2026-01-31T00:05:00Z
txn-0015,rate-0015,ship-0015,SUCCESS,94001112025558000114,DELIVERED,UPS,https://shippo.example/labels/txn-0015.pdf,2026-02-02T00:05:00Z
txn-0016,rate-0016,ship-0016,SUCCESS,94001112025558000115,DELIVERED,USPS,https://shippo.example/labels/txn-0016.pdf,2026-02-04T00:05:00Z
txn-0017,rate-0017,ship-0017,SUCCESS,94001112025558000116,DELIVERED,UPS,https://shippo.example/labels/txn-0017.pdf,2026-02-06T00:05:00Z
txn-0018,rate-0018,ship-0018,SUCCESS,94001112025558000117,DELIVERED,UPS,https://shippo.example/labels/txn-0018.pdf,2026-02-08T00:05:00Z
txn-0019,rate-0019,ship-0019,SUCCESS,94001112025558000118,DELIVERED,UPS,https://shippo.example/labels/txn-0019.pdf,2026-02-10T00:05:00Z
txn-0020,rate-0020,ship-0020,SUCCESS,94001112025558000119,DELIVERED,FedEx,https://shippo.example/labels/txn-0020.pdf,2026-02-12T00:05:00Z
txn-0021,rate-0021,ship-0021,SUCCESS,94001112025558000120,DELIVERED,UPS,https://shippo.example/labels/txn-0021.pdf,2026-02-14T00:05:00Z
txn-0022,rate-0022,ship-0022,SUCCESS,94001112025558000121,DELIVERED,FedEx,https://shippo.example/labels/txn-0022.pdf,2026-02-16T00:05:00Z
txn-0023,rate-0023,ship-0023,SUCCESS,94001112025558000122,DELIVERED,FedEx,https://shippo.example/labels/txn-0023.pdf,2026-02-18T00:05:00Z
txn-0024,rate-0024,ship-0024,SUCCESS,94001112025558000123,DELIVERED,USPS,https://shippo.example/labels/txn-0024.pdf,2026-02-20T00:05:00Z
txn-0025,rate-0025,ship-0025,SUCCESS,94001112025558000124,DELIVERED,UPS,https://shippo.example/labels/txn-0025.pdf,2026-02-22T00:05:00Z
txn-0026,rate-0026,ship-0026,SUCCESS,94001112025558000125,DELIVERED,UPS,https://shippo.example/labels/txn-0026.pdf,2026-02-24T00:05:00Z
txn-0027,rate-0027,ship-0027,SUCCESS,94001112025558000126,DELIVERED,USPS,https://shippo.example/labels/txn-0027.pdf,2026-02-26T00:05:00Z
txn-0028,rate-0028,ship-0028,SUCCESS,94001112025558000127,DELIVERED,UPS,https://shippo.example/labels/txn-0028.pdf,2026-02-28T00:05:00Z
txn-0029,rate-0029,ship-0029,SUCCESS,94001112025558000128,DELIVERED,UPS,https://shippo.example/labels/txn-0029.pdf,2026-03-02T00:05:00Z
txn-0030,rate-0030,ship-0030,SUCCESS,94001112025558000129,DELIVERED,UPS,https://shippo.example/labels/txn-0030.pdf,2026-03-04T00:05:00Z
txn-0031,rate-0031,ship-0031,SUCCESS,94001112025558000130,DELIVERED,USPS,https://shippo.example/labels/txn-0031.pdf,2026-03-06T00:05:00Z
txn-0032,rate-0032,ship-0032,SUCCESS,94001112025558000131,DELIVERED,FedEx,https://shippo.example/labels/txn-0032.pdf,2026-03-08T00:05:00Z
txn-0033,rate-0033,ship-0033,SUCCESS,94001112025558000132,DELIVERED,UPS,https://shippo.example/labels/txn-0033.pdf,2026-03-10T00:05:00Z
txn-0034,rate-0034,ship-0034,SUCCESS,94001112025558000133,DELIVERED,FedEx,https://shippo.example/labels/txn-0034.pdf,2026-03-12T00:05:00Z
txn-0035,rate-0035,ship-0035,SUCCESS,94001112025558000134,DELIVERED,FedEx,https://shippo.example/labels/txn-0035.pdf,2026-03-14T00:05:00Z
txn-0036,rate-0036,ship-0036,SUCCESS,94001112025558000135,DELIVERED,USPS,https://shippo.example/labels/txn-0036.pdf,2026-03-16T00:05:00Z
txn-0037,rate-0037,ship-0037,SUCCESS,94001112025558000136,DELIVERED,FedEx,https://shippo.example/labels/txn-0037.pdf,2026-03-18T00:05:00Z
txn-0038,rate-0038,ship-0038,SUCCESS,94001112025558000137,DELIVERED,UPS,https://shippo.example/labels/txn-0038.pdf,2026-03-20T00:05:00Z
txn-0039,rate-0039,ship-0039,SUCCESS,94001112025558000138,DELIVERED,USPS,https://shippo.example/labels/txn-0039.pdf,2026-03-22T00:05:00Z
txn-0040,rate-0040,ship-0040,SUCCESS,94001112025558000139,DELIVERED,FedEx,https://shippo.example/labels/txn-0040.pdf,2026-03-24T00:05:00Z
txn-0041,rate-0041,ship-0041,SUCCESS,94001112025558000140,DELIVERED,USPS,https://shippo.example/labels/txn-0041.pdf,2026-03-26T00:05:00Z
txn-0042,rate-0042,ship-0042,SUCCESS,94001112025558000141,DELIVERED,UPS,https://shippo.example/labels/txn-0042.pdf,2026-03-28T00:05:00Z
txn-0043,rate-0043,ship-0043,SUCCESS,94001112025558000142,DELIVERED,UPS,https://shippo.example/labels/txn-0043.pdf,2026-03-30T00:05:00Z
txn-0044,rate-0044,ship-0044,SUCCESS,94001112025558000143,DELIVERED,USPS,https://shippo.example/labels/txn-0044.pdf,2026-04-01T00:05:00Z
txn-0045,rate-0045,ship-0045,SUCCESS,94001112025558000144,DELIVERED,FedEx,https://shippo.example/labels/txn-0045.pdf,2026-04-03T00:05:00Z
txn-0046,rate-0046,ship-0046,SUCCESS,94001112025558000145,DELIVERED,UPS,https://shippo.example/labels/txn-0046.pdf,2026-04-05T00:05:00Z
