album_id,name,artist_id,album_type,release_date,total_tracks,label
alb_isbell_2020,Reunions,art_isbell,album,2020-05-15,10,Southeastern Records
alb_stapleton_2017,From A Room Vol 1,art_stapleton,album,2017-05-05,9,Mercury Nashville
alb_bon_iver_2011,Bon Iver Bon Iver,art_bon_iver,album,2011-06-17,10,Jagjaguwar
alb_hymns_traditional,Traditional Episcopal Hymns,art_gospel_traditional,album,2018-01-01,20,Church Music Publishing
alb_101,Reference Album 1,art_101,album,2025-08-15,14,Reference Label
alb_102,Reference Album 2,art_102,album,2023-06-15,10,Reference Label
alb_103,Reference Album 3,art_103,album,2025-03-15,13,Reference Label
alb_104,Reference Album 4,art_104,album,2023-09-15,11,Reference Label
alb_105,Reference Album 5,art_105,album,2021-11-15,14,Reference Label
alb_106,Reference Album 6,art_106,album,2015-04-15,14,Reference Label
alb_107,Reference Album 7,art_107,album,2025-09-15,12,Reference Label
alb_108,Reference Album 8,art_108,album,2017-02-15,12,Reference Label
alb_109,Reference Album 9,art_109,album,2021-06-15,14,Reference Label
alb_110,Reference Album 10,art_110,album,2020-07-15,13,Reference Label
alb_111,Reference Album 11,art_111,album,2021-02-15,13,Reference Label
alb_112,Reference Album 12,art_112,album,2022-09-15,12,Reference Label
alb_113,Reference Album 13,art_113,album,2024-07-15,14,Reference Label
alb_114,Reference Album 14,art_114,album,2021-10-15,9,Reference Label
alb_115,Reference Album 15,art_115,album,2024-07-15,13,Reference Label
alb_116,Reference Album 16,art_116,album,2016-05-15,14,Reference Label
alb_117,Reference Album 17,art_117,album,2022-04-15,10,Reference Label
alb_118,Reference Album 18,art_118,album,2023-01-15,13,Reference Label
alb_119,Reference Album 19,art_119,album,2021-09-15,14,Reference Label
alb_120,Reference Album 20,art_120,album,2023-01-15,11,Reference Label
alb_121,Reference Album 21,art_121,album,2018-01-15,13,Reference Label
alb_122,Reference Album 22,art_122,album,2023-08-15,11,Reference Label
alb_123,Reference Album 23,art_123,album,2020-01-15,11,Reference Label
alb_124,Reference Album 24,art_124,album,2025-04-15,8,Reference Label
alb_125,Reference Album 25,art_125,album,2020-08-15,14,Reference Label
alb_126,Reference Album 26,art_126,album,2021-02-15,9,Reference Label
alb_127,Reference Album 27,art_127,album,2017-08-15,10,Reference Label
alb_128,Reference Album 28,art_128,album,2017-05-15,14,Reference Label
alb_129,Reference Album 29,art_129,album,2018-05-15,9,Reference Label
alb_130,Reference Album 30,art_130,album,2023-11-15,10,Reference Label
alb_131,Reference Album 31,art_131,album,2017-11-15,10,Reference Label
alb_132,Reference Album 32,art_132,album,2025-08-15,10,Reference Label
alb_133,Reference Album 33,art_133,album,2024-03-15,8,Reference Label
alb_134,Reference Album 34,art_134,album,2018-06-15,13,Reference Label
alb_135,Reference Album 35,art_135,album,2019-08-15,9,Reference Label
alb_136,Reference Album 36,art_136,album,2019-08-15,14,Reference Label
alb_137,Reference Album 37,art_137,album,2023-01-15,11,Reference Label
