number,repo,head_branch,base_branch,merged,mergeable,draft,review_state,additions,deletions,changed_files,checks_status
147,exhibits,hotfix/kiosk-audio-buffer,main,false,true,false,REVIEW_REQUIRED,84,12,3,success
101,exhibits,feat/oh-station-schema,main,true,true,false,APPROVED,412,0,9,success
108,exhibits,feat/kiosk-heartbeat,main,true,true,false,APPROVED,220,18,6,success
115,exhibits,fix/service-worker-cache-invalidation,main,true,true,false,APPROVED,92,14,2,success
122,exhibits,feat/donor-wall,main,true,true,false,APPROVED,540,32,11,success
129,exhibits,fix/contentful-cdn-timeout,main,true,true,false,APPROVED,28,4,1,success
135,exhibits,feat/captions-pass,main,true,true,false,APPROVED,310,8,4,success
139,exhibits,fix/touch-debounce,main,true,true,false,APPROVED,64,6,2,success
142,exhibits,feat/preview-readout-queue,main,true,true,false,APPROVED,198,22,5,success
144,exhibits,feat/runbook-page,main,true,true,false,APPROVED,156,4,3,success
145,exhibits,fix/webgl-context-loss-station-5,main,false,true,false,REVIEW_REQUIRED,76,8,2,success
146,exhibits,feat/station-8-content-stub,main,false,false,true,REVIEW_REQUIRED,12,0,1,pending
148,exhibits,fix/service-worker-cold-start-station-2,main,false,true,false,REVIEW_REQUIRED,52,6,2,success
149,exhibits,feat/captions-stations-5-7,main,false,true,false,REVIEW_REQUIRED,220,4,5,success
150,exhibits,fix/donor-wall-search-latency,main,false,true,true,REVIEW_REQUIRED,180,12,4,success
62,kiosk-pwa,feat/heartbeat-emit-cadence,main,true,true,false,APPROVED,88,2,1,success
63,kiosk-pwa,fix/cold-start-manifest-path,main,true,true,false,APPROVED,34,6,1,success
64,kiosk-pwa,feat/audio-decoder-buffer-events,main,false,true,false,REVIEW_REQUIRED,72,4,2,success
65,kiosk-pwa,fix/installable-pwa-manifest-station-2,main,false,true,false,REVIEW_REQUIRED,22,4,1,success
24,labels-cms-bindings,feat/airtable-contentful-sync,main,true,true,false,APPROVED,162,18,4,success
25,labels-cms-bindings,fix/canonical-id-validator,main,true,true,false,APPROVED,54,12,2,success
26,labels-cms-bindings,feat/label-status-mirror,main,false,true,false,REVIEW_REQUIRED,108,6,3,success
88,digitization-tools,feat/reel-batch-ingest-symlinks,main,true,true,false,APPROVED,128,6,3,success
89,digitization-tools,fix/metadata-schema-roundtrip,main,true,true,false,APPROVED,54,8,2,success
90,digitization-tools,feat/storage-backed-search-index,main,false,true,false,REVIEW_REQUIRED,320,14,8,success
