account_id,code,name,type,tax_type,status,description,enable_payments_to_account
a000000000000000000000000000000000001,200,Sales,ASSET,NONE,ACTIVE,Family bookkeeping ledger account,false
a000000000000000000000000000000000002,201,Other Revenue,ASSET,NONE,ACTIVE,Family bookkeeping ledger account,false
a000000000000000000000000000000000003,202,Consulting Income,REVENUE,INPUT,ACTIVE,Family bookkeeping ledger account,false
a000000000000000000000000000000000004,203,Office Expenses,ASSET,OUTPUT,ACTIVE,Family bookkeeping ledger account,false
a000000000000000000000000000000000005,204,Travel,EXPENSE,INPUT,ACTIVE,Family bookkeeping ledger account,false
a000000000000000000000000000000000006,205,Subcontractors,REVENUE,NONE,ACTIVE,Family bookkeeping ledger account,false
a000000000000000000000000000000000007,206,Software,ASSET,INPUT,ACTIVE,Family bookkeeping ledger account,false
a000000000000000000000000000000000008,207,Insurance,REVENUE,INPUT,ACTIVE,Family bookkeeping ledger account,false
a000000000000000000000000000000000009,208,Bank Fees,REVENUE,OUTPUT,ACTIVE,Family bookkeeping ledger account,false
a000000000000000000000000000000000010,209,Equipment,ASSET,NONE,ACTIVE,Family bookkeeping ledger account,false
a000000000000000000000000000000000011,210,GL Account 110,EXPENSE,OUTPUT,ACTIVE,Family bookkeeping ledger account,false
a000000000000000000000000000000000012,211,GL Account 111,ASSET,INPUT,ACTIVE,Family bookkeeping ledger account,false
a000000000000000000000000000000000013,212,GL Account 112,ASSET,OUTPUT,ACTIVE,Family bookkeeping ledger account,false
a000000000000000000000000000000000014,213,GL Account 113,EXPENSE,OUTPUT,ACTIVE,Family bookkeeping ledger account,false
a000000000000000000000000000000000015,214,GL Account 114,EXPENSE,INPUT,ACTIVE,Family bookkeeping ledger account,false
a000000000000000000000000000000000016,215,GL Account 115,ASSET,INPUT,ACTIVE,Family bookkeeping ledger account,false
a000000000000000000000000000000000017,216,GL Account 116,ASSET,NONE,ACTIVE,Family bookkeeping ledger account,false
a000000000000000000000000000000000018,217,GL Account 117,ASSET,INPUT,ACTIVE,Family bookkeeping ledger account,false
a000000000000000000000000000000000019,218,GL Account 118,ASSET,NONE,ACTIVE,Family bookkeeping ledger account,false
a000000000000000000000000000000000020,219,GL Account 119,ASSET,INPUT,ACTIVE,Family bookkeeping ledger account,false
a000000000000000000000000000000000021,220,GL Account 120,REVENUE,NONE,ACTIVE,Family bookkeeping ledger account,false
a000000000000000000000000000000000022,221,GL Account 121,EXPENSE,OUTPUT,ACTIVE,Family bookkeeping ledger account,false
a000000000000000000000000000000000023,222,GL Account 122,REVENUE,INPUT,ACTIVE,Family bookkeeping ledger account,false
a000000000000000000000000000000000024,223,GL Account 123,EXPENSE,NONE,ACTIVE,Family bookkeeping ledger account,false
a000000000000000000000000000000000025,224,GL Account 124,REVENUE,OUTPUT,ACTIVE,Family bookkeeping ledger account,false
a000000000000000000000000000000000026,225,GL Account 125,EXPENSE,INPUT,ACTIVE,Family bookkeeping ledger account,false
a000000000000000000000000000000000027,226,GL Account 126,ASSET,OUTPUT,ACTIVE,Family bookkeeping ledger account,false
a000000000000000000000000000000000028,227,GL Account 127,REVENUE,INPUT,ACTIVE,Family bookkeeping ledger account,false
a000000000000000000000000000000000029,228,GL Account 128,ASSET,INPUT,ACTIVE,Family bookkeeping ledger account,false
a000000000000000000000000000000000030,229,GL Account 129,EXPENSE,OUTPUT,ACTIVE,Family bookkeeping ledger account,false
a000000000000000000000000000000000031,230,GL Account 130,ASSET,NONE,ACTIVE,Family bookkeeping ledger account,false
a000000000000000000000000000000000032,231,GL Account 131,EXPENSE,OUTPUT,ACTIVE,Family bookkeeping ledger account,false
a000000000000000000000000000000000033,232,GL Account 132,EXPENSE,INPUT,ACTIVE,Family bookkeeping ledger account,false
a000000000000000000000000000000000034,233,GL Account 133,REVENUE,OUTPUT,ACTIVE,Family bookkeeping ledger account,false
a000000000000000000000000000000000035,234,GL Account 134,ASSET,OUTPUT,ACTIVE,Family bookkeeping ledger account,false
a000000000000000000000000000000000036,235,GL Account 135,ASSET,NONE,ACTIVE,Family bookkeeping ledger account,false
a000000000000000000000000000000000037,236,GL Account 136,REVENUE,NONE,ACTIVE,Family bookkeeping ledger account,false
a000000000000000000000000000000000038,237,GL Account 137,ASSET,NONE,ACTIVE,Family bookkeeping ledger account,false
a000000000000000000000000000000000039,238,GL Account 138,ASSET,OUTPUT,ACTIVE,Family bookkeeping ledger account,false
a000000000000000000000000000000000040,239,GL Account 139,EXPENSE,NONE,ACTIVE,Family bookkeeping ledger account,false
a000000000000000000000000000000000041,240,GL Account 140,REVENUE,NONE,ACTIVE,Family bookkeeping ledger account,false
a000000000000000000000000000000000042,241,GL Account 141,EXPENSE,NONE,ACTIVE,Family bookkeeping ledger account,false
