campaign_id,emails_sent,opens_total,unique_opens,open_rate,clicks_total,unique_clicks,click_rate,unsubscribed,bounces
mailchimp_reports_1000,user0@mailchimp.example,3279,unique_opens_0,open_rate_0,1736,unique_clicks_0,click_rate_0,unsubscribed_0,bounces_0
mailchimp_reports_1001,user1@mailchimp.example,2192,unique_opens_1,open_rate_1,1716,unique_clicks_1,click_rate_1,unsubscribed_1,bounces_1
mailchimp_reports_1002,user2@mailchimp.example,4471,unique_opens_2,open_rate_2,3791,unique_clicks_2,click_rate_2,unsubscribed_2,bounces_2
mailchimp_reports_1003,user3@mailchimp.example,4609,unique_opens_3,open_rate_3,576,unique_clicks_3,click_rate_3,unsubscribed_3,bounces_3
mailchimp_reports_1004,user4@mailchimp.example,682,unique_opens_4,open_rate_4,1976,unique_clicks_4,click_rate_4,unsubscribed_4,bounces_4
mailchimp_reports_1005,user5@mailchimp.example,1718,unique_opens_5,open_rate_5,933,unique_clicks_5,click_rate_5,unsubscribed_5,bounces_5
mailchimp_reports_1006,user6@mailchimp.example,1608,unique_opens_6,open_rate_6,3901,unique_clicks_6,click_rate_6,unsubscribed_6,bounces_6
mailchimp_reports_1007,user7@mailchimp.example,3458,unique_opens_7,open_rate_7,3896,unique_clicks_7,click_rate_7,unsubscribed_7,bounces_7
mailchimp_reports_1008,user8@mailchimp.example,3060,unique_opens_8,open_rate_8,4972,unique_clicks_8,click_rate_8,unsubscribed_8,bounces_8
mailchimp_reports_1009,user9@mailchimp.example,1476,unique_opens_9,open_rate_9,955,unique_clicks_9,click_rate_9,unsubscribed_9,bounces_9
mailchimp_reports_1010,user10@mailchimp.example,3370,unique_opens_10,open_rate_10,3468,unique_clicks_10,click_rate_10,unsubscribed_10,bounces_10
mailchimp_reports_1011,user11@mailchimp.example,2952,unique_opens_11,open_rate_11,1682,unique_clicks_11,click_rate_11,unsubscribed_11,bounces_11
mailchimp_reports_1012,user12@mailchimp.example,3882,unique_opens_12,open_rate_12,2567,unique_clicks_12,click_rate_12,unsubscribed_12,bounces_12
mailchimp_reports_1013,user13@mailchimp.example,3371,unique_opens_13,open_rate_13,1256,unique_clicks_13,click_rate_13,unsubscribed_13,bounces_13
mailchimp_reports_1014,user14@mailchimp.example,2842,unique_opens_14,open_rate_14,2482,unique_clicks_14,click_rate_14,unsubscribed_14,bounces_14
mailchimp_reports_1015,user15@mailchimp.example,3664,unique_opens_15,open_rate_15,236,unique_clicks_15,click_rate_15,unsubscribed_15,bounces_15
mailchimp_reports_1016,user16@mailchimp.example,4771,unique_opens_16,open_rate_16,1258,unique_clicks_16,click_rate_16,unsubscribed_16,bounces_16
mailchimp_reports_1017,user17@mailchimp.example,3948,unique_opens_17,open_rate_17,1266,unique_clicks_17,click_rate_17,unsubscribed_17,bounces_17
mailchimp_reports_1018,user18@mailchimp.example,1973,unique_opens_18,open_rate_18,4961,unique_clicks_18,click_rate_18,unsubscribed_18,bounces_18
mailchimp_reports_1019,user19@mailchimp.example,4389,unique_opens_19,open_rate_19,774,unique_clicks_19,click_rate_19,unsubscribed_19,bounces_19
mailchimp_reports_1020,user20@mailchimp.example,4909,unique_opens_20,open_rate_20,3503,unique_clicks_20,click_rate_20,unsubscribed_20,bounces_20
mailchimp_reports_1021,user21@mailchimp.example,1841,unique_opens_21,open_rate_21,3495,unique_clicks_21,click_rate_21,unsubscribed_21,bounces_21
mailchimp_reports_1022,user22@mailchimp.example,126,unique_opens_22,open_rate_22,1984,unique_clicks_22,click_rate_22,unsubscribed_22,bounces_22
mailchimp_reports_1023,user23@mailchimp.example,4789,unique_opens_23,open_rate_23,2668,unique_clicks_23,click_rate_23,unsubscribed_23,bounces_23
mailchimp_reports_1024,user24@mailchimp.example,279,unique_opens_24,open_rate_24,4484,unique_clicks_24,click_rate_24,unsubscribed_24,bounces_24
mailchimp_reports_1025,user25@mailchimp.example,920,unique_opens_25,open_rate_25,3348,unique_clicks_25,click_rate_25,unsubscribed_25,bounces_25
mailchimp_reports_1026,user26@mailchimp.example,886,unique_opens_26,open_rate_26,1846,unique_clicks_26,click_rate_26,unsubscribed_26,bounces_26
