media_id,impressions,reach,engagement,saves,shares,profile_visits,follows
17900001,3120,2450,226,18,12,84,6
17900002,2680,2110,194,14,8,62,4
17900003,2340,1890,152,11,6,71,7
17900004,5820,4380,440,52,38,168,22
17900005,2410,1920,173,9,7,54,3
17900006,4260,3210,246,22,19,142,14
17900007,4920,3720,343,41,28,131,11
17900008,3980,3050,311,28,16,98,9
17900009,2730,2160,204,13,10,68,5
17900010,6480,4820,410,58,42,204,28
17900011,2150,1780,156,8,5,49,3
17900012,7210,5380,481,72,58,238,34
17910001,3120,2450,226,18,12,84,6
17910002,2680,2110,194,14,8,62,4
17910003,2340,1890,152,11,6,71,7
17910004,5820,4380,440,52,38,168,22
17910005,2410,1920,173,9,7,54,3
17910006,4260,3210,246,22,19,142,14
17910007,4920,3720,343,41,28,131,11
17910008,3980,3050,311,28,16,98,9
17910009,2730,2160,204,13,10,68,5
17910010,6480,4820,410,58,42,204,28
17910011,2150,1780,156,8,5,49,3
17910012,7210,5380,481,72,58,238,34
17920001,3120,2450,226,18,12,84,6
17920002,2680,2110,194,14,8,62,4
17920003,2340,1890,152,11,6,71,7
17920004,5820,4380,440,52,38,168,22
17920005,2410,1920,173,9,7,54,3
17920006,4260,3210,246,22,19,142,14
17920007,4920,3720,343,41,28,131,11
17920008,3980,3050,311,28,16,98,9
17920009,2730,2160,204,13,10,68,5
17920010,6480,4820,410,58,42,204,28
17920011,2150,1780,156,8,5,49,3
17920012,7210,5380,481,72,58,238,34
17930001,3120,2450,226,18,12,84,6
17930002,2680,2110,194,14,8,62,4
17930003,2340,1890,152,11,6,71,7
17930004,5820,4380,440,52,38,168,22
17930005,2410,1920,173,9,7,54,3
17930006,4260,3210,246,22,19,142,14
17930007,4920,3720,343,41,28,131,11
17930008,3980,3050,311,28,16,98,9
17930009,2730,2160,204,13,10,68,5
17930010,6480,4820,410,58,42,204,28
17930011,2150,1780,156,8,5,49,3
17930012,7210,5380,481,72,58,238,34
17940001,3120,2450,226,18,12,84,6
17940002,2680,2110,194,14,8,62,4
17940003,2340,1890,152,11,6,71,7
17940004,5820,4380,440,52,38,168,22
17940005,2410,1920,173,9,7,54,3
17940006,4260,3210,246,22,19,142,14
17940007,4920,3720,343,41,28,131,11
17940008,3980,3050,311,28,16,98,9
17940009,2730,2160,204,13,10,68,5
17940010,6480,4820,410,58,42,204,28
17940011,2150,1780,156,8,5,49,3
17940012,7210,5380,481,72,58,238,34
17950001,3120,2450,226,18,12,84,6
17950002,2680,2110,194,14,8,62,4
17950003,2340,1890,152,11,6,71,7
17950004,5820,4380,440,52,38,168,22
17950005,2410,1920,173,9,7,54,3
17950006,4260,3210,246,22,19,142,14
17950007,4920,3720,343,41,28,131,11
17950008,3980,3050,311,28,16,98,9
17950009,2730,2160,204,13,10,68,5
17950010,6480,4820,410,58,42,204,28
17950011,2150,1780,156,8,5,49,3
17950012,7210,5380,481,72,58,238,34
17960001,3120,2450,226,18,12,84,6
17960002,2680,2110,194,14,8,62,4
17960003,2340,1890,152,11,6,71,7
17960004,5820,4380,440,52,38,168,22
17960005,2410,1920,173,9,7,54,3
17960006,4260,3210,246,22,19,142,14
17960007,4920,3720,343,41,28,131,11
17960008,3980,3050,311,28,16,98,9
