app_id,user_id,scope
0oa02mail,00u1000rdgw,USER
0oa05lms,00u1000rdgw,USER
0oa02mail,00u1001rdgw,USER
0oa05lms,00u1001rdgw,USER
0oa02mail,00u1002rdgw,USER
0oa05lms,00u1002rdgw,USER
0oa02mail,00u1003rdgw,USER
0oa05lms,00u1003rdgw,USER
0oa02mail,00u1004rdgw,USER
0oa05lms,00u1004rdgw,USER
0oa02mail,00u1005rdgw,USER
0oa05lms,00u1005rdgw,USER
0oa02mail,00u1006rdgw,USER
0oa05lms,00u1006rdgw,USER
0oa02mail,00u1008rdgw,USER
0oa05lms,00u1008rdgw,USER
0oa02mail,00u1009rdgw,USER
0oa05lms,00u1009rdgw,USER
0oa02mail,00u1010rdgw,USER
0oa05lms,00u1010rdgw,USER
0oa02mail,00u1011rdgw,USER
0oa02mail,00u1012rdgw,USER
0oa05lms,00u1012rdgw,USER
0oa02mail,00u1013rdgw,USER
0oa05lms,00u1013rdgw,USER
0oa02mail,00u1014rdgw,USER
0oa05lms,00u1014rdgw,USER
0oa02mail,00u1015rdgw,USER
0oa05lms,00u1015rdgw,USER
0oa02mail,00u1016rdgw,USER
0oa05lms,00u1016rdgw,USER
0oa02mail,00u1017rdgw,USER
0oa05lms,00u1017rdgw,USER
0oa02mail,00u1018rdgw,USER
0oa05lms,00u1018rdgw,USER
0oa02mail,00u1019rdgw,USER
0oa05lms,00u1019rdgw,USER
0oa02mail,00u1020rdgw,USER
0oa05lms,00u1020rdgw,USER
0oa02mail,00u1021rdgw,USER
0oa05lms,00u1021rdgw,USER
0oa02mail,00u1022rdgw,USER
0oa05lms,00u1022rdgw,USER
0oa02mail,00u1023rdgw,USER
0oa02mail,00u1024rdgw,USER
0oa05lms,00u1024rdgw,USER
0oa02mail,00u1025rdgw,USER
0oa05lms,00u1025rdgw,USER
0oa02mail,00u1026rdgw,USER
0oa05lms,00u1026rdgw,USER
0oa02mail,00u1027rdgw,USER
0oa05lms,00u1027rdgw,USER
0oa02mail,00u1028rdgw,USER
0oa05lms,00u1028rdgw,USER
0oa02mail,00u1029rdgw,USER
0oa05lms,00u1029rdgw,USER
0oa02mail,00u1030rdgw,USER
0oa05lms,00u1030rdgw,USER
0oa02mail,00u1031rdgw,USER
0oa05lms,00u1031rdgw,USER
0oa02mail,00u1032rdgw,USER
0oa05lms,00u1032rdgw,USER
0oa02mail,00u1033rdgw,USER
0oa05lms,00u1033rdgw,USER
0oa02mail,00u1034rdgw,USER
0oa05lms,00u1034rdgw,USER
0oa02mail,00u1035rdgw,USER
0oa02mail,00u1036rdgw,USER
0oa05lms,00u1036rdgw,USER
0oa02mail,00u1037rdgw,USER
0oa05lms,00u1037rdgw,USER
0oa02mail,00u1038rdgw,USER
0oa05lms,00u1038rdgw,USER
0oa02mail,00u1039rdgw,USER
0oa05lms,00u1039rdgw,USER
0oa02mail,00u1040rdgw,USER
0oa05lms,00u1040rdgw,USER
0oa02mail,00u1041rdgw,USER
0oa05lms,00u1041rdgw,USER
0oa02mail,00u1042rdgw,USER
0oa05lms,00u1042rdgw,USER
0oa02mail,00u1043rdgw,USER
0oa05lms,00u1043rdgw,USER
0oa02mail,00u1044rdgw,USER
0oa05lms,00u1044rdgw,USER
0oa02mail,00u1045rdgw,USER
0oa05lms,00u1045rdgw,USER
0oa02mail,00u1046rdgw,USER
0oa05lms,00u1046rdgw,USER
0oa02mail,00u1047rdgw,USER
0oa02mail,00u1048rdgw,USER
0oa05lms,00u1048rdgw,USER
0oa02mail,00u1049rdgw,USER
0oa05lms,00u1049rdgw,USER
0oa02mail,00u1050rdgw,USER
0oa05lms,00u1050rdgw,USER
0oa02mail,00u1051rdgw,USER
0oa05lms,00u1051rdgw,USER
0oa02mail,00u1052rdgw,USER
0oa05lms,00u1052rdgw,USER
0oa02mail,00u1053rdgw,USER
0oa05lms,00u1053rdgw,USER
0oa02mail,00u1054rdgw,USER
0oa05lms,00u1054rdgw,USER
0oa02mail,00u1055rdgw,USER
0oa05lms,00u1055rdgw,USER
0oa02mail,00u1056rdgw,USER
0oa05lms,00u1056rdgw,USER
0oa02mail,00u1057rdgw,USER
0oa05lms,00u1057rdgw,USER
0oa02mail,00u1058rdgw,USER
0oa05lms,00u1058rdgw,USER
0oa02mail,00u1059rdgw,USER
0oa02mail,00u1060rdgw,USER
0oa05lms,00u1060rdgw,USER
0oa02mail,00u1061rdgw,USER
0oa05lms,00u1061rdgw,USER
0oa02mail,00u1062rdgw,USER
0oa05lms,00u1062rdgw,USER
0oa02mail,00u1063rdgw,USER
0oa05lms,00u1063rdgw,USER
0oa02mail,00u1064rdgw,USER
0oa05lms,00u1064rdgw,USER
0oa02mail,00u1065rdgw,USER
0oa05lms,00u1065rdgw,USER
0oa02mail,00u1066rdgw,USER
0oa05lms,00u1066rdgw,USER
0oa02mail,00u1067rdgw,USER
0oa05lms,00u1067rdgw,USER
0oa02mail,00u1068rdgw,USER
0oa05lms,00u1068rdgw,USER
0oa02mail,00u1069rdgw,USER
0oa05lms,00u1069rdgw,USER
0oa02mail,00u1070rdgw,USER
0oa05lms,00u1070rdgw,USER
0oa02mail,00u1071rdgw,USER
0oa02mail,00u1072rdgw,USER
0oa05lms,00u1072rdgw,USER
0oa02mail,00u1073rdgw,USER
0oa05lms,00u1073rdgw,USER
0oa02mail,00u1074rdgw,USER
0oa05lms,00u1074rdgw,USER
0oa02mail,00u1075rdgw,USER
0oa05lms,00u1075rdgw,USER
0oa02mail,00u1076rdgw,USER
0oa05lms,00u1076rdgw,USER
0oa02mail,00u1077rdgw,USER
0oa05lms,00u1077rdgw,USER
0oa02mail,00u1078rdgw,USER
0oa05lms,00u1078rdgw,USER
0oa02mail,00u1079rdgw,USER
0oa05lms,00u1079rdgw,USER
0oa02mail,00u1080rdgw,USER
0oa05lms,00u1080rdgw,USER
0oa02mail,00u1081rdgw,USER
0oa05lms,00u1081rdgw,USER
0oa02mail,00u1082rdgw,USER
0oa05lms,00u1082rdgw,USER
0oa02mail,00u1083rdgw,USER
0oa02mail,00u1084rdgw,USER
0oa05lms,00u1084rdgw,USER
0oa02mail,00u1085rdgw,USER
0oa05lms,00u1085rdgw,USER
0oa02mail,00u1086rdgw,USER
0oa05lms,00u1086rdgw,USER
0oa02mail,00u1087rdgw,USER
0oa05lms,00u1087rdgw,USER
0oa02mail,00u1088rdgw,USER
0oa05lms,00u1088rdgw,USER
0oa02mail,00u1089rdgw,USER
0oa05lms,00u1089rdgw,USER
0oa02mail,00u1090rdgw,USER
0oa05lms,00u1090rdgw,USER
0oa02mail,00u1091rdgw,USER
0oa05lms,00u1091rdgw,USER
0oa02mail,00u1092rdgw,USER
0oa05lms,00u1092rdgw,USER
0oa02mail,00u1093rdgw,USER
0oa05lms,00u1093rdgw,USER
0oa02mail,00u1094rdgw,USER
0oa05lms,00u1094rdgw,USER
0oa02mail,00u1095rdgw,USER
0oa02mail,00u1096rdgw,USER
0oa05lms,00u1096rdgw,USER
0oa02mail,00u1097rdgw,USER
0oa05lms,00u1097rdgw,USER
0oa02mail,00u1098rdgw,USER
0oa05lms,00u1098rdgw,USER
0oa02mail,00u1099rdgw,USER
0oa05lms,00u1099rdgw,USER
0oa02mail,00u1100rdgw,USER
0oa05lms,00u1100rdgw,USER
0oa02mail,00u1101rdgw,USER
0oa05lms,00u1101rdgw,USER
0oa02mail,00u1102rdgw,USER
0oa05lms,00u1102rdgw,USER
0oa02mail,00u1103rdgw,USER
0oa05lms,00u1103rdgw,USER
0oa02mail,00u1104rdgw,USER
0oa05lms,00u1104rdgw,USER
0oa02mail,00u1105rdgw,USER
0oa05lms,00u1105rdgw,USER
0oa02mail,00u1106rdgw,USER
0oa05lms,00u1106rdgw,USER
0oa02mail,00u1107rdgw,USER
0oa02mail,00u1108rdgw,USER
0oa05lms,00u1108rdgw,USER
0oa02mail,00u1109rdgw,USER
0oa05lms,00u1109rdgw,USER
0oa02mail,00u1110rdgw,USER
0oa05lms,00u1110rdgw,USER
