group_id,user_id
00g001teach,00u1000rdgw
00g001teach,00u1001rdgw
00g006wellns,00u1001rdgw
00g001teach,00u1002rdgw
00g001teach,00u1003rdgw
00g001teach,00u1004rdgw
00g001teach,00u1005rdgw
00g001teach,00u1006rdgw
00g001teach,00u1008rdgw
00g005equity,00u1008rdgw
00g001teach,00u1009rdgw
00g003office,00u1010rdgw
00g004custod,00u1011rdgw
00g001teach,00u1012rdgw
00g006wellns,00u1012rdgw
00g001teach,00u1013rdgw
00g001teach,00u1014rdgw
00g001teach,00u1015rdgw
00g001teach,00u1016rdgw
00g001teach,00u1017rdgw
00g005equity,00u1017rdgw
00g001teach,00u1018rdgw
00g001teach,00u1019rdgw
00g001teach,00u1020rdgw
00g001teach,00u1021rdgw
00g003office,00u1022rdgw
00g004custod,00u1023rdgw
00g006wellns,00u1023rdgw
00g001teach,00u1024rdgw
00g001teach,00u1025rdgw
00g001teach,00u1026rdgw
00g005equity,00u1026rdgw
00g001teach,00u1027rdgw
00g001teach,00u1028rdgw
00g001teach,00u1029rdgw
00g001teach,00u1030rdgw
00g001teach,00u1031rdgw
00g001teach,00u1032rdgw
00g001teach,00u1033rdgw
00g003office,00u1034rdgw
00g006wellns,00u1034rdgw
00g004custod,00u1035rdgw
00g005equity,00u1035rdgw
00g001teach,00u1036rdgw
00g001teach,00u1037rdgw
00g001teach,00u1038rdgw
00g001teach,00u1039rdgw
00g001teach,00u1040rdgw
00g001teach,00u1041rdgw
00g001teach,00u1042rdgw
00g001teach,00u1043rdgw
00g001teach,00u1044rdgw
00g005equity,00u1044rdgw
00g001teach,00u1045rdgw
00g006wellns,00u1045rdgw
00g003office,00u1046rdgw
00g004custod,00u1047rdgw
00g001teach,00u1048rdgw
00g001teach,00u1049rdgw
00g001teach,00u1050rdgw
00g001teach,00u1051rdgw
00g001teach,00u1052rdgw
00g001teach,00u1053rdgw
00g005equity,00u1053rdgw
00g001teach,00u1054rdgw
00g001teach,00u1055rdgw
00g001teach,00u1056rdgw
00g006wellns,00u1056rdgw
00g001teach,00u1057rdgw
00g003office,00u1058rdgw
00g004custod,00u1059rdgw
00g001teach,00u1060rdgw
00g001teach,00u1061rdgw
00g001teach,00u1062rdgw
00g005equity,00u1062rdgw
00g001teach,00u1063rdgw
00g001teach,00u1064rdgw
00g001teach,00u1065rdgw
00g001teach,00u1066rdgw
00g001teach,00u1067rdgw
00g006wellns,00u1067rdgw
00g001teach,00u1068rdgw
00g001teach,00u1069rdgw
00g003office,00u1070rdgw
00g004custod,00u1071rdgw
00g005equity,00u1071rdgw
00g001teach,00u1072rdgw
00g001teach,00u1073rdgw
00g001teach,00u1074rdgw
00g001teach,00u1075rdgw
00g001teach,00u1076rdgw
00g001teach,00u1077rdgw
00g001teach,00u1078rdgw
00g006wellns,00u1078rdgw
00g001teach,00u1079rdgw
00g001teach,00u1080rdgw
00g005equity,00u1080rdgw
00g001teach,00u1081rdgw
00g003office,00u1082rdgw
00g004custod,00u1083rdgw
00g001teach,00u1084rdgw
00g001teach,00u1085rdgw
00g001teach,00u1086rdgw
00g001teach,00u1087rdgw
00g001teach,00u1088rdgw
00g001teach,00u1089rdgw
00g005equity,00u1089rdgw
00g006wellns,00u1089rdgw
00g001teach,00u1090rdgw
00g001teach,00u1091rdgw
00g001teach,00u1092rdgw
00g001teach,00u1093rdgw
00g003office,00u1094rdgw
00g004custod,00u1095rdgw
00g001teach,00u1096rdgw
00g001teach,00u1097rdgw
00g001teach,00u1098rdgw
00g005equity,00u1098rdgw
00g001teach,00u1099rdgw
00g001teach,00u1100rdgw
00g006wellns,00u1100rdgw
00g001teach,00u1101rdgw
00g001teach,00u1102rdgw
00g001teach,00u1103rdgw
00g001teach,00u1104rdgw
00g001teach,00u1105rdgw
00g003office,00u1106rdgw
00g004custod,00u1107rdgw
00g005equity,00u1107rdgw
00g001teach,00u1108rdgw
00g001teach,00u1109rdgw
00g001teach,00u1110rdgw
00g001teach,00u1111rdgw
00g006wellns,00u1111rdgw
00g001teach,00u1112rdgw
00g001teach,00u1113rdgw
00g001teach,00u1114rdgw
00g001teach,00u1115rdgw
00g001teach,00u1116rdgw
00g005equity,00u1116rdgw
00g001teach,00u1117rdgw
00g003office,00u1118rdgw
00g004custod,00u1119rdgw
00g001teach,00u1120rdgw
00g001teach,00u1121rdgw
00g001teach,00u1122rdgw
00g006wellns,00u1122rdgw
00g001teach,00u1123rdgw
00g001teach,00u1124rdgw
00g001teach,00u1125rdgw
00g005equity,00u1125rdgw
00g001teach,00u1126rdgw
00g001teach,00u1127rdgw
00g001teach,00u1128rdgw
00g001teach,00u1129rdgw
00g003office,00u1130rdgw
00g004custod,00u1131rdgw
00g001teach,00u1132rdgw
00g001teach,00u1133rdgw
00g006wellns,00u1133rdgw
00g001teach,00u1134rdgw
00g005equity,00u1134rdgw
00g001teach,00u1135rdgw
00g001teach,00u1136rdgw
00g001teach,00u1137rdgw
00g001teach,00u1138rdgw
00g001teach,00u1139rdgw
00g002admin,00u1000rdgw
