date,requests,delivered,opens,unique_opens,clicks,unique_clicks,bounces,spam_reports,unsubscribes
sendgrid_stats_1000,requests_0,delivered_0,opens_0,unique_opens_0,clicks_0,unique_clicks_0,bounces_0,spam_reports_0,unsubscribes_0
sendgrid_stats_1001,requests_1,delivered_1,opens_1,unique_opens_1,clicks_1,unique_clicks_1,bounces_1,spam_reports_1,unsubscribes_1
sendgrid_stats_1002,requests_2,delivered_2,opens_2,unique_opens_2,clicks_2,unique_clicks_2,bounces_2,spam_reports_2,unsubscribes_2
sendgrid_stats_1003,requests_3,delivered_3,opens_3,unique_opens_3,clicks_3,unique_clicks_3,bounces_3,spam_reports_3,unsubscribes_3
sendgrid_stats_1004,requests_4,delivered_4,opens_4,unique_opens_4,clicks_4,unique_clicks_4,bounces_4,spam_reports_4,unsubscribes_4
sendgrid_stats_1005,requests_5,delivered_5,opens_5,unique_opens_5,clicks_5,unique_clicks_5,bounces_5,spam_reports_5,unsubscribes_5
sendgrid_stats_1006,requests_6,delivered_6,opens_6,unique_opens_6,clicks_6,unique_clicks_6,bounces_6,spam_reports_6,unsubscribes_6
sendgrid_stats_1007,requests_7,delivered_7,opens_7,unique_opens_7,clicks_7,unique_clicks_7,bounces_7,spam_reports_7,unsubscribes_7
sendgrid_stats_1008,requests_8,delivered_8,opens_8,unique_opens_8,clicks_8,unique_clicks_8,bounces_8,spam_reports_8,unsubscribes_8
sendgrid_stats_1009,requests_9,delivered_9,opens_9,unique_opens_9,clicks_9,unique_clicks_9,bounces_9,spam_reports_9,unsubscribes_9
sendgrid_stats_1010,requests_10,delivered_10,opens_10,unique_opens_10,clicks_10,unique_clicks_10,bounces_10,spam_reports_10,unsubscribes_10
sendgrid_stats_1011,requests_11,delivered_11,opens_11,unique_opens_11,clicks_11,unique_clicks_11,bounces_11,spam_reports_11,unsubscribes_11
sendgrid_stats_1012,requests_12,delivered_12,opens_12,unique_opens_12,clicks_12,unique_clicks_12,bounces_12,spam_reports_12,unsubscribes_12
sendgrid_stats_1013,requests_13,delivered_13,opens_13,unique_opens_13,clicks_13,unique_clicks_13,bounces_13,spam_reports_13,unsubscribes_13
sendgrid_stats_1014,requests_14,delivered_14,opens_14,unique_opens_14,clicks_14,unique_clicks_14,bounces_14,spam_reports_14,unsubscribes_14
sendgrid_stats_1015,requests_15,delivered_15,opens_15,unique_opens_15,clicks_15,unique_clicks_15,bounces_15,spam_reports_15,unsubscribes_15
sendgrid_stats_1016,requests_16,delivered_16,opens_16,unique_opens_16,clicks_16,unique_clicks_16,bounces_16,spam_reports_16,unsubscribes_16
sendgrid_stats_1017,requests_17,delivered_17,opens_17,unique_opens_17,clicks_17,unique_clicks_17,bounces_17,spam_reports_17,unsubscribes_17
sendgrid_stats_1018,requests_18,delivered_18,opens_18,unique_opens_18,clicks_18,unique_clicks_18,bounces_18,spam_reports_18,unsubscribes_18
sendgrid_stats_1019,requests_19,delivered_19,opens_19,unique_opens_19,clicks_19,unique_clicks_19,bounces_19,spam_reports_19,unsubscribes_19
sendgrid_stats_1020,requests_20,delivered_20,opens_20,unique_opens_20,clicks_20,unique_clicks_20,bounces_20,spam_reports_20,unsubscribes_20
sendgrid_stats_1021,requests_21,delivered_21,opens_21,unique_opens_21,clicks_21,unique_clicks_21,bounces_21,spam_reports_21,unsubscribes_21
sendgrid_stats_1022,requests_22,delivered_22,opens_22,unique_opens_22,clicks_22,unique_clicks_22,bounces_22,spam_reports_22,unsubscribes_22
sendgrid_stats_1023,requests_23,delivered_23,opens_23,unique_opens_23,clicks_23,unique_clicks_23,bounces_23,spam_reports_23,unsubscribes_23
sendgrid_stats_1024,requests_24,delivered_24,opens_24,unique_opens_24,clicks_24,unique_clicks_24,bounces_24,spam_reports_24,unsubscribes_24
sendgrid_stats_1025,requests_25,delivered_25,opens_25,unique_opens_25,clicks_25,unique_clicks_25,bounces_25,spam_reports_25,unsubscribes_25
sendgrid_stats_1026,requests_26,delivered_26,opens_26,unique_opens_26,clicks_26,unique_clicks_26,bounces_26,spam_reports_26,unsubscribes_26
sendgrid_stats_1027,requests_27,delivered_27,opens_27,unique_opens_27,clicks_27,unique_clicks_27,bounces_27,spam_reports_27,unsubscribes_27
sendgrid_stats_1028,requests_28,delivered_28,opens_28,unique_opens_28,clicks_28,unique_clicks_28,bounces_28,spam_reports_28,unsubscribes_28
sendgrid_stats_1029,requests_29,delivered_29,opens_29,unique_opens_29,clicks_29,unique_clicks_29,bounces_29,spam_reports_29,unsubscribes_29
sendgrid_stats_1030,requests_30,delivered_30,opens_30,unique_opens_30,clicks_30,unique_clicks_30,bounces_30,spam_reports_30,unsubscribes_30
sendgrid_stats_1031,requests_31,delivered_31,opens_31,unique_opens_31,clicks_31,unique_clicks_31,bounces_31,spam_reports_31,unsubscribes_31
sendgrid_stats_1032,requests_32,delivered_32,opens_32,unique_opens_32,clicks_32,unique_clicks_32,bounces_32,spam_reports_32,unsubscribes_32
sendgrid_stats_1033,requests_33,delivered_33,opens_33,unique_opens_33,clicks_33,unique_clicks_33,bounces_33,spam_reports_33,unsubscribes_33
sendgrid_stats_1034,requests_34,delivered_34,opens_34,unique_opens_34,clicks_34,unique_clicks_34,bounces_34,spam_reports_34,unsubscribes_34
sendgrid_stats_1035,requests_35,delivered_35,opens_35,unique_opens_35,clicks_35,unique_clicks_35,bounces_35,spam_reports_35,unsubscribes_35
sendgrid_stats_1036,requests_36,delivered_36,opens_36,unique_opens_36,clicks_36,unique_clicks_36,bounces_36,spam_reports_36,unsubscribes_36
sendgrid_stats_1037,requests_37,delivered_37,opens_37,unique_opens_37,clicks_37,unique_clicks_37,bounces_37,spam_reports_37,unsubscribes_37
sendgrid_stats_1038,requests_38,delivered_38,opens_38,unique_opens_38,clicks_38,unique_clicks_38,bounces_38,spam_reports_38,unsubscribes_38
sendgrid_stats_1039,requests_39,delivered_39,opens_39,unique_opens_39,clicks_39,unique_clicks_39,bounces_39,spam_reports_39,unsubscribes_39
