tableId,id,name,type
tblLeads,fldLeadID,LeadID,singleLineText
tblLeads,fldDateFloated,DateFloated,date
tblLeads,fldEventDate,EventDate,date
tblLeads,fldClient,ClientName,singleLineText
tblLeads,fldEventType,EventType,singleLineText
tblLeads,fldGuestCount,GuestCount,number
tblLeads,fldPricePerGuest,PricePerGuestUSD,currency
tblLeads,fldRevenue,EstimatedRevenueUSD,currency
tblLeads,fldSource,Source,singleSelect
tblLeads,fldStatus,Status,singleSelect
tblLeads,fldNotes,Notes,longText
tblEvents,fldEventID,EventID,singleLineText
tblEvents,fldEventDate2,EventDate,date
tblEvents,fldEvClient,Client,singleLineText
tblEvents,fldEvGuests,GuestCount,number
tblEvents,fldEvBooked,BookedUSD,currency
tblEvents,fldEvStatus,Status,singleSelect
tblSuppliers,fldSupplierID,SupplierID,singleLineText
tblSuppliers,fldSupplierName,Name,singleLineText
tblSuppliers,fldSupCat,Category,singleSelect
tblSuppliers,fldSupContact,PrimaryContact,singleLineText
tblSuppliers,fldSupTerms,PaymentTerms,singleLineText
tblMenuItems,fldItemID,ItemID,singleLineText
tblMenuItems,fldItemName,Name,singleLineText
tblMenuItems,fldItemCat,Category,singleSelect
tblMenuItems,fldItemPrice,PricePerGuestUSD,currency
tblMenuItems,fldItemVersion,Version,singleLineText
tblContacts,fldContactID,ContactID,singleLineText
tblContacts,fldContactName,Name,singleLineText
tblContacts,fldContactEmail,Email,email
tblContacts,fldContactPhone,Phone,phoneNumber
tblContacts,fldContactRole,Role,singleSelect
tblContacts,fldContactClient,LinkedClient,singleLineText
