ts,channel_id,user_id,text,thread_ts,reply_count,reactions
1727827200.000000,C0ANN,U0OWNER,Aloha team — reminder that Q4 in-service topics are open. Please propose CE items in #ce-events by Oct 12.,,0,
1727913600.000001,C0ANN,U0OWNER,HMSA fee schedule update effective Nov 1 posted in #clinical-updates — please skim before your next auth.,,0,
1728000000.000002,C0ANN,U0EPARK,OT team: hand splint clinic supplies restocked. See front for the new low-temp thermoplastic order.,,0,
1728172800.000003,C0ANN,U0OWNER,Payroll reminder: October pay period closes 10/31. Please submit any TherapySource productivity corrections by 5pm HST 10/30.,,0,
1728259200.000004,C0ANN,U0OWNER,The clinic will observe reduced hours 11/26 (Thanksgiving). Front-desk phones go to voicemail after 12pm HST.,,0,
1728345600.000005,C0ANN,U0IT,TherapySource maintenance window Sunday 11/2 12am-4am HST. Please save your notes before signing off Saturday.,,0,
1728432000.000006,C0ANN,U0OWNER,Congrats to Derek T. for hitting his 5-year mark with us — mahalo Derek!,,0,
1728518400.000007,C0ANN,U0EPARK,Reminder: hand-therapy in-service Thursday 11/6 5:30-8pm in the north conf room + Teams. Bring your own goniometer.,,0,
1728691200.000008,C0ANN,U0OWNER,Building has notified us about east-lot sealcoating 11/9 6am-11am. Park street side that morning.,,0,
1728777600.000009,C0ANN,U0BILL,Kaiser prior-auth workflow changes 11/1 — details in #clinical-updates.,,0,
1728864000.000010,C0ANN,U0OWNER,Please review the updated no-show policy in the shared handbook (v3.2). Effective 10/28.,,0,
1729036800.000011,C0ANN,U0OWNER,Front desk staffing gap 10/24 morning — Noelani out. Please tag #front-desk if you need coverage that day.,,0,
1729123200.000012,C0ANN,U0EPARK,Reminder — quarterly CHT hour-log packets are due 10/31. If you're preparing for a January sitting please loop me in.,,0,
1729209600.000013,C0ANN,U0OWNER,Mahalo to Ryan K. for organizing the Kailua beach clean-up Saturday — 12 of us showed up!,,0,
1729296000.000014,C0ANN,U0OWNER,New employee welcome: Hannah Matsuo joins PT peds team 10/20.,,0,
1729382400.000015,C0ANN,U0OWNER,Friendly reminder: no clinical detail in public Slack channels. Use TherapySource for anything patient-specific.,,0,
1729468800.000016,C0ANN,U0BILL2,UHC eligibility system will be down 11/1 6am-10am — schedule auth calls around that.,,0,
1729555200.000017,C0ANN,U0OWNER,Emergency drill 11/3 at 10am HST — muster point front parking lot.,,0,
1729641600.000018,C0ANN,U0EPARK,OT teens track: I'll be at PAOTA quarterly meeting Friday 10/25 — Julia will cover afternoon supervision.,,0,
1729728000.000019,C0ANN,U0OWNER,Please welcome new billing analyst Mahina Silva — starts 10/23.,,0,
1727913600.001000,C0GEN,U0FRONT,Aloha! Coffee's on in the break room — Kona pour-over today.,,0,
1727913900.001001,C0GEN,U0RKAWA,Bless :coffee:,,0,
1727996400.001002,C0GEN,U0FRT2,If anyone's got a spare exercise band M size the peds room ran out.,,0,
1727996700.001003,C0GEN,U0LMORI,I have two in my drawer — dropping at front desk.,,0,
1728086400.001004,C0GEN,U0DTANI,Reminder — team lunch potluck Friday 10/10 12:30 in break room.,,0,
1728086700.001005,C0GEN,U0KAOKI,Bringing lomi salmon!,,0,
1728086800.001006,C0GEN,U0MYOUN,Char siu bao here.,,0,
1728086900.001007,C0GEN,U0BILL,I'll do fruit.,,0,
1728173100.001008,C0GEN,U0IT,Wifi is flaky in the north wing — router reboot at 12pm HST. Please save work.,,0,
1728260400.001009,C0GEN,U0RKAWA,Kids OT room needs sanitizer refill FYI.,,0,
1728260700.001010,C0GEN,U0LMORI,"Refilled, mahalo.",,0,
1728346800.001011,C0GEN,U0FRT2,Anyone lose reading glasses front desk?,,0,
1728433200.001012,C0GEN,U0DTANI,New gait belts came in — PT team check the storage closet shelf 2.,,0,
1728519600.001013,C0GEN,U0BILL2,Reminder — TherapySource productivity export goes to Kaipo by EOD Fridays please.,,0,
1728606000.001014,C0GEN,U0FRONT,Volunteer needed 10/24 morning to help with new-patient orientation — DM me.,,0,
1728692400.001015,C0GEN,U0DTANI,Kaimana out sick today. Please cover his 2pm eval if you're free.,,0,
1728778800.001016,C0GEN,U0LMORI,"Restocked splinting supplies drawer, tag me if we get low.",,0,
1728865200.001017,C0GEN,U0KAOKI,Anyone tried the new poke place on Kapahulu — Kai Fresh? Worth a try?,,0,
1728951600.001018,C0GEN,U0FRT2,Yes! 10/10 rec. Get the shoyu ahi w/ hijiki.,,0,
1729038000.001019,C0GEN,U0RKAWA,"Trail run at Manoa Falls this Saturday if anyone wants to join, 7am start.",,0,
1729124400.001020,C0GEN,U0DTANI,"Nice, I'm in.",,0,
1729210800.001021,C0GEN,U0BILL,Fridge cleared today — anything unlabeled tossed.,,0,
1729297200.001022,C0GEN,U0AUTH,Please label your leftovers folks!,,0,
1729383600.001023,C0GEN,U0MED,Records room lock code is being rotated 10/28 — new code via secure email.,,0,
1729470000.001024,C0GEN,U0FRT2,New hand sanitizer at every station.,,0,
1729556400.001025,C0GEN,U0KAOKI,Anyone parked on Harding side? Street sweeping tomorrow before 8am.,,0,
1729642800.001026,C0GEN,U0RKAWA,"Good call, thanks for the heads-up.",,0,
1729729200.001027,C0GEN,U0OWNER,Halloween: costumes welcome as long as they don't scare peds patients :ghost:,,0,
1729815600.001028,C0GEN,U0LMORI,I've got 3 mini pumpkins for the OT room table.,,0,
1729902000.001029,C0GEN,U0IT,Reset your MFA if you got the alert — legit ping from Duo.,,0,
1727913600.002000,C0OT,U0EPARK,OTs: next month's productivity targets are the same as October. Please continue documenting splint mods under CPT 97760 with the modifier note.,,0,
1727996400.002001,C0OT,U0JCHU,Question about goniometer calibration — do we borrow from PT or order our own?,,0,
1727996700.002002,C0OT,U0EPARK,Please order our own — Kaipo can approve up to $80. Anything above we get quote first.,,0,
1728086400.002003,C0OT,U0LMORI,Peds OT room — we're low on Theraputty XX-soft. Adding to supply request.,,0,
1728172800.002004,C0OT,U0RKAWA,Anyone have a good handout on carpal tunnel post-op precautions I can share on my clipboard?,,0,
1728172900.002005,C0OT,U0BNAKA,AOTA has a good one — I'll DM you the PDF from my personal drive.,,0,
1728259200.002006,C0OT,U0OT2,"Reminder: OT staff meeting Wednesday 10/16 8am, north conf room.",,0,
1728345600.002007,C0OT,U0EPARK,For the CHT track folks: reminder that supervised hour logs need to be closed out end of quarter.,,0,
1728432000.002008,C0OT,U0COTA,COTA in-service Friday 10/17 3-4pm — MedBridge module 22.4 group watch.,,0,
1728518400.002009,C0OT,U0OT3,Home-health OT — I have three eval slots open next week if anyone wants to swap.,,0,
1728691200.002010,C0OT,U0EPARK,Please please remember: NO patient specifics in Slack. Use TherapySource notes only.,,0,
1728777600.002011,C0OT,U0RKAWA,Copy that.,,0,
1728864000.002012,C0OT,U0JCHU,"Splint clinic Saturday 10/26 9am — Iolana and I are hosting, drop-in welcome.",,0,
1728950400.002013,C0OT,U0LMORI,Peds OT donation box picked up — mahalo!,,0,
