id,name,description,active,created
prod_cle_intensive,Ethics & Professionalism Intensive,"Full-day CLE, 3.0 hours incl 1.0 ethics",true,1760609700
prod_cle_roundtable,Professionalism Roundtable,3.0 hours incl 1.0 ethics,true,1760609700
prod_102,Retainer,Product 2,true,1755345600
prod_103,Consult,Product 3,true,1755432000
prod_104,CLE Intensive,Product 4,true,1755518400
prod_105,CLE Roundtable,Product 5,true,1755604800
prod_106,Retainer,Product 6,true,1755691200
prod_107,Consult,Product 7,true,1755777600
prod_108,CLE Intensive,Product 8,true,1755864000
prod_109,CLE Roundtable,Product 9,true,1755950400
prod_110,Retainer,Product 10,true,1756036800
prod_111,Consult,Product 11,true,1756123200
prod_112,CLE Intensive,Product 12,true,1756209600
prod_113,CLE Roundtable,Product 13,true,1756296000
prod_114,Retainer,Product 14,true,1756382400
prod_115,Consult,Product 15,true,1756468800
