id,page_id,name,prefix
cfl-01,cfp_mv_proc_2001,superseded,global
cfl-02,cfp_mv_proc_2013,canonical,global
cfl-03,cfp_mv_proc_2013,adopted,global
cfl-04,cfp_mv_proc_2024_draft,draft,global
cfl-05,cfp_mv_proc_2024_draft,not-adopted,global
cfl-06,cfp_mv_eq_readiness,readiness,global
cfl-07,cfp_mv_eq_966f_legacy_log,legacy-archive,global
cfl-08,cfp_mv_eq_966f_legacy_log,unreconciled,global
cfl-8000,cfp_mv_extra_6000,retired,global
cfl-8001,cfp_mv_extra_6001,legacy,global
cfl-8002,cfp_mv_extra_6002,reference,global
cfl-8003,cfp_mv_extra_6003,atmospheric,global
cfl-8004,cfp_mv_extra_6004,archive,global
cfl-8005,cfp_mv_extra_6005,fy2020,global
cfl-8006,cfp_mv_extra_6006,fy2021,global
cfl-8007,cfp_mv_extra_6007,fy2022,global
cfl-8008,cfp_mv_extra_6008,retired,global
cfl-8009,cfp_mv_extra_6009,legacy,global
cfl-8010,cfp_mv_extra_6010,reference,global
cfl-8011,cfp_mv_extra_6011,atmospheric,global
cfl-8012,cfp_mv_extra_6012,archive,global
cfl-8013,cfp_mv_extra_6013,fy2020,global
cfl-8014,cfp_mv_extra_6014,fy2021,global
cfl-8015,cfp_mv_extra_6015,fy2022,global
cfl-8016,cfp_mv_extra_6016,retired,global
