id,name,address1,city,region,postal_code,country,latitude,longitude
venue-rhythm-studio,Rhythm Dance Studio,1218 Penn Avenue,West Reading,PA,19611,US,40.3356,-75.9451
venue-santander-pav,Santander Performing Arts Pavilion,136 N 6th St,Reading,PA,19601,US,40.3402,-75.9265
venue-rhythm-studio-e001,Rhythm Dance Studio,1218 Penn Avenue,West Reading,PA,19611,US,40.3356,-75.9451
venue-santander-pav-e001,Santander Performing Arts Pavilion,136 N 6th St,Reading,PA,19601,US,40.3402,-75.9265
venue-rhythm-studio-e002,Rhythm Dance Studio,1218 Penn Avenue,West Reading,PA,19611,US,40.3356,-75.9451
venue-santander-pav-e002,Santander Performing Arts Pavilion,136 N 6th St,Reading,PA,19601,US,40.3402,-75.9265
venue-rhythm-studio-e003,Rhythm Dance Studio,1218 Penn Avenue,West Reading,PA,19611,US,40.3356,-75.9451
venue-santander-pav-e003,Santander Performing Arts Pavilion,136 N 6th St,Reading,PA,19601,US,40.3402,-75.9265
venue-rhythm-studio-e004,Rhythm Dance Studio,1218 Penn Avenue,West Reading,PA,19611,US,40.3356,-75.9451
venue-santander-pav-e004,Santander Performing Arts Pavilion,136 N 6th St,Reading,PA,19601,US,40.3402,-75.9265
venue-rhythm-studio-e005,Rhythm Dance Studio,1218 Penn Avenue,West Reading,PA,19611,US,40.3356,-75.9451
venue-santander-pav-e005,Santander Performing Arts Pavilion,136 N 6th St,Reading,PA,19601,US,40.3402,-75.9265
venue-rhythm-studio-e006,Rhythm Dance Studio,1218 Penn Avenue,West Reading,PA,19611,US,40.3356,-75.9451
venue-santander-pav-e006,Santander Performing Arts Pavilion,136 N 6th St,Reading,PA,19601,US,40.3402,-75.9265
venue-rhythm-studio-e007,Rhythm Dance Studio,1218 Penn Avenue,West Reading,PA,19611,US,40.3356,-75.9451
venue-santander-pav-e007,Santander Performing Arts Pavilion,136 N 6th St,Reading,PA,19601,US,40.3402,-75.9265
venue-rhythm-studio-e008,Rhythm Dance Studio,1218 Penn Avenue,West Reading,PA,19611,US,40.3356,-75.9451
venue-santander-pav-e008,Santander Performing Arts Pavilion,136 N 6th St,Reading,PA,19601,US,40.3402,-75.9265
venue-rhythm-studio-e009,Rhythm Dance Studio,1218 Penn Avenue,West Reading,PA,19611,US,40.3356,-75.9451
venue-santander-pav-e009,Santander Performing Arts Pavilion,136 N 6th St,Reading,PA,19601,US,40.3402,-75.9265
