tableId,id,name,type
tblSession,fldSess00,row_id,singleLineText
tblSession,fldSess01,date,singleLineText
tblSession,fldSess02,category,singleLineText
tblSession,fldSess03,modality,singleLineText
tblSession,fldSess04,supervised_flag,singleLineText
tblSession,fldSess05,minutes,singleLineText
tblSession,fldSess06,session_code,singleLineText
tblSession,fldSess07,note,singleLineText
tblSession,fldSess08,status_action,singleLineText
tblSession,fldSess09,reviewed_by_supervisor,singleLineText
tblSession,fldSess10,source_type,singleLineText
tblCE,fldCE00,ce_row_id,singleLineText
tblCE,fldCE01,date,singleLineText
tblCE,fldCE02,provider,singleLineText
tblCE,fldCE03,topic,singleLineText
tblCE,fldCE04,credits,singleLineText
tblCE,fldCE05,certificate_id,singleLineText
tblCE,fldCE06,status,singleLineText
tblCE,fldCE07,note,singleLineText
tblRollup,fldRoll00,month,singleLineText
tblRollup,fldRoll01,eligible_rows,singleLineText
tblRollup,fldRoll02,eligible_minutes,singleLineText
tblRollup,fldRoll03,eligible_hours,singleLineText
tblRollup,fldRoll04,supervised_hours,singleLineText
tblRollup,fldRoll05,solo_hours,singleLineText
tblRollup,fldRoll06,pending_rows,singleLineText
tblRollup,fldRoll07,note,singleLineText
tblCat,fldCat00,cat_id,singleLineText
tblCat,fldCat01,category_name,singleLineText
tblCat,fldCat02,exam_weight_percent,singleLineText
tblCat,fldCat03,eligible_hours_to_date,singleLineText
tblCat,fldCat04,target_hours,singleLineText
tblCat,fldCat05,note,singleLineText
