baseId,id,name,primaryFieldId,records_csv
appNW1studio0001,tblProjects00001,Projects,fldProjName00001,records_projects.json
appNW1studio0001,tblTasks00000001,Tasks,fldTaskName00001,records_tasks.json
appNW1studio0001,tblContacts00001,Contacts,fldContactNm0001,records_contacts.json
appNW1studio0007,tblProjects00007,Projects - Cohort 6,fldProjName00007,records_projects.json
appNW1studio0008,tblTasks00000008,Tasks - Cohort 7,fldTaskName00008,records_tasks.json
appNW1studio0009,tblContacts00009,Contacts - Cohort 8,fldContactNm0009,records_contacts.json
appNW1studio0012,tblProjects00012,Projects - Cohort 11,fldProjName00012,records_projects.json
appNW1studio0013,tblTasks00000013,Tasks - Cohort 12,fldTaskName00013,records_tasks.json
appNW1studio0014,tblContacts00014,Contacts - Cohort 13,fldContactNm0014,records_contacts.json
appNW1studio0017,tblProjects00017,Projects - Cohort 16,fldProjName00017,records_projects.json
appNW1studio0018,tblTasks00000018,Tasks - Cohort 17,fldTaskName00018,records_tasks.json
appNW1studio0019,tblContacts00019,Contacts - Cohort 18,fldContactNm0019,records_contacts.json
appNW1studio0022,tblProjects00022,Projects - Cohort 21,fldProjName00022,records_projects.json
appNW1studio0023,tblTasks00000023,Tasks - Cohort 22,fldTaskName00023,records_tasks.json
