id,order_id,customer_id,amount,currency,status,source_type,location_id,receipt_number,created_at
sq_x0000,ord_sq_x0000,cus_alejandro,1025,USD,COMPLETED,CARD,loc_highergrounds,_x0000,2024-11-14
sq_x0001,ord_sq_x0001,cus_alejandro,5492,USD,COMPLETED,CARD,loc_bubbas,_x0001,2024-12-03
sq_x0002,ord_sq_x0002,cus_alejandro,4828,USD,COMPLETED,CARD,loc_cookshouse,_x0002,2024-12-16
sq_x0003,ord_sq_x0003,cus_alejandro,4557,USD,COMPLETED,CARD,loc_poppycocks,_x0003,2025-02-14
sq_x0004,ord_sq_x0004,cus_alejandro,1002,USD,COMPLETED,CARD,loc_rightbrain,_x0004,2025-02-14
sq_x0005,ord_sq_x0005,cus_alejandro,2529,USD,COMPLETED,CARD,loc_farmmarket,_x0005,2025-02-22
sq_x0006,ord_sq_x0006,cus_alejandro,1397,USD,COMPLETED,CARD,loc_horizon,_x0006,2025-03-15
sq_x0007,ord_sq_x0007,cus_alejandro,461,USD,COMPLETED,CARD,loc_highergrounds,_x0007,2025-04-03
sq_x0008,ord_sq_x0008,cus_alejandro,3113,USD,COMPLETED,CARD,loc_bubbas,_x0008,2025-04-11
sq_x0009,ord_sq_x0009,cus_alejandro,1996,USD,COMPLETED,CARD,loc_cookshouse,_x0009,2025-04-11
sq_x0010,ord_sq_x0010,cus_alejandro,1245,USD,COMPLETED,CARD,loc_poppycocks,_x0010,2025-04-19
sq_x0011,ord_sq_x0011,cus_alejandro,2200,USD,COMPLETED,CARD,loc_rightbrain,_x0011,2025-04-21
sq_x0012,ord_sq_x0012,cus_alejandro,1203,USD,COMPLETED,CARD,loc_farmmarket,_x0012,2025-04-23
sq_x0013,ord_sq_x0013,cus_alejandro,2863,USD,COMPLETED,CARD,loc_horizon,_x0013,2025-05-06
sq_x0014,ord_sq_x0014,cus_alejandro,945,USD,COMPLETED,CARD,loc_highergrounds,_x0014,2025-05-22
sq_x0015,ord_sq_x0015,cus_alejandro,5123,USD,COMPLETED,CARD,loc_bubbas,_x0015,2025-05-26
sq_x0016,ord_sq_x0016,cus_alejandro,1504,USD,COMPLETED,CARD,loc_cookshouse,_x0016,2025-05-28
sq_x0017,ord_sq_x0017,cus_alejandro,2591,USD,COMPLETED,CARD,loc_poppycocks,_x0017,2025-06-04
sq_x0018,ord_sq_x0018,cus_alejandro,1967,USD,COMPLETED,CARD,loc_rightbrain,_x0018,2025-06-12
sq_x0019,ord_sq_x0019,cus_alejandro,1180,USD,COMPLETED,CARD,loc_farmmarket,_x0019,2025-06-13
sq_x0020,ord_sq_x0020,cus_alejandro,2879,USD,COMPLETED,CARD,loc_horizon,_x0020,2025-06-23
sq_x0021,ord_sq_x0021,cus_alejandro,1173,USD,COMPLETED,CARD,loc_highergrounds,_x0021,2025-07-23
sq_x0022,ord_sq_x0022,cus_alejandro,2806,USD,COMPLETED,CARD,loc_bubbas,_x0022,2025-07-24
sq_x0023,ord_sq_x0023,cus_alejandro,3769,USD,COMPLETED,CARD,loc_cookshouse,_x0023,2025-07-28
sq_x0024,ord_sq_x0024,cus_alejandro,5312,USD,COMPLETED,CARD,loc_poppycocks,_x0024,2025-08-15
sq_x0025,ord_sq_x0025,cus_alejandro,1520,USD,COMPLETED,CARD,loc_rightbrain,_x0025,2025-09-07
sq_x0026,ord_sq_x0026,cus_alejandro,2060,USD,COMPLETED,CARD,loc_farmmarket,_x0026,2025-10-23
sq_x0027,ord_sq_x0027,cus_alejandro,1832,USD,COMPLETED,CARD,loc_horizon,_x0027,2025-10-25
sq_T0020,ord_sq_T0020,cus_alejandro,2025,USD,COMPLETED,CARD,loc_bubbas,_T0020,2025-11-09
sq_x0028,ord_sq_x0028,cus_alejandro,1161,USD,COMPLETED,CARD,loc_highergrounds,_x0028,2025-11-16
sq_T0021,ord_sq_T0021,cus_alejandro,4475,USD,COMPLETED,CARD,loc_cookshouse,_T0021,2025-11-20
sq_x0029,ord_sq_x0029,cus_alejandro,1595,USD,COMPLETED,CARD,loc_bubbas,_x0029,2025-11-20
sq_x0030,ord_sq_x0030,cus_alejandro,1481,USD,COMPLETED,CARD,loc_cookshouse,_x0030,2025-11-26
sq_x0031,ord_sq_x0031,cus_alejandro,2338,USD,COMPLETED,CARD,loc_poppycocks,_x0031,2025-12-01
sq_T0042,ord_sq_T0042,cus_alejandro,694,USD,COMPLETED,CARD,loc_bubbas,_T0042,2025-12-09
sq_x0032,ord_sq_x0032,cus_alejandro,1326,USD,COMPLETED,CARD,loc_rightbrain,_x0032,2025-12-11
sq_x0033,ord_sq_x0033,cus_alejandro,1223,USD,COMPLETED,CARD,loc_farmmarket,_x0033,2025-12-16
sq_T0043,ord_sq_T0043,cus_alejandro,5806,USD,COMPLETED,CARD,loc_bubbas,_T0043,2025-12-20
sq_x0034,ord_sq_x0034,cus_alejandro,2269,USD,COMPLETED,CARD,loc_horizon,_x0034,2026-01-07
sq_T0064,ord_sq_T0064,cus_alejandro,1292,USD,COMPLETED,CARD,loc_bubbas,_T0064,2026-01-09
sq_x0035,ord_sq_x0035,cus_alejandro,1500,USD,COMPLETED,CARD,loc_highergrounds,_x0035,2026-01-10
sq_x0036,ord_sq_x0036,cus_alejandro,5537,USD,COMPLETED,CARD,loc_bubbas,_x0036,2026-01-12
sq_x0037,ord_sq_x0037,cus_alejandro,1869,USD,COMPLETED,CARD,loc_cookshouse,_x0037,2026-01-13
sq_x0038,ord_sq_x0038,cus_alejandro,5381,USD,COMPLETED,CARD,loc_poppycocks,_x0038,2026-01-19
sq_T0065,ord_sq_T0065,cus_alejandro,5208,USD,COMPLETED,CARD,loc_poppycocks,_T0065,2026-01-20
sq_x0039,ord_sq_x0039,cus_alejandro,665,USD,COMPLETED,CARD,loc_rightbrain,_x0039,2026-01-27
sq_x0040,ord_sq_x0040,cus_alejandro,2351,USD,COMPLETED,CARD,loc_farmmarket,_x0040,2026-02-02
sq_x0041,ord_sq_x0041,cus_alejandro,2685,USD,COMPLETED,CARD,loc_horizon,_x0041,2026-02-05
sq_T0086,ord_sq_T0086,cus_alejandro,4317,USD,COMPLETED,CARD,loc_bubbas,_T0086,2026-02-09
sq_T0087,ord_sq_T0087,cus_alejandro,2183,USD,COMPLETED,CARD,loc_poppycocks,_T0087,2026-02-20
sq_T0108,ord_sq_T0108,cus_alejandro,4167,USD,COMPLETED,CARD,loc_cookshouse,_T0108,2026-03-09
sq_x0042,ord_sq_x0042,cus_alejandro,1517,USD,COMPLETED,CARD,loc_highergrounds,_x0042,2026-03-17
