id,customer_id,location_id,line_items,total_amount,currency,state,created_at
ord_sq_x0000,cus_alejandro,loc_highergrounds,Higher Grounds Trading Co.,1025,USD,COMPLETED,2024-11-14
ord_sq_x0001,cus_alejandro,loc_bubbas,Bubba's,5492,USD,COMPLETED,2024-12-03
ord_sq_x0002,cus_alejandro,loc_cookshouse,The Cooks' House,4828,USD,COMPLETED,2024-12-16
ord_sq_x0003,cus_alejandro,loc_poppycocks,Poppycocks,4557,USD,COMPLETED,2025-02-14
ord_sq_x0004,cus_alejandro,loc_rightbrain,Right Brain Brewery,1002,USD,COMPLETED,2025-02-14
ord_sq_x0005,cus_alejandro,loc_farmmarket,Sara Hardy Farmers Market,2529,USD,COMPLETED,2025-02-22
ord_sq_x0006,cus_alejandro,loc_horizon,Horizon Books,1397,USD,COMPLETED,2025-03-15
ord_sq_x0007,cus_alejandro,loc_highergrounds,Higher Grounds Trading Co.,461,USD,COMPLETED,2025-04-03
ord_sq_x0008,cus_alejandro,loc_bubbas,Bubba's,3113,USD,COMPLETED,2025-04-11
ord_sq_x0009,cus_alejandro,loc_cookshouse,The Cooks' House,1996,USD,COMPLETED,2025-04-11
ord_sq_x0010,cus_alejandro,loc_poppycocks,Poppycocks,1245,USD,COMPLETED,2025-04-19
ord_sq_x0011,cus_alejandro,loc_rightbrain,Right Brain Brewery,2200,USD,COMPLETED,2025-04-21
ord_sq_x0012,cus_alejandro,loc_farmmarket,Sara Hardy Farmers Market,1203,USD,COMPLETED,2025-04-23
ord_sq_x0013,cus_alejandro,loc_horizon,Horizon Books,2863,USD,COMPLETED,2025-05-06
ord_sq_x0014,cus_alejandro,loc_highergrounds,Higher Grounds Trading Co.,945,USD,COMPLETED,2025-05-22
ord_sq_x0015,cus_alejandro,loc_bubbas,Bubba's,5123,USD,COMPLETED,2025-05-26
ord_sq_x0016,cus_alejandro,loc_cookshouse,The Cooks' House,1504,USD,COMPLETED,2025-05-28
ord_sq_x0017,cus_alejandro,loc_poppycocks,Poppycocks,2591,USD,COMPLETED,2025-06-04
ord_sq_x0018,cus_alejandro,loc_rightbrain,Right Brain Brewery,1967,USD,COMPLETED,2025-06-12
ord_sq_x0019,cus_alejandro,loc_farmmarket,Sara Hardy Farmers Market,1180,USD,COMPLETED,2025-06-13
ord_sq_x0020,cus_alejandro,loc_horizon,Horizon Books,2879,USD,COMPLETED,2025-06-23
ord_sq_x0021,cus_alejandro,loc_highergrounds,Higher Grounds Trading Co.,1173,USD,COMPLETED,2025-07-23
ord_sq_x0022,cus_alejandro,loc_bubbas,Bubba's,2806,USD,COMPLETED,2025-07-24
ord_sq_x0023,cus_alejandro,loc_cookshouse,The Cooks' House,3769,USD,COMPLETED,2025-07-28
ord_sq_x0024,cus_alejandro,loc_poppycocks,Poppycocks,5312,USD,COMPLETED,2025-08-15
ord_sq_x0025,cus_alejandro,loc_rightbrain,Right Brain Brewery,1520,USD,COMPLETED,2025-09-07
ord_sq_x0026,cus_alejandro,loc_farmmarket,Sara Hardy Farmers Market,2060,USD,COMPLETED,2025-10-23
ord_sq_x0027,cus_alejandro,loc_horizon,Horizon Books,1832,USD,COMPLETED,2025-10-25
ord_sq_T0020,cus_alejandro,loc_bubbas,Bubba's,2025,USD,COMPLETED,2025-11-09
ord_sq_x0028,cus_alejandro,loc_highergrounds,Higher Grounds Trading Co.,1161,USD,COMPLETED,2025-11-16
ord_sq_T0021,cus_alejandro,loc_cookshouse,The Cooks' House,4475,USD,COMPLETED,2025-11-20
ord_sq_x0029,cus_alejandro,loc_bubbas,Bubba's,1595,USD,COMPLETED,2025-11-20
ord_sq_x0030,cus_alejandro,loc_cookshouse,The Cooks' House,1481,USD,COMPLETED,2025-11-26
ord_sq_x0031,cus_alejandro,loc_poppycocks,Poppycocks,2338,USD,COMPLETED,2025-12-01
ord_sq_T0042,cus_alejandro,loc_bubbas,Bubba's,694,USD,COMPLETED,2025-12-09
ord_sq_x0032,cus_alejandro,loc_rightbrain,Right Brain Brewery,1326,USD,COMPLETED,2025-12-11
ord_sq_x0033,cus_alejandro,loc_farmmarket,Sara Hardy Farmers Market,1223,USD,COMPLETED,2025-12-16
ord_sq_T0043,cus_alejandro,loc_bubbas,Bubba's,5806,USD,COMPLETED,2025-12-20
ord_sq_x0034,cus_alejandro,loc_horizon,Horizon Books,2269,USD,COMPLETED,2026-01-07
ord_sq_T0064,cus_alejandro,loc_bubbas,Bubba's,1292,USD,COMPLETED,2026-01-09
ord_sq_x0035,cus_alejandro,loc_highergrounds,Higher Grounds Trading Co.,1500,USD,COMPLETED,2026-01-10
ord_sq_x0036,cus_alejandro,loc_bubbas,Bubba's,5537,USD,COMPLETED,2026-01-12
ord_sq_x0037,cus_alejandro,loc_cookshouse,The Cooks' House,1869,USD,COMPLETED,2026-01-13
ord_sq_x0038,cus_alejandro,loc_poppycocks,Poppycocks,5381,USD,COMPLETED,2026-01-19
ord_sq_T0065,cus_alejandro,loc_poppycocks,Poppycocks,5208,USD,COMPLETED,2026-01-20
ord_sq_x0039,cus_alejandro,loc_rightbrain,Right Brain Brewery,665,USD,COMPLETED,2026-01-27
ord_sq_x0040,cus_alejandro,loc_farmmarket,Sara Hardy Farmers Market,2351,USD,COMPLETED,2026-02-02
ord_sq_x0041,cus_alejandro,loc_horizon,Horizon Books,2685,USD,COMPLETED,2026-02-05
ord_sq_T0086,cus_alejandro,loc_bubbas,Bubba's,4317,USD,COMPLETED,2026-02-09
ord_sq_T0087,cus_alejandro,loc_poppycocks,Poppycocks,2183,USD,COMPLETED,2026-02-20
ord_sq_T0108,cus_alejandro,loc_cookshouse,The Cooks' House,4167,USD,COMPLETED,2026-03-09
ord_sq_x0042,cus_alejandro,loc_highergrounds,Higher Grounds Trading Co.,1517,USD,COMPLETED,2026-03-17
ord_sq_x0043,cus_alejandro,loc_bubbas,Bubba's,4989,USD,COMPLETED,2026-03-19
ord_sq_T0109,cus_alejandro,loc_bubbas,Bubba's,2333,USD,COMPLETED,2026-03-20
ord_sq_x0044,cus_alejandro,loc_cookshouse,The Cooks' House,2233,USD,COMPLETED,2026-03-20
ord_sq_x0045,cus_alejandro,loc_poppycocks,Poppycocks,2359,USD,COMPLETED,2026-04-08
ord_sq_T0130,cus_alejandro,loc_cookshouse,The Cooks' House,4065,USD,COMPLETED,2026-04-09
ord_sq_x0046,cus_alejandro,loc_rightbrain,Right Brain Brewery,1576,USD,COMPLETED,2026-04-11
ord_sq_T0131,cus_alejandro,loc_cookshouse,The Cooks' House,2435,USD,COMPLETED,2026-04-20
ord_sq_x0047,cus_alejandro,loc_farmmarket,Sara Hardy Farmers Market,891,USD,COMPLETED,2026-04-27
ord_sq_x0048,cus_alejandro,loc_horizon,Horizon Books,2135,USD,COMPLETED,2026-04-28
ord_sq_x0049,cus_alejandro,loc_highergrounds,Higher Grounds Trading Co.,441,USD,COMPLETED,2026-05-05
ord_sq_T0152,cus_alejandro,loc_bubbas,Bubba's,5478,USD,COMPLETED,2026-05-09
ord_sq_T0153,cus_alejandro,loc_bubbas,Bubba's,1022,USD,COMPLETED,2026-05-20
ord_sq_x0050,cus_alejandro,loc_bubbas,Bubba's,5738,USD,COMPLETED,2026-05-27
ord_sq_x0051,cus_alejandro,loc_cookshouse,The Cooks' House,1847,USD,COMPLETED,2026-06-05
ord_sq_T0174,cus_alejandro,loc_cookshouse,The Cooks' House,2373,USD,COMPLETED,2026-06-09
ord_sq_x0052,cus_alejandro,loc_poppycocks,Poppycocks,5501,USD,COMPLETED,2026-06-16
ord_sq_T0175,cus_alejandro,loc_cookshouse,The Cooks' House,4127,USD,COMPLETED,2026-06-20
ord_sq_x0053,cus_alejandro,loc_rightbrain,Right Brain Brewery,1893,USD,COMPLETED,2026-07-06
ord_sq_T0196,cus_alejandro,loc_bubbas,Bubba's,2064,USD,COMPLETED,2026-07-09
ord_sq_x0054,cus_alejandro,loc_farmmarket,Sara Hardy Farmers Market,1566,USD,COMPLETED,2026-07-14
ord_sq_x0055,cus_alejandro,loc_horizon,Horizon Books,1332,USD,COMPLETED,2026-07-16
ord_sq_T0197,cus_alejandro,loc_rightbrain,Right Brain Brewery,4436,USD,COMPLETED,2026-07-20
ord_sq_x0056,cus_alejandro,loc_highergrounds,Higher Grounds Trading Co.,931,USD,COMPLETED,2026-07-23
ord_sq_T0218,cus_alejandro,loc_cookshouse,The Cooks' House,3615,USD,COMPLETED,2026-08-09
ord_sq_T0219,cus_alejandro,loc_poppycocks,Poppycocks,2885,USD,COMPLETED,2026-08-20
ord_sq_x0057,cus_alejandro,loc_bubbas,Bubba's,3075,USD,COMPLETED,2026-08-24
ord_sq_T0240,cus_alejandro,loc_poppycocks,Poppycocks,1306,USD,COMPLETED,2026-09-09
ord_sq_T0241,cus_alejandro,loc_cookshouse,The Cooks' House,5194,USD,COMPLETED,2026-09-20
ord_sq_x0058,cus_alejandro,loc_cookshouse,The Cooks' House,4820,USD,COMPLETED,2026-09-27
ord_sq_x0059,cus_alejandro,loc_poppycocks,Poppycocks,3198,USD,COMPLETED,2026-10-01
ord_sq_T0262,cus_alejandro,loc_rightbrain,Right Brain Brewery,763,USD,COMPLETED,2026-10-09
ord_sq_x0060,cus_alejandro,loc_rightbrain,Right Brain Brewery,2146,USD,COMPLETED,2026-10-12
ord_sq_x0061,cus_alejandro,loc_farmmarket,Sara Hardy Farmers Market,1637,USD,COMPLETED,2026-10-16
ord_sq_T0263,cus_alejandro,loc_cookshouse,The Cooks' House,5737,USD,COMPLETED,2026-10-20
