id,name,id_board,pos,closed
list-permits,Permits,board-phase4-001,1000,false
list-logistics,Logistics,board-phase4-001,2000,false
list-crew,Crew,board-phase4-001,3000,false
list-equipment,Equipment,board-phase4-001,4000,false
id-00005,Harbor coral 5,orbit-5,1004,true
id-00006,Quartz bravo 6,coral-6,1005,false
id-00007,Meadow violet 7,alpha-7,1006,true
id-00008,Tidal iris 8,frost-8,1007,true
id-00009,Alpha kelp 9,haze-9,1008,false
id-00010,Violet coral 10,tidal-10,1009,false
id-00011,Kelp ember 11,pine-11,1010,false
id-00012,Zephyr zephyr 12,jade-12,1011,true
id-00013,Haze alpha 13,jade-13,1012,false
id-00014,Quartz violet 14,ember-14,1013,true
id-00015,Tidal umber 15,summit-15,1014,false
id-00016,Willow pine 16,meadow-16,1015,true
id-00017,Orbit harbor 17,iris-17,1016,false
id-00018,Violet meadow 18,umber-18,1017,false
id-00019,Haze jade 19,alpha-19,1018,true
id-00020,Kelp ember 20,jade-20,1019,false
id-00021,Tidal umber 21,coral-21,1020,true
id-00022,Harbor orbit 22,harbor-22,1021,false
id-00023,Zephyr orbit 23,violet-23,1022,true
id-00024,Jade cedar 24,frost-24,1023,false
id-00025,Ember iris 25,grove-25,1024,true
id-00026,Meadow meadow 26,ember-26,1025,true
id-00027,Quartz quartz 27,quartz-27,1026,true
id-00028,Haze cedar 28,alpha-28,1027,false
id-00029,Haze tidal 29,grove-29,1028,false
id-00030,Cedar umber 30,alpha-30,1029,true
id-00031,Violet frost 31,quartz-31,1030,false
id-00032,Frost haze 32,cedar-32,1031,false
id-00033,Zephyr jade 33,harbor-33,1032,true
id-00034,Ember haze 34,coral-34,1033,false
id-00035,Cedar bravo 35,cedar-35,1034,true
id-00036,Pine cedar 36,quartz-36,1035,true
id-00037,Umber delta 37,haze-37,1036,false
id-00038,Ember grove 38,river-38,1037,false
id-00039,Alpha frost 39,umber-39,1038,false
id-00040,Delta tidal 40,violet-40,1039,true
id-00041,River pine 41,meadow-41,1040,false
id-00042,River bravo 42,haze-42,1041,true
id-00043,Meadow tidal 43,umber-43,1042,false
id-00044,Willow tidal 44,orbit-44,1043,false
id-00045,Bravo quartz 45,pine-45,1044,true
id-00046,Umber zephyr 46,willow-46,1045,false
id-00047,Umber ember 47,zephyr-47,1046,true
id-00048,Meadow summit 48,river-48,1047,false
id-00049,Grove jade 49,jade-49,1048,false
id-00050,Alpha ember 50,harbor-50,1049,true
id-00051,Bravo tidal 51,grove-51,1050,true
id-00052,Harbor frost 52,grove-52,1051,true
id-00053,Umber willow 53,bravo-53,1052,false
id-00054,Orbit cedar 54,willow-54,1053,false
id-00055,Summit grove 55,haze-55,1054,false
id-00056,River umber 56,orbit-56,1055,true
id-00057,Zephyr quartz 57,alpha-57,1056,false
id-00058,Umber iris 58,umber-58,1057,true
id-00059,Ember ember 59,kelp-59,1058,false
id-00060,Jade jade 60,pine-60,1059,true
id-00061,Grove grove 61,haze-61,1060,true
id-00062,Meadow haze 62,kelp-62,1061,true
id-00063,Summit coral 63,pine-63,1062,true
id-00064,Ember violet 64,pine-64,1063,true
id-00065,Meadow zephyr 65,violet-65,1064,true
id-00066,Harbor harbor 66,orbit-66,1065,false
id-00067,Pine grove 67,frost-67,1066,false
id-00068,River tidal 68,kelp-68,1067,true
id-00069,Alpha cedar 69,alpha-69,1068,true
id-00070,Cedar tidal 70,iris-70,1069,false
id-00071,Quartz cedar 71,zephyr-71,1070,true
id-00072,Alpha quartz 72,cedar-72,1071,false
id-00073,Zephyr tidal 73,zephyr-73,1072,true
id-00074,Summit zephyr 74,zephyr-74,1073,true
id-00075,Ember orbit 75,jade-75,1074,true
id-00076,Meadow tidal 76,violet-76,1075,true
id-00077,Alpha summit 77,grove-77,1076,false
id-00078,Alpha harbor 78,orbit-78,1077,false
id-00079,Iris ember 79,zephyr-79,1078,false
id-00080,Willow kelp 80,delta-80,1079,true
id-00081,Harbor jade 81,zephyr-81,1080,false
id-00082,Haze zephyr 82,violet-82,1081,false
id-00083,Orbit cedar 83,delta-83,1082,true
id-00084,Cedar kelp 84,violet-84,1083,false
id-00085,Grove haze 85,willow-85,1084,true
id-00086,Kelp cedar 86,quartz-86,1085,false
id-00087,Ember grove 87,iris-87,1086,true
id-00088,Quartz jade 88,haze-88,1087,true
id-00089,Iris bravo 89,pine-89,1088,false
id-00090,Harbor umber 90,summit-90,1089,true
id-00091,Bravo haze 91,river-91,1090,false
id-00092,Pine frost 92,tidal-92,1091,true
id-00093,Delta kelp 93,quartz-93,1092,false
id-00094,Delta grove 94,coral-94,1093,true
id-00095,Jade ember 95,pine-95,1094,true
id-00096,Cedar kelp 96,orbit-96,1095,false
id-00097,Harbor delta 97,kelp-97,1096,false
id-00098,Tidal kelp 98,tidal-98,1097,false
id-00099,Meadow orbit 99,alpha-99,1098,false
id-00100,Haze iris 100,delta-100,1099,false
