id,page_id,name,prefix
lbl_001,cp_0001,hotel,global
lbl_002,cp_0002,hotel,global
lbl_003,cp_0003,hotel,global
lbl_004,cp_0004,hotel,global
lbl_005,cp_0005,hotel,global
lbl_006,cp_0006,hotel,global
lbl_007,cp_0007,hotel,global
lbl_008,cp_0008,hotel,global
lbl_009,cp_0009,hotel,global
lbl_010,cp_0010,hotel,global
lbl_011,cp_0011,hotel,global
lbl_012,cp_0012,hotel,global
lbl_013,cp_0013,hotel,global
lbl_014,cp_0014,hotel,global
lbl_015,cp_0015,hotel,global
lbl_016,cp_0016,hotel,global
lbl_017,cp_0017,hotel,global
lbl_018,cp_0018,hotel,global
lbl_019,cp_0019,hotel,global
lbl_020,cp_0020,hotel,global
lbl_021,cp_0021,hotel,global
lbl_022,cp_0022,hotel,global
lbl_023,cp_0023,hotel,global
lbl_024,cp_0024,hotel,global
lbl_025,cp_0025,hotel,global
lbl_026,cp_0026,hotel,global
lbl_027,cp_0027,hotel,global
lbl_028,cp_0028,hotel,global
lbl_029,cp_0029,hotel,global
lbl_030,cp_0030,hotel,global
lbl_031,cp_0031,hotel,global
lbl_032,cp_0032,hotel,global
lbl_033,cp_0033,hotel,global
lbl_034,cp_0034,hotel,global
lbl_035,cp_0035,hotel,global
lbl_036,cp_0036,hotel,global
lbl_037,cp_0037,hotel,global
lbl_038,cp_0038,hotel,global
lbl_039,cp_0039,hotel,global
lbl_040,cp_0040,hotel,global
