Id,Name,AccountId,StageName,Amount,Probability,CloseDate,Type
006HB0000001,HEP Hours 2026-08-30 East Point 3hr,001HB0000001,Closed Won,3,100,2026-08-30,Hours Log
006HB0000002,HEP Hours 2026-09-05 Grady fair 4hr,001HB0000003,Closed Won,4,100,2026-09-05,Hours Log
006HB0000003,HEP Hours 2026-09-12 West End vaccine 2hr,001HB0000001,Closed Won,2,100,2026-09-12,Hours Log
006HB0000004,HEP Hours 2026-09-19 East Point clinic 3hr,001HB0000002,Closed Won,3,100,2026-09-19,Hours Log
006HB0000005,HEP Hours 2026-10-03 flu clinic 3hr,001HB0000002,Closed Won,3,100,2026-10-03,Hours Log
006HB0000500,Peer mentor meetup 0,001HB0000001,Qualification,0,25,2026-10-01,Mentorship
006HB0000501,Peer mentor meetup 1,001HB0000001,Prospecting,0,50,2026-11-02,Mentorship
006HB0000502,Peer mentor meetup 2,001HB0000001,Qualification,0,75,2026-12-03,Mentorship
006HB0000503,Peer mentor meetup 3,001HB0000001,Closed Won,0,100,2026-10-04,Mentorship
006HB0000504,Peer mentor meetup 4,001HB0000001,Closed Won,0,100,2026-11-05,Mentorship
006HB0000505,Peer mentor meetup 5,001HB0000001,Prospecting,0,25,2026-12-06,Mentorship
006HB0000506,Peer mentor meetup 6,001HB0000001,Qualification,0,75,2026-10-07,Mentorship
006HB0000507,Peer mentor meetup 7,001HB0000001,Closed Won,0,50,2026-11-08,Mentorship
006HB0000508,Peer mentor meetup 8,001HB0000001,Closed Won,0,75,2026-12-09,Mentorship
006HB0000509,Peer mentor meetup 9,001HB0000001,Prospecting,0,25,2026-10-10,Mentorship
006HB0000510,Peer mentor meetup 10,001HB0000001,Qualification,0,75,2026-11-11,Mentorship
006HB0000511,Peer mentor meetup 11,001HB0000001,Closed Won,0,25,2026-12-12,Mentorship
006HB0000512,Peer mentor meetup 12,001HB0000001,Qualification,0,25,2026-10-13,Mentorship
006HB0000513,Peer mentor meetup 13,001HB0000001,Prospecting,0,50,2026-11-14,Mentorship
006HB0000514,Peer mentor meetup 14,001HB0000001,Prospecting,0,50,2026-12-15,Mentorship
006HB0000515,Peer mentor meetup 15,001HB0000001,Qualification,0,100,2026-10-16,Mentorship
006HB0000516,Peer mentor meetup 16,001HB0000001,Closed Won,0,75,2026-11-17,Mentorship
006HB0000517,Peer mentor meetup 17,001HB0000001,Qualification,0,50,2026-12-18,Mentorship
006HB0000518,Peer mentor meetup 18,001HB0000001,Qualification,0,50,2026-10-19,Mentorship
006HB0000519,Peer mentor meetup 19,001HB0000001,Qualification,0,75,2026-11-20,Mentorship
006HB0000520,Peer mentor meetup 20,001HB0000001,Prospecting,0,25,2026-12-21,Mentorship
006HB0000521,Peer mentor meetup 21,001HB0000001,Prospecting,0,50,2026-10-22,Mentorship
006HB0000522,Peer mentor meetup 22,001HB0000001,Prospecting,0,25,2026-11-23,Mentorship
006HB0000523,Peer mentor meetup 23,001HB0000001,Qualification,0,50,2026-12-24,Mentorship
006HB0000524,Peer mentor meetup 24,001HB0000001,Prospecting,0,25,2026-10-25,Mentorship
006HB0000525,Peer mentor meetup 25,001HB0000001,Qualification,0,50,2026-11-01,Mentorship
006HB0000526,Peer mentor meetup 26,001HB0000001,Qualification,0,25,2026-12-02,Mentorship
006HB0000527,Peer mentor meetup 27,001HB0000001,Prospecting,0,100,2026-10-03,Mentorship
006HB0000528,Peer mentor meetup 28,001HB0000001,Prospecting,0,25,2026-11-04,Mentorship
006HB0000529,Peer mentor meetup 29,001HB0000001,Prospecting,0,50,2026-12-05,Mentorship
006HB0000530,Peer mentor meetup 30,001HB0000001,Closed Won,0,25,2026-10-06,Mentorship
006HB0000531,Peer mentor meetup 31,001HB0000001,Closed Won,0,25,2026-11-07,Mentorship
006HB0000532,Peer mentor meetup 32,001HB0000001,Prospecting,0,100,2026-12-08,Mentorship
006HB0000533,Peer mentor meetup 33,001HB0000001,Prospecting,0,75,2026-10-09,Mentorship
006HB0000534,Peer mentor meetup 34,001HB0000001,Qualification,0,50,2026-11-10,Mentorship
006HB0000535,Peer mentor meetup 35,001HB0000001,Closed Won,0,50,2026-12-11,Mentorship
006HB0000536,Peer mentor meetup 36,001HB0000001,Prospecting,0,75,2026-10-12,Mentorship
006HB0000537,Peer mentor meetup 37,001HB0000001,Qualification,0,75,2026-11-13,Mentorship
006HB0000538,Peer mentor meetup 38,001HB0000001,Qualification,0,75,2026-12-14,Mentorship
006HB0000539,Peer mentor meetup 39,001HB0000001,Closed Won,0,25,2026-10-15,Mentorship
006HB0000540,Peer mentor meetup 40,001HB0000001,Prospecting,0,25,2026-11-16,Mentorship
006HB0000541,Peer mentor meetup 41,001HB0000001,Closed Won,0,50,2026-12-17,Mentorship
006HB0000542,Peer mentor meetup 42,001HB0000001,Qualification,0,75,2026-10-18,Mentorship
006HB0000543,Peer mentor meetup 43,001HB0000001,Closed Won,0,50,2026-11-19,Mentorship
006HB0000544,Peer mentor meetup 44,001HB0000001,Prospecting,0,100,2026-12-20,Mentorship
006HB0000545,Peer mentor meetup 45,001HB0000001,Closed Won,0,100,2026-10-21,Mentorship
006HB0000546,Peer mentor meetup 46,001HB0000001,Closed Won,0,50,2026-11-22,Mentorship
006HB0000547,Peer mentor meetup 47,001HB0000001,Closed Won,0,50,2026-12-23,Mentorship
006HB0000548,Peer mentor meetup 48,001HB0000001,Qualification,0,50,2026-10-24,Mentorship
006HB0000549,Peer mentor meetup 49,001HB0000001,Prospecting,0,75,2026-11-25,Mentorship
006HB0000550,Peer mentor meetup 50,001HB0000001,Qualification,0,75,2026-12-01,Mentorship
006HB0000551,Peer mentor meetup 51,001HB0000001,Prospecting,0,25,2026-10-02,Mentorship
006HB0000552,Peer mentor meetup 52,001HB0000001,Qualification,0,25,2026-11-03,Mentorship
006HB0000553,Peer mentor meetup 53,001HB0000001,Prospecting,0,75,2026-12-04,Mentorship
006HB0000554,Peer mentor meetup 54,001HB0000001,Prospecting,0,75,2026-10-05,Mentorship
006HB0000555,Peer mentor meetup 55,001HB0000001,Closed Won,0,25,2026-11-06,Mentorship
006HB0000556,Peer mentor meetup 56,001HB0000001,Closed Won,0,75,2026-12-07,Mentorship
006HB0000557,Peer mentor meetup 57,001HB0000001,Prospecting,0,75,2026-10-08,Mentorship
006HB0000558,Peer mentor meetup 58,001HB0000001,Qualification,0,50,2026-11-09,Mentorship
006HB0000559,Peer mentor meetup 59,001HB0000001,Qualification,0,100,2026-12-10,Mentorship
