channel_id,user_id
C_WBP_GEN,U_HN
C_WBP_GEN,U_WG01
C_WBP_GEN,U_WG02
C_WBP_GEN,U_WG03
C_WBP_GEN,U_WG04
C_WBP_GEN,U_WG05
C_WBP_GEN,U_WG06
C_WBP_GEN,U_WG07
C_WBP_GEN,U_WG08
C_WBP_GEN,U_WG09
C_WBP_GEN,U_STAFF001
C_WBP_GEN,U_STAFF002
C_WBP_GEN,U_STAFF003
C_WBP_GEN,U_STAFF004
C_WBP_GEN,U_STAFF005
C_WBP_GEN,U_STAFF006
C_WBP_GEN,U_STAFF009
C_WBP_GEN,U_STAFF010
C_WBP_GEN,U_STAFF011
C_WBP_GEN,U_STAFF012
C_WBP_GEN,U_STAFF013
C_WBP_GEN,U_STAFF014
C_WBP_GEN,U_STAFF017
C_WBP_GEN,U_STAFF018
C_WBP_GEN,U_STAFF019
C_WBP_GEN,U_STAFF020
C_WBP_GEN,U_STAFF021
C_WBP_GEN,U_STAFF022
C_WBP_GEN,U_STAFF025
C_WBP_GEN,U_STAFF026
C_WBP_GEN,U_STAFF027
C_WBP_GEN,U_STAFF028
C_WBP_GEN,U_STAFF029
C_WBP_GEN,U_STAFF030
C_WBP_GEN,U_STAFF033
C_WBP_GEN,U_STAFF034
C_WBP_GEN,U_STAFF035
C_WBP_GEN,U_STAFF036
C_WBP_GEN,U_STAFF037
C_WBP_GEN,U_STAFF038
C_WBP_GEN,U_STAFF041
C_WBP_GEN,U_STAFF042
C_WBP_GEN,U_STAFF043
C_WBP_GEN,U_STAFF044
C_WBP_GEN,U_STAFF045
C_WBP_GEN,U_STAFF046
C_WBP_GEN,U_STAFF049
C_WBP_GEN,U_STAFF050
C_WBP_GEN,U_STAFF051
C_WBP_GEN,U_STAFF052
C_WBP_GEN,U_STAFF053
C_WBP_GEN,U_STAFF054
C_WBP_GEN,U_STAFF057
C_WBP_GEN,U_STAFF058
C_WBP_GEN,U_STAFF059
C_WBP_GEN,U_STAFF060
C_WBP_GEN,U_STAFF061
C_WBP_GEN,U_STAFF062
C_WBP_GEN,U_STAFF065
C_WBP_GEN,U_STAFF066
C_WBP_GEN,U_STAFF067
C_WBP_GEN,U_STAFF068
C_WBP_GEN,U_STAFF069
C_WBP_GEN,U_STAFF070
C_WBP_GEN,U_STAFF073
C_WBP_GEN,U_STAFF074
C_WBP_GEN,U_STAFF075
C_WBP_GEN,U_STAFF076
C_WBP_GEN,U_STAFF077
C_WBP_GEN,U_STAFF078
C_WBP_GEN,U_STAFF081
C_WBP_GEN,U_STAFF082
C_WBP_GEN,U_STAFF083
C_WBP_GEN,U_STAFF084
C_WBP_GEN,U_STAFF085
C_WBP_GEN,U_STAFF086
C_WBP_GEN,U_STAFF089
C_WBP_GEN,U_STAFF090
C_WBP_GEN,U_STAFF091
C_WBP_GEN,U_STAFF092
C_WBP_GEN,U_STAFF093
C_WBP_GEN,U_STAFF094
C_WBP_GEN,U_STAFF097
C_WBP_GEN,U_STAFF098
C_WBP_GEN,U_STAFF099
C_WBP_GEN,U_STAFF100
C_WBP_GEN,U_STAFF101
C_WBP_GEN,U_STAFF102
C_WBP_GEN,U_STAFF105
C_WBP_GEN,U_STAFF106
C_WBP_GEN,U_STAFF107
C_WBP_GEN,U_STAFF108
C_WBP_GEN,U_STAFF109
C_WBP_GEN,U_STAFF110
C_WBP_GEN,U_STAFF113
C_WBP_GEN,U_STAFF114
C_WBP_GEN,U_STAFF115
C_WBP_GEN,U_STAFF116
C_WBP_GEN,U_STAFF117
C_WBP_GEN,U_STAFF118
C_WBP_GEN,U_STAFF121
C_WBP_GEN,U_STAFF122
C_WBP_GEN,U_STAFF123
C_WBP_GEN,U_STAFF124
C_WBP_GEN,U_STAFF125
C_WBP_GEN,U_STAFF126
C_WBP_GEN,U_STAFF129
C_WBP_GEN,U_STAFF130
C_WBP_GEN,U_STAFF131
C_WBP_GEN,U_STAFF132
C_WBP_GEN,U_STAFF133
C_WBP_GEN,U_STAFF134
C_WBP_GEN,U_STAFF137
C_WBP_GEN,U_STAFF138
C_WBP_GEN,U_STAFF139
