id,name,activity_type,distance,average_grade,maximum_grade,elevation_high,elevation_low,climb_category,city,state
1,Gota alv east bank sprint,Run,1200,1.5,4.0,6,0,0,Gothenburg,Vastra Gotaland
seg_slottsskogen,Slottsskogen full loop,Run,4200,1.5,4.0,38,0,0,Gothenburg,Vastra Gotaland
seg_masthugget,Masthugget hill,Run,650,1.5,4.0,42,0,0,Gothenburg,Vastra Gotaland
seg_004,Rosenlund downhill,Run,2864,1.5,4.0,16,0,0,Gothenburg,Vastra Gotaland
seg_005,Majnabbeplatsen loop,Run,1336,1.5,4.0,40,0,0,Gothenburg,Vastra Gotaland
seg_006,Sannegardshamnen sprint,Run,1263,1.5,4.0,36,0,0,Gothenburg,Vastra Gotaland
seg_007,Skans Lejonet climb,Run,3286,1.5,4.0,3,0,0,Gothenburg,Vastra Gotaland
seg_008,Majnabbeplatsen loop,Run,1570,1.5,4.0,36,0,0,Gothenburg,Vastra Gotaland
seg_009,Skans Lejonet climb,Run,3418,1.5,4.0,24,0,0,Gothenburg,Vastra Gotaland
seg_010,Klippan bridge crossing,Run,1521,1.5,4.0,40,0,0,Gothenburg,Vastra Gotaland
seg_011,Klippan bridge crossing,Run,3368,1.5,4.0,40,0,0,Gothenburg,Vastra Gotaland
seg_012,Delsjon east bank,Run,2646,1.5,4.0,29,0,0,Gothenburg,Vastra Gotaland
seg_013,Rosenlund downhill,Run,2556,1.5,4.0,20,0,0,Gothenburg,Vastra Gotaland
seg_014,Rosenlund downhill,Run,1812,1.5,4.0,13,0,0,Gothenburg,Vastra Gotaland
seg_015,Slottsskogen hill,Run,2953,1.5,4.0,48,0,0,Gothenburg,Vastra Gotaland
seg_016,Majnabbeplatsen loop,Run,1792,1.5,4.0,38,0,0,Gothenburg,Vastra Gotaland
seg_017,Majnabbeplatsen loop,Run,1373,1.5,4.0,9,0,0,Gothenburg,Vastra Gotaland
seg_018,Klippan bridge crossing,Run,555,1.5,4.0,29,0,0,Gothenburg,Vastra Gotaland
seg_019,Delsjon east bank,Run,1961,1.5,4.0,48,0,0,Gothenburg,Vastra Gotaland
seg_020,Delsjon east bank,Run,2319,1.5,4.0,15,0,0,Gothenburg,Vastra Gotaland
seg_021,Klippan bridge crossing,Run,3134,1.5,4.0,23,0,0,Gothenburg,Vastra Gotaland
seg_022,Majnabbeplatsen loop,Run,1790,1.5,4.0,32,0,0,Gothenburg,Vastra Gotaland
seg_023,Havbadet promenade,Run,3193,1.5,4.0,28,0,0,Gothenburg,Vastra Gotaland
seg_024,Klippan bridge crossing,Run,1402,1.5,4.0,18,0,0,Gothenburg,Vastra Gotaland
seg_025,Rosenlund downhill,Run,2491,1.5,4.0,7,0,0,Gothenburg,Vastra Gotaland
seg_026,Botanical rose garden,Run,1741,1.5,4.0,44,0,0,Gothenburg,Vastra Gotaland
seg_027,Sannegardshamnen sprint,Run,3026,1.5,4.0,41,0,0,Gothenburg,Vastra Gotaland
seg_028,Delsjon east bank,Run,1094,1.5,4.0,7,0,0,Gothenburg,Vastra Gotaland
seg_029,Botanical rose garden,Run,2920,1.5,4.0,7,0,0,Gothenburg,Vastra Gotaland
seg_030,Majnabbeplatsen loop,Run,2110,1.5,4.0,10,0,0,Gothenburg,Vastra Gotaland
