id,parent_type,parent_id,title,created_time,last_edited_time,created_by,archived,icon,cover_url
page-root,workspace,workspace-ciph-urisn,URISN Program Home,2024-01-08T09:10:00.000Z,2026-09-29T12:00:00.000Z,user-gerald,false,,
page-proto-001,database,db-protocols,Protocol: Surveillance Case Definition,2024-02-02T10:00:00.000Z,2026-02-15T10:00:00.000Z,user-gerald,false,,
page-proto-002,database,db-protocols,Protocol: Respiratory Specimen Handling,2024-02-03T10:00:00.000Z,2026-03-15T10:00:00.000Z,user-gerald,false,,
page-proto-003,database,db-protocols,Protocol: Data Ingestion Pipeline Spec,2024-02-04T10:00:00.000Z,2026-04-15T10:00:00.000Z,user-gerald,false,,
page-proto-004,database,db-protocols,Protocol: De-identification Standard Operating Procedure,2024-02-05T10:00:00.000Z,2026-05-15T10:00:00.000Z,user-gerald,false,,
page-proto-005,database,db-protocols,Protocol: Neighborhood Sampling Frame,2024-02-06T10:00:00.000Z,2026-06-15T10:00:00.000Z,user-gerald,false,,
page-proto-006,database,db-protocols,Protocol: Site Visit Protocol,2024-02-07T10:00:00.000Z,2026-07-15T10:00:00.000Z,user-gerald,false,,
page-proto-007,database,db-protocols,Protocol: Retention Follow-up Protocol,2024-02-08T10:00:00.000Z,2026-08-15T10:00:00.000Z,user-gerald,false,,
page-proto-008,database,db-protocols,Protocol: Air Quality Covariate Linkage,2024-02-09T10:00:00.000Z,2026-09-15T10:00:00.000Z,user-gerald,false,,
page-proto-009,database,db-protocols,Protocol: Statistical Analysis Plan,2024-02-10T10:00:00.000Z,2026-01-15T10:00:00.000Z,user-gerald,false,,
page-proto-010,database,db-protocols,Protocol: Quarterly Reporting Procedure,2024-02-11T10:00:00.000Z,2026-02-15T10:00:00.000Z,user-gerald,false,,
page-proto-011,database,db-protocols,Protocol: Grant Milestone Definitions,2024-02-12T10:00:00.000Z,2026-03-15T10:00:00.000Z,user-gerald,false,,
page-proto-012,database,db-protocols,Protocol: Data Governance Charter,2024-02-13T10:00:00.000Z,2026-04-15T10:00:00.000Z,user-gerald,false,,
page-proto-013,database,db-protocols,Protocol: Adverse Event Reporting,2024-02-14T10:00:00.000Z,2026-05-15T10:00:00.000Z,user-gerald,false,,
page-proto-014,database,db-protocols,Protocol: Consent and Authorization Workflow,2024-02-15T10:00:00.000Z,2026-06-15T10:00:00.000Z,user-gerald,false,,
page-proto-vor,database,db-protocols,Protocol of Record: Data Ingestion Pipeline Spec v3.2,2026-07-01T10:00:00.000Z,2026-07-01T10:00:00.000Z,user-gerald,false,,
page-mtg-001,database,db-meetings,URISN Weekly Sync 2024 W01,2024-01-01T15:00:00.000Z,2024-01-01T16:00:00.000Z,user-gerald,false,,
page-mtg-002,database,db-meetings,URISN Weekly Sync 2024 W02,2024-01-08T15:00:00.000Z,2024-01-08T16:00:00.000Z,user-gerald,false,,
page-mtg-003,database,db-meetings,URISN Weekly Sync 2024 W03,2024-01-15T15:00:00.000Z,2024-01-15T16:00:00.000Z,user-gerald,false,,
page-mtg-004,database,db-meetings,URISN Weekly Sync 2024 W04,2024-01-22T15:00:00.000Z,2024-01-22T16:00:00.000Z,user-gerald,false,,
page-mtg-005,database,db-meetings,URISN Weekly Sync 2024 W05,2024-02-01T15:00:00.000Z,2024-02-01T16:00:00.000Z,user-gerald,false,,
page-mtg-006,database,db-meetings,URISN Weekly Sync 2024 W06,2024-02-08T15:00:00.000Z,2024-02-08T16:00:00.000Z,user-gerald,false,,
page-mtg-007,database,db-meetings,URISN Weekly Sync 2024 W07,2024-02-15T15:00:00.000Z,2024-02-15T16:00:00.000Z,user-gerald,false,,
