id,account_id,type,status,amount,currency,native_amount,native_currency,description,created_at
txn-001,acct-btc-001,send,completed,0.00200000,BTC,130.00,USD,Birthday crypto gift from Val,2026-05-13T10:00:00Z
txn-002,acct-eth-001,send,completed,0.05500000,ETH,187.00,USD,Milestone gift from Val (Match Day anniversary),2025-12-24T10:00:00Z
txn-003,acct-btc-001,send,completed,0.00220000,BTC,143.00,USD,Val - just because,2026-08-01T10:00:00Z
txn-004,acct-usd-001,deposit,completed,42.15,USD,42.15,USD,Converted small crypto gift to USD,2026-09-02T10:00:00Z
txn-005,acct-btc-001,buy,completed,0.00050000,BTC,32.50,USD,Small self purchase,2026-06-15T10:00:00Z
txn-006,acct-eth-001,buy,completed,0.01000000,ETH,34.00,USD,Small self purchase,2026-07-20T10:00:00Z
txn-007,acct-btc-001,send,completed,0.00200000,BTC,130.00,USD,Birthday crypto gift from Val,2026-01-05T17:57:54Z
txn-008,acct-eth-001,send,completed,0.05500000,ETH,187.00,USD,Milestone gift from Val (Match Day anniversary),2026-07-10T17:05:53Z
txn-009,acct-usd-001,deposit,completed,42.15,USD,42.15,USD,Converted small crypto gift to USD,2026-04-08T15:16:14Z
txn-010,acct-btc-001,send,completed,0.00220000,BTC,143.00,USD,Val - just because,2026-07-02T02:14:12Z
txn-011,acct-eth-001,send,completed,0.05500000,ETH,187.00,USD,Milestone gift from Val (Match Day anniversary),2026-07-18T14:37:47Z
txn-012,acct-btc-001,send,completed,0.00220000,BTC,143.00,USD,Val - just because,2026-03-01T02:31:43Z
txn-013,acct-btc-001,send,completed,0.00220000,BTC,143.00,USD,Val - just because,2026-07-09T14:40:34Z
txn-014,acct-btc-001,send,completed,0.00220000,BTC,143.00,USD,Val - just because,2026-09-01T13:41:17Z
txn-015,acct-eth-001,buy,completed,0.01000000,ETH,34.00,USD,Small self purchase,2026-05-12T16:38:05Z
txn-016,acct-usd-001,deposit,completed,42.15,USD,42.15,USD,Converted small crypto gift to USD,2026-02-25T22:03:48Z
txn-017,acct-btc-001,send,completed,0.00200000,BTC,130.00,USD,Birthday crypto gift from Val,2026-06-26T01:21:06Z
txn-018,acct-btc-001,send,completed,0.00220000,BTC,143.00,USD,Val - just because,2026-02-24T17:13:55Z
txn-019,acct-btc-001,send,completed,0.00200000,BTC,130.00,USD,Birthday crypto gift from Val,2026-08-21T09:43:06Z
txn-020,acct-eth-001,buy,completed,0.01000000,ETH,34.00,USD,Small self purchase,2026-02-05T01:41:28Z
txn-021,acct-eth-001,send,completed,0.05500000,ETH,187.00,USD,Milestone gift from Val (Match Day anniversary),2026-03-26T12:08:32Z
txn-022,acct-usd-001,deposit,completed,42.15,USD,42.15,USD,Converted small crypto gift to USD,2026-08-26T22:24:30Z
txn-023,acct-usd-001,deposit,completed,42.15,USD,42.15,USD,Converted small crypto gift to USD,2026-01-10T18:36:10Z
txn-024,acct-btc-001,send,completed,0.00200000,BTC,130.00,USD,Birthday crypto gift from Val,2026-06-18T02:25:43Z
txn-025,acct-btc-001,send,completed,0.00200000,BTC,130.00,USD,Birthday crypto gift from Val,2026-04-06T05:16:24Z
txn-026,acct-eth-001,send,completed,0.05500000,ETH,187.00,USD,Milestone gift from Val (Match Day anniversary),2026-01-14T00:13:44Z
txn-027,acct-btc-001,send,completed,0.00220000,BTC,143.00,USD,Val - just because,2026-04-07T21:35:56Z
txn-028,acct-eth-001,send,completed,0.05500000,ETH,187.00,USD,Milestone gift from Val (Match Day anniversary),2026-04-17T23:58:48Z
txn-029,acct-btc-001,buy,completed,0.00050000,BTC,32.50,USD,Small self purchase,2026-02-17T00:43:38Z
txn-030,acct-eth-001,buy,completed,0.01000000,ETH,34.00,USD,Small self purchase,2026-08-12T19:49:27Z
txn-031,acct-eth-001,buy,completed,0.01000000,ETH,34.00,USD,Small self purchase,2026-06-30T17:22:59Z
txn-032,acct-btc-001,buy,completed,0.00050000,BTC,32.50,USD,Small self purchase,2026-07-17T03:17:03Z
txn-033,acct-eth-001,send,completed,0.05500000,ETH,187.00,USD,Milestone gift from Val (Match Day anniversary),2026-07-16T21:05:09Z
txn-034,acct-eth-001,send,completed,0.05500000,ETH,187.00,USD,Milestone gift from Val (Match Day anniversary),2026-08-14T11:31:12Z
txn-035,acct-eth-001,send,completed,0.05500000,ETH,187.00,USD,Milestone gift from Val (Match Day anniversary),2026-05-08T09:41:37Z
txn-036,acct-eth-001,send,completed,0.05500000,ETH,187.00,USD,Milestone gift from Val (Match Day anniversary),2026-08-11T20:49:03Z
txn-037,acct-eth-001,send,completed,0.05500000,ETH,187.00,USD,Milestone gift from Val (Match Day anniversary),2026-05-01T06:44:15Z
txn-038,acct-usd-001,deposit,completed,42.15,USD,42.15,USD,Converted small crypto gift to USD,2026-07-09T11:26:06Z
txn-039,acct-usd-001,deposit,completed,42.15,USD,42.15,USD,Converted small crypto gift to USD,2026-03-01T23:12:31Z
txn-040,acct-eth-001,send,completed,0.05500000,ETH,187.00,USD,Milestone gift from Val (Match Day anniversary),2026-03-05T15:32:28Z
txn-041,acct-btc-001,buy,completed,0.00050000,BTC,32.50,USD,Small self purchase,2026-07-09T22:21:24Z
txn-042,acct-eth-001,send,completed,0.05500000,ETH,187.00,USD,Milestone gift from Val (Match Day anniversary),2026-02-10T11:16:27Z
txn-043,acct-eth-001,buy,completed,0.01000000,ETH,34.00,USD,Small self purchase,2026-08-12T10:53:40Z
txn-044,acct-btc-001,send,completed,0.00220000,BTC,143.00,USD,Val - just because,2026-06-29T04:33:32Z
txn-045,acct-eth-001,send,completed,0.05500000,ETH,187.00,USD,Milestone gift from Val (Match Day anniversary),2026-08-17T10:48:55Z
txn-046,acct-btc-001,buy,completed,0.00050000,BTC,32.50,USD,Small self purchase,2026-01-04T00:42:27Z
txn-047,acct-btc-001,send,completed,0.00220000,BTC,143.00,USD,Val - just because,2026-08-12T09:58:09Z
txn-048,acct-eth-001,send,completed,0.05500000,ETH,187.00,USD,Milestone gift from Val (Match Day anniversary),2026-05-07T11:22:12Z
txn-049,acct-btc-001,send,completed,0.00200000,BTC,130.00,USD,Birthday crypto gift from Val,2026-05-31T19:30:13Z
txn-050,acct-btc-001,send,completed,0.00220000,BTC,143.00,USD,Val - just because,2026-03-02T17:48:10Z
txn-051,acct-btc-001,send,completed,0.00220000,BTC,143.00,USD,Val - just because,2026-06-09T22:08:28Z
txn-052,acct-btc-001,buy,completed,0.00050000,BTC,32.50,USD,Small self purchase,2026-02-20T11:46:33Z
txn-053,acct-usd-001,deposit,completed,42.15,USD,42.15,USD,Converted small crypto gift to USD,2026-02-23T02:35:34Z
txn-054,acct-eth-001,buy,completed,0.01000000,ETH,34.00,USD,Small self purchase,2026-04-18T05:32:25Z
txn-055,acct-btc-001,send,completed,0.00220000,BTC,143.00,USD,Val - just because,2026-05-01T02:13:04Z
txn-056,acct-eth-001,buy,completed,0.01000000,ETH,34.00,USD,Small self purchase,2026-05-06T00:12:12Z
txn-057,acct-eth-001,send,completed,0.05500000,ETH,187.00,USD,Milestone gift from Val (Match Day anniversary),2026-01-30T18:30:19Z
txn-058,acct-btc-001,send,completed,0.00200000,BTC,130.00,USD,Birthday crypto gift from Val,2026-07-17T01:48:36Z
txn-059,acct-btc-001,send,completed,0.00220000,BTC,143.00,USD,Val - just because,2026-03-06T17:30:19Z
txn-060,acct-btc-001,send,completed,0.00200000,BTC,130.00,USD,Birthday crypto gift from Val,2025-12-29T02:59:49Z
txn-061,acct-eth-001,send,completed,0.05500000,ETH,187.00,USD,Milestone gift from Val (Match Day anniversary),2026-02-06T13:00:05Z
txn-062,acct-eth-001,buy,completed,0.01000000,ETH,34.00,USD,Small self purchase,2026-05-16T14:00:18Z
txn-063,acct-usd-001,deposit,completed,42.15,USD,42.15,USD,Converted small crypto gift to USD,2026-02-14T01:54:50Z
txn-064,acct-eth-001,send,completed,0.05500000,ETH,187.00,USD,Milestone gift from Val (Match Day anniversary),2026-04-06T08:55:50Z
