id,name,country,state,lat,lon,timezone
5488000,Gallup,US,NM,35.5281,-108.7426,-25200
5478999,Zuni Mountains,US,NM,35.235,-108.49,-25200
5311000,Window Rock,US,AZ,35.6812,-109.0537,-25200
5488111,Santa Fe,US,NM,35.687,-105.9378,-25200
5300822,Sedona,US,AZ,34.8697,-111.761,-25200
6000005,West Judithport,US,PW,45.4401,-105.8923,-25200
6000006,Ramseychester,US,ND,30.5727,-93.1842,-25200
6000007,Port Christopherburgh,US,KY,46.9838,-106.9771,-25200
6000008,Johnport,US,NH,41.3027,-108.8485,-25200
6000009,West Andrewview,US,AR,45.9746,-110.0005,-25200
6000010,Williammouth,US,MH,37.4817,-119.0472,-25200
6000011,South Tina,US,FL,34.5875,-119.2609,-25200
6000012,Lake Benjamin,US,CO,46.9104,-117.0776,-25200
6000013,North Christy,US,ME,34.4468,-92.4807,-25200
6000014,North Ronaldchester,US,VI,33.0032,-118.2362,-25200
6000015,Maryhaven,US,OH,46.6782,-83.0587,-25200
6000016,Deannashire,US,AL,40.1222,-101.7152,-25200
6000017,Waltonchester,US,SC,42.9725,-101.0463,-25200
6000018,Joneschester,US,ND,45.3483,-106.2502,-25200
6000019,Beckshire,US,MS,37.4817,-114.0237,-25200
6000020,Markmouth,US,WI,42.8834,-107.3388,-25200
6000021,Wilcoxview,US,MA,34.3578,-108.2653,-25200
6000022,Port Travisland,US,AL,37.7845,-99.1864,-25200
6000023,Youngchester,US,OH,31.9015,-110.4469,-25200
6000024,North Baileybury,US,MH,37.1087,-87.861,-25200
6000025,Sarahfort,US,VA,45.3368,-84.5284,-25200
6000026,Andrewmouth,US,AS,36.4373,-113.1521,-25200
6000027,Lake Daniellefort,US,SD,34.53,-112.4637,-25200
6000028,Bryanfurt,US,TX,45.1637,-111.0578,-25200
6000029,West Ericatown,US,AZ,42.9961,-81.6673,-25200
6000030,Rogersberg,US,CA,31.0232,-117.8208,-25200
6000031,West Jessicaport,US,OK,39.9002,-101.0607,-25200
6000032,North Patrickshire,US,AZ,41.8565,-116.6382,-25200
6000033,South Julieland,US,IL,44.8661,-100.2355,-25200
6000034,North Kellybury,US,TX,33.752,-86.3648,-25200
6000035,Thomasfurt,US,RI,36.4078,-113.7693,-25200
6000036,North Brianberg,US,DE,44.8461,-102.7393,-25200
6000037,West John,US,AS,39.3256,-117.6506,-25200
6000038,North Jason,US,TN,43.6062,-118.613,-25200
6000039,New Michael,US,NJ,46.6629,-119.6368,-25200
6000040,North Nancy,US,OK,46.1991,-102.1677,-25200
6000041,West Ashley,US,SC,34.8171,-89.5744,-25200
6000042,North Jeffside,US,FM,38.8433,-113.5807,-25200
6000043,Jillchester,US,GA,32.7112,-103.8946,-25200
6000044,Christopherbury,US,RI,30.2651,-106.9319,-25200
6000045,Tammyland,US,IN,39.9029,-101.5655,-25200
6000046,Grantmouth,US,NV,45.6549,-111.829,-25200
6000047,Stewarthaven,US,MO,37.5676,-95.4764,-25200
6000048,Port Mark,US,MO,32.9073,-85.7145,-25200
6000049,Mathisville,US,AR,45.1624,-99.3431,-25200
6000050,Jillstad,US,SD,46.5119,-80.9776,-25200
6000051,Lake Tyler,US,DE,40.6209,-98.9418,-25200
6000052,Lake Christopher,US,PA,45.441,-119.5034,-25200
6000053,Sherrishire,US,AR,41.2877,-106.3026,-25200
6000054,South Travis,US,WV,39.6304,-102.5669,-25200
6000055,North Melissa,US,AK,42.5827,-112.4309,-25200
6000056,Priceview,US,MH,41.1389,-94.2139,-25200
6000057,North Ryanfurt,US,IN,39.8477,-96.629,-25200
6000058,Owensville,US,NY,45.5379,-111.3349,-25200
6000059,Saramouth,US,WA,45.5992,-111.4204,-25200
6000060,Grahamfort,US,NH,42.0284,-95.6601,-25200
6000061,Conwayview,US,CO,38.9793,-106.4008,-25200
6000062,North Davidfurt,US,ID,30.6956,-119.2907,-25200
6000063,Carolynbury,US,ND,44.0301,-118.0034,-25200
6000064,Taylorborough,US,PA,43.1181,-92.4718,-25200
6000065,South Pamelaland,US,KS,30.5056,-86.6061,-25200
6000066,Lake Alexaberg,US,WA,46.9195,-108.0512,-25200
6000067,Douglasshire,US,SD,38.8764,-101.3516,-25200
6000068,Andersonberg,US,FL,32.4113,-115.5654,-25200
6000069,New Danielleport,US,ME,34.7434,-95.0705,-25200
6000070,Fergusonview,US,MS,32.3431,-106.7501,-25200
6000071,Davidview,US,VT,36.5386,-102.39,-25200
6000072,Kerrfort,US,SC,40.595,-119.6059,-25200
6000073,Trujillotown,US,IA,35.9027,-116.5424,-25200
6000074,East Traceychester,US,MT,35.5938,-82.0032,-25200
6000075,New Kendra,US,WA,39.6814,-112.0061,-25200
6000076,Harperborough,US,KS,43.3471,-85.8732,-25200
6000077,East Danielchester,US,IA,42.2898,-92.0607,-25200
6000078,New Mark,US,DE,30.9743,-106.612,-25200
6000079,East Michaelmouth,US,MI,35.1714,-81.8826,-25200
6000080,Berrymouth,US,MS,30.5649,-104.1646,-25200
6000081,Ingramchester,US,LA,39.7106,-84.2907,-25200
