city_id,weather_id,weather_main,weather_description,weather_icon,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds,visibility,dt
5488000,800,Clear,clear sky,10d,48,36,35,41,1027,52,9,175,11,10000,1796063400
5478999,800,Clouds,light snow,13d,66,58,25,53,1023,84,14,59,83,10000,1796063400
5311000,801,Clouds,few clouds,13d,37,61,15,56,1028,72,26,25,91,10000,1796063400
5488111,800,Clear,light snow,01d,30,66,34,69,1006,55,7,249,76,10000,1796063400
5300822,800,Rain,few clouds,10d,31,42,13,55,1006,36,22,244,76,10000,1796063400
6000005,600,Clouds,light snow,02d,51,28,15,67,995,29,5,86,21,10000,1796063400
6000006,600,Snow,clear sky,13d,30,34,28,78,1009,63,8,76,63,10000,1796063400
6000007,500,Rain,few clouds,13d,54,45,21,59,1001,43,6,256,95,10000,1796063400
6000008,800,Clear,moderate rain,01d,32,62,14,69,992,58,23,354,51,10000,1796063400
6000009,802,Clouds,few clouds,13d,52,42,28,69,1003,73,26,115,37,10000,1796063400
6000010,801,Windy,light snow,01d,38,58,31,53,1016,32,15,16,69,10000,1796063400
6000011,801,Rain,few clouds,02d,51,46,28,64,1022,25,26,304,42,10000,1796063400
6000012,802,Windy,few clouds,10d,48,43,38,65,1013,79,18,212,46,10000,1796063400
6000013,500,Snow,few clouds,02d,57,48,25,52,1005,69,24,65,33,10000,1796063400
6000014,802,Snow,light snow,02d,46,43,29,48,1011,74,8,357,28,10000,1796063400
6000015,500,Windy,moderate rain,10d,64,55,30,50,1030,34,6,113,15,10000,1796063400
6000016,500,Clouds,few clouds,13d,59,43,12,60,1021,22,14,134,76,10000,1796063400
6000017,800,Windy,few clouds,13d,52,60,14,70,1028,83,11,306,94,10000,1796063400
6000018,802,Snow,clear sky,02d,36,44,20,68,995,20,23,116,14,10000,1796063400
6000019,801,Snow,light snow,01d,31,45,11,62,1026,23,8,221,83,10000,1796063400
6000020,800,Clouds,moderate rain,10d,29,37,12,73,1030,63,3,172,29,10000,1796063400
6000021,800,Clouds,moderate rain,13d,68,64,40,67,995,34,4,85,45,10000,1796063400
6000022,500,Rain,few clouds,10d,37,45,10,45,996,50,18,169,22,10000,1796063400
6000023,600,Rain,moderate rain,02d,44,65,36,69,997,69,18,246,22,10000,1796063400
6000024,801,Clouds,few clouds,02d,32,52,22,73,1028,64,10,347,0,10000,1796063400
6000025,600,Clouds,clear sky,02d,47,36,34,64,1022,45,6,161,79,10000,1796063400
6000026,600,Clouds,clear sky,02d,41,40,33,65,1016,62,8,257,70,10000,1796063400
6000027,600,Clear,few clouds,01d,32,68,30,65,1025,79,17,40,18,10000,1796063400
6000028,800,Windy,light snow,02d,36,51,23,51,1014,71,17,78,57,10000,1796063400
6000029,600,Windy,few clouds,02d,34,33,27,56,997,29,15,214,73,10000,1796063400
6000030,600,Rain,clear sky,01d,55,61,36,55,1005,60,3,178,21,10000,1796063400
6000031,500,Snow,light snow,02d,44,47,39,60,1013,20,22,86,31,10000,1796063400
6000032,802,Clouds,moderate rain,10d,29,46,32,73,1021,80,27,223,35,10000,1796063400
6000033,600,Snow,light snow,02d,61,52,38,50,1010,41,15,129,20,10000,1796063400
6000034,802,Snow,few clouds,10d,39,29,30,47,1021,46,14,322,31,10000,1796063400
6000035,800,Windy,clear sky,02d,47,61,35,44,996,31,11,162,6,10000,1796063400
6000036,800,Clouds,few clouds,13d,46,68,31,47,1007,73,18,226,67,10000,1796063400
6000037,500,Clouds,light snow,02d,39,33,35,50,996,75,9,159,63,10000,1796063400
6000038,800,Clouds,few clouds,01d,45,61,10,67,1026,81,20,82,63,10000,1796063400
6000039,801,Snow,moderate rain,02d,67,35,36,53,1000,58,23,8,68,10000,1796063400
6000040,500,Clouds,clear sky,13d,52,60,9,41,999,24,18,154,2,10000,1796063400
6000041,600,Windy,moderate rain,10d,53,42,35,74,1023,44,8,351,24,10000,1796063400
6000042,800,Rain,light snow,01d,29,32,35,49,1030,70,15,20,14,10000,1796063400
6000043,500,Windy,moderate rain,01d,66,36,10,43,1017,77,26,275,27,10000,1796063400
6000044,800,Snow,few clouds,10d,47,63,24,59,1020,64,27,263,98,10000,1796063400
6000045,801,Snow,clear sky,01d,41,62,29,48,1021,82,7,4,93,10000,1796063400
6000046,801,Clear,few clouds,02d,55,52,17,48,1002,85,17,4,83,10000,1796063400
6000047,802,Clouds,light snow,10d,28,55,21,41,1023,43,16,323,13,10000,1796063400
6000048,802,Rain,light snow,10d,35,55,23,68,1013,38,9,178,75,10000,1796063400
6000049,800,Snow,moderate rain,13d,42,52,19,54,1029,59,9,126,69,10000,1796063400
6000050,801,Rain,clear sky,13d,64,36,28,69,1006,75,26,288,49,10000,1796063400
6000051,500,Rain,light snow,10d,30,28,38,75,992,76,21,197,69,10000,1796063400
6000052,800,Snow,clear sky,13d,34,43,20,50,997,80,20,351,15,10000,1796063400
6000053,500,Clear,moderate rain,13d,35,52,9,55,1008,19,5,123,52,10000,1796063400
6000054,801,Clear,moderate rain,10d,36,30,11,77,999,39,25,88,60,10000,1796063400
6000055,600,Clear,few clouds,10d,38,53,8,64,1026,79,18,44,85,10000,1796063400
6000056,802,Snow,clear sky,13d,43,60,20,72,1019,24,11,225,82,10000,1796063400
6000057,802,Snow,few clouds,10d,29,65,27,46,1001,40,12,305,26,10000,1796063400
6000058,500,Clouds,few clouds,10d,59,32,11,59,1023,71,10,105,40,10000,1796063400
6000059,500,Windy,light snow,02d,64,36,17,72,994,52,12,26,58,10000,1796063400
6000060,600,Windy,few clouds,10d,53,40,38,54,1019,25,8,212,21,10000,1796063400
6000061,801,Windy,few clouds,01d,47,59,38,64,1025,30,12,238,92,10000,1796063400
6000062,500,Snow,few clouds,02d,44,40,37,61,1018,17,14,311,71,10000,1796063400
6000063,500,Clear,moderate rain,13d,39,38,40,70,1026,27,28,117,18,10000,1796063400
6000064,801,Windy,few clouds,01d,45,43,25,64,998,24,6,168,30,10000,1796063400
6000065,600,Clear,clear sky,10d,40,47,8,53,1000,71,18,300,71,10000,1796063400
6000066,500,Windy,moderate rain,10d,42,43,36,58,1021,22,23,149,28,10000,1796063400
6000067,801,Clouds,light snow,01d,39,46,35,77,1006,70,17,268,40,10000,1796063400
