page_id,property_name,property_type,value
pg_q_0001,Category,select,peripheral_nerve
pg_q_0001,Module,select,M2
pg_q_0001,Correct,checkbox,true
pg_q_0001,Difficulty,select,hard
pg_q_0001,Time Seconds,number,154
pg_q_0001,Domain Weight %,number,15
pg_q_0002,Category,select,peripheral_nerve
pg_q_0002,Module,select,M2
pg_q_0002,Correct,checkbox,true
pg_q_0002,Difficulty,select,medium
pg_q_0002,Time Seconds,number,98
pg_q_0002,Domain Weight %,number,15
pg_q_0003,Category,select,peripheral_nerve
pg_q_0003,Module,select,M2
pg_q_0003,Correct,checkbox,true
pg_q_0003,Difficulty,select,medium
pg_q_0003,Time Seconds,number,111
pg_q_0003,Domain Weight %,number,15
pg_q_0004,Category,select,peripheral_nerve
pg_q_0004,Module,select,M2
pg_q_0004,Correct,checkbox,true
pg_q_0004,Difficulty,select,medium
pg_q_0004,Time Seconds,number,181
pg_q_0004,Domain Weight %,number,15
pg_q_0005,Category,select,peripheral_nerve
pg_q_0005,Module,select,M2
pg_q_0005,Correct,checkbox,true
pg_q_0005,Difficulty,select,hard
pg_q_0005,Time Seconds,number,71
pg_q_0005,Domain Weight %,number,15
pg_q_0006,Category,select,peripheral_nerve
pg_q_0006,Module,select,M2
pg_q_0006,Correct,checkbox,true
pg_q_0006,Difficulty,select,medium
pg_q_0006,Time Seconds,number,85
pg_q_0006,Domain Weight %,number,15
pg_q_0007,Category,select,peripheral_nerve
pg_q_0007,Module,select,M2
pg_q_0007,Correct,checkbox,true
pg_q_0007,Difficulty,select,medium
pg_q_0007,Time Seconds,number,89
pg_q_0007,Domain Weight %,number,15
pg_q_0008,Category,select,peripheral_nerve
pg_q_0008,Module,select,M2
pg_q_0008,Correct,checkbox,true
pg_q_0008,Difficulty,select,easy
pg_q_0008,Time Seconds,number,152
pg_q_0008,Domain Weight %,number,15
pg_q_0009,Category,select,peripheral_nerve
pg_q_0009,Module,select,M2
pg_q_0009,Correct,checkbox,true
pg_q_0009,Difficulty,select,medium
pg_q_0009,Time Seconds,number,113
pg_q_0009,Domain Weight %,number,15
pg_q_0010,Category,select,peripheral_nerve
pg_q_0010,Module,select,M2
pg_q_0010,Correct,checkbox,true
pg_q_0010,Difficulty,select,medium
pg_q_0010,Time Seconds,number,110
pg_q_0010,Domain Weight %,number,15
pg_q_0011,Category,select,peripheral_nerve
pg_q_0011,Module,select,M2
pg_q_0011,Correct,checkbox,true
pg_q_0011,Difficulty,select,easy
pg_q_0011,Time Seconds,number,151
pg_q_0011,Domain Weight %,number,15
pg_q_0012,Category,select,peripheral_nerve
pg_q_0012,Module,select,M2
pg_q_0012,Correct,checkbox,true
pg_q_0012,Difficulty,select,easy
pg_q_0012,Time Seconds,number,112
pg_q_0012,Domain Weight %,number,15
pg_q_0013,Category,select,peripheral_nerve
pg_q_0013,Module,select,M2
pg_q_0013,Correct,checkbox,true
pg_q_0013,Difficulty,select,medium
pg_q_0013,Time Seconds,number,151
pg_q_0013,Domain Weight %,number,15
pg_q_0014,Category,select,peripheral_nerve
pg_q_0014,Module,select,M2
pg_q_0014,Correct,checkbox,true
pg_q_0014,Difficulty,select,hard
pg_q_0014,Time Seconds,number,91
pg_q_0014,Domain Weight %,number,15
pg_q_0015,Category,select,peripheral_nerve
pg_q_0015,Module,select,M2
pg_q_0015,Correct,checkbox,true
pg_q_0015,Difficulty,select,hard
pg_q_0015,Time Seconds,number,93
pg_q_0015,Domain Weight %,number,15
pg_q_0016,Category,select,peripheral_nerve
pg_q_0016,Module,select,M2
pg_q_0016,Correct,checkbox,true
pg_q_0016,Difficulty,select,hard
pg_q_0016,Time Seconds,number,182
pg_q_0016,Domain Weight %,number,15
pg_q_0017,Category,select,peripheral_nerve
pg_q_0017,Module,select,M2
pg_q_0017,Correct,checkbox,true
pg_q_0017,Difficulty,select,hard
pg_q_0017,Time Seconds,number,166
pg_q_0017,Domain Weight %,number,15
pg_q_0018,Category,select,peripheral_nerve
pg_q_0018,Module,select,M2
pg_q_0018,Correct,checkbox,true
pg_q_0018,Difficulty,select,hard
pg_q_0018,Time Seconds,number,186
pg_q_0018,Domain Weight %,number,15
pg_q_0019,Category,select,peripheral_nerve
pg_q_0019,Module,select,M2
pg_q_0019,Correct,checkbox,true
pg_q_0019,Difficulty,select,hard
pg_q_0019,Time Seconds,number,76
pg_q_0019,Domain Weight %,number,15
pg_q_0020,Category,select,peripheral_nerve
pg_q_0020,Module,select,M2
pg_q_0020,Correct,checkbox,true
pg_q_0020,Difficulty,select,easy
pg_q_0020,Time Seconds,number,128
pg_q_0020,Domain Weight %,number,15
pg_q_0021,Category,select,peripheral_nerve
pg_q_0021,Module,select,M2
pg_q_0021,Correct,checkbox,true
pg_q_0021,Difficulty,select,easy
pg_q_0021,Time Seconds,number,164
pg_q_0021,Domain Weight %,number,15
pg_q_0022,Category,select,peripheral_nerve
pg_q_0022,Module,select,M2
pg_q_0022,Correct,checkbox,true
pg_q_0022,Difficulty,select,medium
pg_q_0022,Time Seconds,number,44
pg_q_0022,Domain Weight %,number,15
pg_q_0023,Category,select,peripheral_nerve
pg_q_0023,Module,select,M2
pg_q_0023,Correct,checkbox,true
pg_q_0023,Difficulty,select,medium
pg_q_0023,Time Seconds,number,85
pg_q_0023,Domain Weight %,number,15
pg_q_0024,Category,select,peripheral_nerve
pg_q_0024,Module,select,M2
pg_q_0024,Correct,checkbox,true
pg_q_0024,Difficulty,select,medium
pg_q_0024,Time Seconds,number,101
pg_q_0024,Domain Weight %,number,15
pg_q_0025,Category,select,peripheral_nerve
pg_q_0025,Module,select,M2
pg_q_0025,Correct,checkbox,true
pg_q_0025,Difficulty,select,easy
pg_q_0025,Time Seconds,number,45
pg_q_0025,Domain Weight %,number,15
pg_q_0026,Category,select,peripheral_nerve
pg_q_0026,Module,select,M2
pg_q_0026,Correct,checkbox,true
pg_q_0026,Difficulty,select,medium
pg_q_0026,Time Seconds,number,120
pg_q_0026,Domain Weight %,number,15
pg_q_0027,Category,select,peripheral_nerve
pg_q_0027,Module,select,M2
pg_q_0027,Correct,checkbox,true
pg_q_0027,Difficulty,select,medium
pg_q_0027,Time Seconds,number,127
pg_q_0027,Domain Weight %,number,15
pg_q_0028,Category,select,peripheral_nerve
pg_q_0028,Module,select,M2
pg_q_0028,Correct,checkbox,true
pg_q_0028,Difficulty,select,medium
pg_q_0028,Time Seconds,number,141
pg_q_0028,Domain Weight %,number,15
pg_q_0029,Category,select,peripheral_nerve
pg_q_0029,Module,select,M2
pg_q_0029,Correct,checkbox,true
pg_q_0029,Difficulty,select,medium
pg_q_0029,Time Seconds,number,58
pg_q_0029,Domain Weight %,number,15
pg_q_0030,Category,select,peripheral_nerve
pg_q_0030,Module,select,M2
pg_q_0030,Correct,checkbox,true
pg_q_0030,Difficulty,select,easy
pg_q_0030,Time Seconds,number,190
pg_q_0030,Domain Weight %,number,15
pg_q_0031,Category,select,peripheral_nerve
pg_q_0031,Module,select,M2
pg_q_0031,Correct,checkbox,true
pg_q_0031,Difficulty,select,medium
pg_q_0031,Time Seconds,number,180
pg_q_0031,Domain Weight %,number,15
pg_q_0032,Category,select,peripheral_nerve
pg_q_0032,Module,select,M2
pg_q_0032,Correct,checkbox,true
pg_q_0032,Difficulty,select,medium
pg_q_0032,Time Seconds,number,126
pg_q_0032,Domain Weight %,number,15
pg_q_0033,Category,select,peripheral_nerve
pg_q_0033,Module,select,M2
pg_q_0033,Correct,checkbox,true
pg_q_0033,Difficulty,select,hard
pg_q_0033,Time Seconds,number,184
pg_q_0033,Domain Weight %,number,15
pg_q_0034,Category,select,peripheral_nerve
pg_q_0034,Module,select,M2
pg_q_0034,Correct,checkbox,true
pg_q_0034,Difficulty,select,hard
pg_q_0034,Time Seconds,number,165
pg_q_0034,Domain Weight %,number,15
pg_q_0035,Category,select,peripheral_nerve
pg_q_0035,Module,select,M2
pg_q_0035,Correct,checkbox,true
pg_q_0035,Difficulty,select,medium
pg_q_0035,Time Seconds,number,171
pg_q_0035,Domain Weight %,number,15
pg_q_0036,Category,select,peripheral_nerve
pg_q_0036,Module,select,M2
pg_q_0036,Correct,checkbox,true
pg_q_0036,Difficulty,select,medium
pg_q_0036,Time Seconds,number,149
pg_q_0036,Domain Weight %,number,15
pg_q_0037,Category,select,peripheral_nerve
pg_q_0037,Module,select,M2
pg_q_0037,Correct,checkbox,true
pg_q_0037,Difficulty,select,hard
pg_q_0037,Time Seconds,number,99
pg_q_0037,Domain Weight %,number,15
pg_q_0038,Category,select,peripheral_nerve
pg_q_0038,Module,select,M2
pg_q_0038,Correct,checkbox,true
pg_q_0038,Difficulty,select,hard
pg_q_0038,Time Seconds,number,131
pg_q_0038,Domain Weight %,number,15
pg_q_0039,Category,select,peripheral_nerve
pg_q_0039,Module,select,M2
pg_q_0039,Correct,checkbox,true
pg_q_0039,Difficulty,select,hard
pg_q_0039,Time Seconds,number,101
pg_q_0039,Domain Weight %,number,15
pg_q_0040,Category,select,peripheral_nerve
pg_q_0040,Module,select,M2
pg_q_0040,Correct,checkbox,true
pg_q_0040,Difficulty,select,hard
pg_q_0040,Time Seconds,number,112
pg_q_0040,Domain Weight %,number,15
pg_q_0041,Category,select,peripheral_nerve
pg_q_0041,Module,select,M2
pg_q_0041,Correct,checkbox,true
pg_q_0041,Difficulty,select,hard
pg_q_0041,Time Seconds,number,109
pg_q_0041,Domain Weight %,number,15
pg_q_0042,Category,select,peripheral_nerve
pg_q_0042,Module,select,M2
pg_q_0042,Correct,checkbox,true
pg_q_0042,Difficulty,select,medium
pg_q_0042,Time Seconds,number,159
pg_q_0042,Domain Weight %,number,15
pg_q_0043,Category,select,peripheral_nerve
pg_q_0043,Module,select,M2
pg_q_0043,Correct,checkbox,true
pg_q_0043,Difficulty,select,easy
pg_q_0043,Time Seconds,number,134
pg_q_0043,Domain Weight %,number,15
pg_q_0044,Category,select,peripheral_nerve
pg_q_0044,Module,select,M2
pg_q_0044,Correct,checkbox,true
pg_q_0044,Difficulty,select,hard
pg_q_0044,Time Seconds,number,167
pg_q_0044,Domain Weight %,number,15
pg_q_0045,Category,select,peripheral_nerve
pg_q_0045,Module,select,M2
pg_q_0045,Correct,checkbox,true
pg_q_0045,Difficulty,select,easy
pg_q_0045,Time Seconds,number,64
pg_q_0045,Domain Weight %,number,15
pg_q_0046,Category,select,peripheral_nerve
pg_q_0046,Module,select,M2
pg_q_0046,Correct,checkbox,true
pg_q_0046,Difficulty,select,easy
pg_q_0046,Time Seconds,number,45
pg_q_0046,Domain Weight %,number,15
pg_q_0047,Category,select,peripheral_nerve
pg_q_0047,Module,select,M2
pg_q_0047,Correct,checkbox,true
pg_q_0047,Difficulty,select,medium
pg_q_0047,Time Seconds,number,127
pg_q_0047,Domain Weight %,number,15
pg_q_0048,Category,select,peripheral_nerve
pg_q_0048,Module,select,M2
pg_q_0048,Correct,checkbox,true
pg_q_0048,Difficulty,select,medium
pg_q_0048,Time Seconds,number,113
pg_q_0048,Domain Weight %,number,15
pg_q_0049,Category,select,peripheral_nerve
pg_q_0049,Module,select,M2
pg_q_0049,Correct,checkbox,true
pg_q_0049,Difficulty,select,easy
pg_q_0049,Time Seconds,number,170
pg_q_0049,Domain Weight %,number,15
pg_q_0050,Category,select,peripheral_nerve
pg_q_0050,Module,select,M2
pg_q_0050,Correct,checkbox,true
pg_q_0050,Difficulty,select,medium
pg_q_0050,Time Seconds,number,79
pg_q_0050,Domain Weight %,number,15
pg_q_0051,Category,select,peripheral_nerve
pg_q_0051,Module,select,M2
pg_q_0051,Correct,checkbox,true
pg_q_0051,Difficulty,select,easy
pg_q_0051,Time Seconds,number,84
pg_q_0051,Domain Weight %,number,15
pg_q_0052,Category,select,peripheral_nerve
pg_q_0052,Module,select,M2
pg_q_0052,Correct,checkbox,true
pg_q_0052,Difficulty,select,easy
pg_q_0052,Time Seconds,number,95
pg_q_0052,Domain Weight %,number,15
pg_q_0053,Category,select,peripheral_nerve
pg_q_0053,Module,select,M2
pg_q_0053,Correct,checkbox,true
pg_q_0053,Difficulty,select,easy
pg_q_0053,Time Seconds,number,144
pg_q_0053,Domain Weight %,number,15
pg_q_0054,Category,select,peripheral_nerve
pg_q_0054,Module,select,M2
pg_q_0054,Correct,checkbox,true
pg_q_0054,Difficulty,select,hard
pg_q_0054,Time Seconds,number,41
pg_q_0054,Domain Weight %,number,15
pg_q_0055,Category,select,peripheral_nerve
pg_q_0055,Module,select,M2
pg_q_0055,Correct,checkbox,true
pg_q_0055,Difficulty,select,easy
pg_q_0055,Time Seconds,number,175
pg_q_0055,Domain Weight %,number,15
pg_q_0056,Category,select,peripheral_nerve
pg_q_0056,Module,select,M2
pg_q_0056,Correct,checkbox,true
pg_q_0056,Difficulty,select,medium
pg_q_0056,Time Seconds,number,148
pg_q_0056,Domain Weight %,number,15
pg_q_0057,Category,select,peripheral_nerve
pg_q_0057,Module,select,M2
pg_q_0057,Correct,checkbox,false
pg_q_0057,Difficulty,select,hard
pg_q_0057,Time Seconds,number,86
pg_q_0057,Domain Weight %,number,15
pg_q_0058,Category,select,peripheral_nerve
pg_q_0058,Module,select,M2
pg_q_0058,Correct,checkbox,false
pg_q_0058,Difficulty,select,hard
pg_q_0058,Time Seconds,number,84
pg_q_0058,Domain Weight %,number,15
pg_q_0059,Category,select,peripheral_nerve
pg_q_0059,Module,select,M2
pg_q_0059,Correct,checkbox,false
pg_q_0059,Difficulty,select,hard
pg_q_0059,Time Seconds,number,125
pg_q_0059,Domain Weight %,number,15
pg_q_0060,Category,select,peripheral_nerve
pg_q_0060,Module,select,M2
pg_q_0060,Correct,checkbox,false
pg_q_0060,Difficulty,select,medium
pg_q_0060,Time Seconds,number,65
pg_q_0060,Domain Weight %,number,15
pg_q_0061,Category,select,peripheral_nerve
pg_q_0061,Module,select,M2
pg_q_0061,Correct,checkbox,false
pg_q_0061,Difficulty,select,easy
pg_q_0061,Time Seconds,number,99
pg_q_0061,Domain Weight %,number,15
pg_q_0062,Category,select,peripheral_nerve
pg_q_0062,Module,select,M2
pg_q_0062,Correct,checkbox,false
pg_q_0062,Difficulty,select,hard
pg_q_0062,Time Seconds,number,70
pg_q_0062,Domain Weight %,number,15
pg_q_0063,Category,select,peripheral_nerve
pg_q_0063,Module,select,M2
pg_q_0063,Correct,checkbox,false
pg_q_0063,Difficulty,select,medium
pg_q_0063,Time Seconds,number,149
pg_q_0063,Domain Weight %,number,15
pg_q_0064,Category,select,peripheral_nerve
pg_q_0064,Module,select,M2
pg_q_0064,Correct,checkbox,false
pg_q_0064,Difficulty,select,hard
pg_q_0064,Time Seconds,number,105
pg_q_0064,Domain Weight %,number,15
pg_q_0065,Category,select,peripheral_nerve
pg_q_0065,Module,select,M2
pg_q_0065,Correct,checkbox,false
pg_q_0065,Difficulty,select,easy
pg_q_0065,Time Seconds,number,159
pg_q_0065,Domain Weight %,number,15
pg_q_0066,Category,select,peripheral_nerve
pg_q_0066,Module,select,M2
pg_q_0066,Correct,checkbox,false
pg_q_0066,Difficulty,select,hard
pg_q_0066,Time Seconds,number,55
pg_q_0066,Domain Weight %,number,15
pg_q_0067,Category,select,peripheral_nerve
pg_q_0067,Module,select,M2
pg_q_0067,Correct,checkbox,false
pg_q_0067,Difficulty,select,medium
pg_q_0067,Time Seconds,number,95
pg_q_0067,Domain Weight %,number,15
pg_q_0068,Category,select,peripheral_nerve
pg_q_0068,Module,select,M2
pg_q_0068,Correct,checkbox,false
pg_q_0068,Difficulty,select,hard
pg_q_0068,Time Seconds,number,168
pg_q_0068,Domain Weight %,number,15
pg_q_0069,Category,select,tendon
pg_q_0069,Module,select,M3
pg_q_0069,Correct,checkbox,true
pg_q_0069,Difficulty,select,medium
pg_q_0069,Time Seconds,number,190
pg_q_0069,Domain Weight %,number,15
pg_q_0070,Category,select,tendon
pg_q_0070,Module,select,M3
pg_q_0070,Correct,checkbox,true
pg_q_0070,Difficulty,select,easy
pg_q_0070,Time Seconds,number,79
pg_q_0070,Domain Weight %,number,15
pg_q_0071,Category,select,tendon
pg_q_0071,Module,select,M3
pg_q_0071,Correct,checkbox,true
pg_q_0071,Difficulty,select,easy
pg_q_0071,Time Seconds,number,187
pg_q_0071,Domain Weight %,number,15
pg_q_0072,Category,select,tendon
pg_q_0072,Module,select,M3
pg_q_0072,Correct,checkbox,true
pg_q_0072,Difficulty,select,hard
pg_q_0072,Time Seconds,number,74
pg_q_0072,Domain Weight %,number,15
pg_q_0073,Category,select,tendon
pg_q_0073,Module,select,M3
pg_q_0073,Correct,checkbox,true
pg_q_0073,Difficulty,select,medium
pg_q_0073,Time Seconds,number,137
pg_q_0073,Domain Weight %,number,15
pg_q_0074,Category,select,tendon
pg_q_0074,Module,select,M3
pg_q_0074,Correct,checkbox,true
pg_q_0074,Difficulty,select,medium
pg_q_0074,Time Seconds,number,163
pg_q_0074,Domain Weight %,number,15
pg_q_0075,Category,select,tendon
pg_q_0075,Module,select,M3
pg_q_0075,Correct,checkbox,true
pg_q_0075,Difficulty,select,medium
pg_q_0075,Time Seconds,number,133
pg_q_0075,Domain Weight %,number,15
pg_q_0076,Category,select,tendon
pg_q_0076,Module,select,M3
pg_q_0076,Correct,checkbox,true
pg_q_0076,Difficulty,select,hard
pg_q_0076,Time Seconds,number,38
pg_q_0076,Domain Weight %,number,15
pg_q_0077,Category,select,tendon
pg_q_0077,Module,select,M3
pg_q_0077,Correct,checkbox,true
pg_q_0077,Difficulty,select,medium
pg_q_0077,Time Seconds,number,45
pg_q_0077,Domain Weight %,number,15
pg_q_0078,Category,select,tendon
pg_q_0078,Module,select,M3
pg_q_0078,Correct,checkbox,true
pg_q_0078,Difficulty,select,easy
pg_q_0078,Time Seconds,number,162
pg_q_0078,Domain Weight %,number,15
pg_q_0079,Category,select,tendon
pg_q_0079,Module,select,M3
pg_q_0079,Correct,checkbox,true
pg_q_0079,Difficulty,select,easy
pg_q_0079,Time Seconds,number,47
pg_q_0079,Domain Weight %,number,15
pg_q_0080,Category,select,tendon
pg_q_0080,Module,select,M3
pg_q_0080,Correct,checkbox,true
pg_q_0080,Difficulty,select,hard
pg_q_0080,Time Seconds,number,80
pg_q_0080,Domain Weight %,number,15
pg_q_0081,Category,select,tendon
pg_q_0081,Module,select,M3
pg_q_0081,Correct,checkbox,true
pg_q_0081,Difficulty,select,hard
pg_q_0081,Time Seconds,number,61
pg_q_0081,Domain Weight %,number,15
pg_q_0082,Category,select,tendon
