object_id,rate,shipment,status,tracking_number,tracking_status,carrier,label_url,created_time
shp_at_risk_0815,rate_at_risk_0815,shp_ment_at_risk_0815,SUCCESS,9400111202555512345700,DELIVERED,usps,https://shippo.mock/labels/shp_at_risk_0815.pdf,2026-08-15T14:30:00-04:00
shp_at_risk_0822,rate_at_risk_0822,shp_ment_at_risk_0822,SUCCESS,9400111202555512345701,DELIVERED,usps,https://shippo.mock/labels/shp_at_risk_0822.pdf,2026-08-22T14:30:00-04:00
shp_at_risk_0907,rate_at_risk_0907,shp_ment_at_risk_0907,SUCCESS,9400111202555512345702,DELIVERED,usps,https://shippo.mock/labels/shp_at_risk_0907.pdf,2026-09-07T14:30:00-04:00
shp_at_risk_0918,rate_at_risk_0918,shp_ment_at_risk_0918,SUCCESS,9400111202555512345703,DELIVERED,usps,https://shippo.mock/labels/shp_at_risk_0918.pdf,2026-09-18T14:30:00-04:00
shp_decoy_0903a,rate_decoy_0903a,shp_ment_decoy_0903a,SUCCESS,9400111202555512345704,DELIVERED_DAMAGED,usps,https://shippo.mock/labels/shp_decoy_0903a.pdf,2026-09-03T16:30:00-04:00
shp_decoy_0903b,rate_decoy_0903b,shp_ment_decoy_0903b,SUCCESS,9400111202555512345705,DELIVERED,usps,https://shippo.mock/labels/shp_decoy_0903b.pdf,2026-09-06T13:45:00-04:00
shp_03e05b9711eb07,rate_03e05b9711eb07,shp_ment_03e05b9711eb07,SUCCESS,9400111202555512345706,IN_TRANSIT,ups,https://shippo.mock/labels/shp_03e05b9711eb07.pdf,2026-08-05T13:30:00-04:00
shp_ee2dfa0f9349c8,rate_ee2dfa0f9349c8,shp_ment_ee2dfa0f9349c8,SUCCESS,9400111202555512345707,IN_TRANSIT,ups,https://shippo.mock/labels/shp_ee2dfa0f9349c8.pdf,2026-09-25T17:30:00-04:00
shp_451f5f18b08bb0,rate_451f5f18b08bb0,shp_ment_451f5f18b08bb0,SUCCESS,9400111202555512345708,DELIVERED,usps,https://shippo.mock/labels/shp_451f5f18b08bb0.pdf,2026-09-03T12:30:00-04:00
shp_82cc687f651d50,rate_82cc687f651d50,shp_ment_82cc687f651d50,SUCCESS,9400111202555512345709,DELIVERED,usps,https://shippo.mock/labels/shp_82cc687f651d50.pdf,2026-09-04T11:30:00-04:00
shp_2ed7112d1fb85c,rate_2ed7112d1fb85c,shp_ment_2ed7112d1fb85c,SUCCESS,9400111202555512345710,IN_TRANSIT,usps,https://shippo.mock/labels/shp_2ed7112d1fb85c.pdf,2026-08-24T18:30:00-04:00
shp_fa70ffe8d33f46,rate_fa70ffe8d33f46,shp_ment_fa70ffe8d33f46,SUCCESS,9400111202555512345711,DELIVERED,usps,https://shippo.mock/labels/shp_fa70ffe8d33f46.pdf,2026-09-20T11:30:00-04:00
shp_056d8bb5172ad6,rate_056d8bb5172ad6,shp_ment_056d8bb5172ad6,SUCCESS,9400111202555512345712,IN_TRANSIT,usps,https://shippo.mock/labels/shp_056d8bb5172ad6.pdf,2026-07-11T14:30:00-04:00
shp_d9036d15d5c462,rate_d9036d15d5c462,shp_ment_d9036d15d5c462,SUCCESS,9400111202555512345713,DELIVERED,usps,https://shippo.mock/labels/shp_d9036d15d5c462.pdf,2026-09-23T16:30:00-04:00
shp_6a2b058c1a7334,rate_6a2b058c1a7334,shp_ment_6a2b058c1a7334,SUCCESS,9400111202555512345714,SHIPPED,usps,https://shippo.mock/labels/shp_6a2b058c1a7334.pdf,2026-09-01T11:30:00-04:00
shp_92e3bfe28eb4f7,rate_92e3bfe28eb4f7,shp_ment_92e3bfe28eb4f7,SUCCESS,9400111202555512345715,DELIVERED,usps,https://shippo.mock/labels/shp_92e3bfe28eb4f7.pdf,2026-07-10T16:30:00-04:00
shp_4edb4d0458156a,rate_4edb4d0458156a,shp_ment_4edb4d0458156a,SUCCESS,9400111202555512345716,IN_TRANSIT,usps,https://shippo.mock/labels/shp_4edb4d0458156a.pdf,2026-08-25T13:30:00-04:00
shp_632e1ae3165c6f,rate_632e1ae3165c6f,shp_ment_632e1ae3165c6f,SUCCESS,9400111202555512345717,DELIVERED,usps,https://shippo.mock/labels/shp_632e1ae3165c6f.pdf,2026-09-03T10:30:00-04:00
shp_786c8324a565f0,rate_786c8324a565f0,shp_ment_786c8324a565f0,SUCCESS,9400111202555512345718,DELIVERED,usps,https://shippo.mock/labels/shp_786c8324a565f0.pdf,2026-08-04T13:30:00-04:00
shp_49b3151c265887,rate_49b3151c265887,shp_ment_49b3151c265887,SUCCESS,9400111202555512345719,DELIVERED,usps,https://shippo.mock/labels/shp_49b3151c265887.pdf,2026-09-28T10:30:00-04:00
shp_0defee024807d7,rate_0defee024807d7,shp_ment_0defee024807d7,SUCCESS,9400111202555512345720,DELIVERED,usps,https://shippo.mock/labels/shp_0defee024807d7.pdf,2026-07-03T11:30:00-04:00
shp_d197d5ca0d7d30,rate_d197d5ca0d7d30,shp_ment_d197d5ca0d7d30,SUCCESS,9400111202555512345721,DELIVERED,ups,https://shippo.mock/labels/shp_d197d5ca0d7d30.pdf,2026-09-20T12:30:00-04:00
shp_de8c59a09cf8bb,rate_de8c59a09cf8bb,shp_ment_de8c59a09cf8bb,SUCCESS,9400111202555512345722,IN_TRANSIT,ups,https://shippo.mock/labels/shp_de8c59a09cf8bb.pdf,2026-08-14T17:30:00-04:00
shp_9edaee73866383,rate_9edaee73866383,shp_ment_9edaee73866383,SUCCESS,9400111202555512345723,DELIVERED,usps,https://shippo.mock/labels/shp_9edaee73866383.pdf,2026-08-06T16:30:00-04:00
shp_ce578f2d10a52c,rate_ce578f2d10a52c,shp_ment_ce578f2d10a52c,SUCCESS,9400111202555512345724,DELIVERED,usps,https://shippo.mock/labels/shp_ce578f2d10a52c.pdf,2026-07-15T15:30:00-04:00
shp_02f112d18899f9,rate_02f112d18899f9,shp_ment_02f112d18899f9,SUCCESS,9400111202555512345725,DELIVERED,usps,https://shippo.mock/labels/shp_02f112d18899f9.pdf,2026-07-20T13:30:00-04:00
shp_6a5ef438c793fb,rate_6a5ef438c793fb,shp_ment_6a5ef438c793fb,SUCCESS,9400111202555512345726,DELIVERED,usps,https://shippo.mock/labels/shp_6a5ef438c793fb.pdf,2026-08-16T14:30:00-04:00
