id,page_id,name,prefix
lbl_proto_001,pg_ibrbvd_proto,bovine,global
lbl_proto_002,pg_ibrbvd_proto,vaccination,global
lbl_proto_003,pg_ibrbvd_proto,zoetis,global
lbl_vendor_001,pg_vendor_playbook,vendor,global
lbl_oncall_001,pg_oncall_sop,on-call,global
lbl_race_001,pg_race_checklist,rodeo,global
lbl_0003,pg_conf_0036,vaccination,global
lbl_0004,pg_conf_0016,colic,global
lbl_0005,pg_conf_0008,seasonal,global
lbl_0006,pg_conf_0012,emergency,global
lbl_0007,pg_conf_0032,on-call,global
lbl_0008,pg_conf_0002,protocol,global
lbl_0009,pg_conf_0007,truck,global
lbl_0010,pg_conf_0017,bovine,global
lbl_0011,pg_conf_0016,vendor,global
lbl_0012,pg_conf_0031,on-call,global
lbl_0013,pg_conf_0008,equine,global
lbl_0014,pg_conf_0024,bovine,global
lbl_0015,pg_conf_0040,seasonal,global
lbl_0016,pg_conf_0001,foaling,global
lbl_0017,pg_conf_0039,dental,global
lbl_0018,pg_conf_0008,herd-health,global
lbl_0019,pg_conf_0017,on-call,global
lbl_0020,pg_conf_0024,on-call,global
lbl_0021,pg_conf_0012,zoetis,global
lbl_0022,pg_conf_0038,colic,global
lbl_0023,pg_conf_0031,equine,global
lbl_0024,pg_conf_0029,colic,global
lbl_0025,pg_conf_0009,protocol,global
lbl_0026,pg_conf_0035,protocol,global
lbl_0027,pg_conf_0012,radiograph,global
lbl_0028,pg_conf_0013,on-call,global
lbl_0029,pg_conf_0034,on-call,global
lbl_0030,pg_conf_0037,lameness,global
lbl_0031,pg_conf_0006,vendor,global
lbl_0032,pg_conf_0002,lameness,global
lbl_0033,pg_conf_0032,colic,global
lbl_0034,pg_conf_0005,dental,global
lbl_0035,pg_conf_0004,bovine,global
lbl_0036,pg_conf_0028,foaling,global
lbl_0037,pg_conf_0032,vendor,global
lbl_0038,pg_conf_0036,vendor,global
lbl_0039,pg_conf_0035,on-call,global
lbl_0040,pg_conf_0023,on-call,global
lbl_0041,pg_conf_0015,ambulatory,global
lbl_0042,pg_conf_0036,on-call,global
lbl_0043,pg_conf_0006,zoetis,global
lbl_0044,pg_conf_0035,dental,global
lbl_0045,pg_conf_0040,bovine,global
lbl_0046,pg_conf_0023,vaccination,global
lbl_0047,pg_conf_0011,seasonal,global
lbl_0048,pg_conf_0030,on-call,global
lbl_0049,pg_conf_0001,vendor,global
lbl_0050,pg_conf_0025,protocol,global
lbl_0051,pg_conf_0021,emergency,global
lbl_0052,pg_conf_0022,ambulatory,global
lbl_0053,pg_conf_0020,vaccination,global
lbl_0054,pg_conf_0020,emergency,global
lbl_0055,pg_conf_0033,protocol,global
lbl_0056,pg_conf_0034,herd-health,global
lbl_0057,pg_conf_0029,sop,global
lbl_0058,pg_conf_0006,surgery,global
lbl_0059,pg_conf_0032,herd-health,global
lbl_0060,pg_conf_0001,bovine,global
lbl_0061,pg_conf_0013,ambulatory,global
lbl_0062,pg_conf_0004,reproduction,global
lbl_0063,pg_conf_0026,sop,global
lbl_0064,pg_conf_0019,radiograph,global
lbl_0065,pg_conf_0015,surgery,global
lbl_0066,pg_conf_0019,bovine,global
lbl_0067,pg_conf_0017,zoetis,global
lbl_0068,pg_conf_0010,colic,global
lbl_0069,pg_conf_0016,zoetis,global
lbl_0070,pg_conf_0019,reproduction,global
lbl_0071,pg_conf_0008,ambulatory,global
lbl_0072,pg_conf_0021,dental,global
lbl_0073,pg_conf_0009,seasonal,global
lbl_0074,pg_conf_0015,equine,global
lbl_0075,pg_conf_0017,bovine,global
lbl_0076,pg_conf_0017,surgery,global
lbl_0077,pg_conf_0009,ambulatory,global
lbl_0078,pg_conf_0025,reproduction,global
lbl_0079,pg_conf_0013,protocol,global
lbl_0080,pg_conf_0032,emergency,global
lbl_0081,pg_conf_0004,equine,global
lbl_0082,pg_conf_0032,emergency,global
lbl_0083,pg_conf_0033,vaccination,global
lbl_0084,pg_conf_0016,vendor,global
lbl_0085,pg_conf_0020,herd-health,global
lbl_0086,pg_conf_0011,vaccination,global
lbl_0087,pg_conf_0004,bovine,global
lbl_0088,pg_conf_0002,radiograph,global
lbl_0089,pg_conf_0008,herd-health,global
lbl_0090,pg_conf_0033,zoetis,global
lbl_0091,pg_conf_0023,seasonal,global
lbl_0092,pg_conf_0032,emergency,global
lbl_0093,pg_conf_0017,seasonal,global
lbl_0094,pg_conf_0010,radiograph,global
lbl_0095,pg_conf_0033,dental,global
lbl_0096,pg_conf_0018,foaling,global
lbl_0097,pg_conf_0001,dental,global
