order_id,user_id,retailer_id,status,subtotal,delivery_fee,service_fee,tip,total,placed_at,delivery_window_start,delivery_window_end,shopper_id
ord_001,usr_001,ret_001,delivered,87.50,3.99,5.99,8.00,105.48,2026-10-05T09:00:00-04:00,2026-10-05T12:00:00-04:00,2026-10-05T14:00:00-04:00,shp_001
ord_0002,usr_001,ret_001,delivered,85.92,3.99,5.99,14.97,81.41,2026-10-05T09:00:00-04:00,,,
ord_0003,usr_001,ret_001,delivered,59.09,3.99,5.99,10.99,88.41,2026-10-03T09:00:00-04:00,,,
ord_0004,usr_001,ret_001,delivered,58.74,3.99,5.99,12.03,138.01,2026-10-02T09:00:00-04:00,,,
ord_0005,usr_001,ret_001,delivered,54.09,3.99,5.99,10.33,57.91,2026-10-04T09:00:00-04:00,,,
ord_0006,usr_001,ret_001,delivered,71.91,3.99,5.99,10.50,88.34,2026-10-10T09:00:00-04:00,,,
ord_0007,usr_001,ret_001,delivered,63.84,3.99,5.99,7.05,85.54,2026-10-02T09:00:00-04:00,,,
ord_0008,usr_001,ret_001,delivered,48.90,3.99,5.99,7.94,68.70,2026-10-04T09:00:00-04:00,,,
ord_0009,usr_001,ret_001,delivered,96.17,3.99,5.99,12.07,144.62,2026-10-03T09:00:00-04:00,,,
ord_0010,usr_001,ret_001,delivered,44.18,3.99,5.99,6.25,61.09,2026-10-07T09:00:00-04:00,,,
ord_00011,usr_001,ret_001,delivered,76.80,3.99,5.99,12.69,80.21,2026-06-07T00:00:00-04:00,,,
ord_00012,usr_001,ret_001,delivered,104.88,3.99,5.99,13.37,113.93,2026-08-06T00:00:00-04:00,,,
ord_00013,usr_001,ret_001,delivered,53.45,3.99,5.99,14.89,139.21,2026-05-01T00:00:00-04:00,,,
ord_00014,usr_001,ret_001,delivered,93.14,3.99,5.99,12.19,142.17,2026-04-21T00:00:00-04:00,,,
ord_00015,usr_001,ret_001,delivered,125.17,3.99,5.99,4.55,110.88,2026-05-17T00:00:00-04:00,,,
