city_id,weather_id,weather_main,weather_description,weather_icon,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds,visibility,dt
5128581,804,Clouds,overcast clouds,04d,286.5,285.8,284.2,288.7,1014,84,4.6,210,68,10000,1791399600
2643743,500,Rain,light rain,10d,286.5,285.8,284.2,288.7,1014,84,4.6,210,68,10000,1748340000
2988507,803,Clouds,broken clouds,04d,286.5,285.8,284.2,288.7,1014,84,4.6,210,68,10000,1748340000
1850147,501,Rain,moderate rain,10d,286.5,285.8,284.2,288.7,1014,84,4.6,210,68,10000,1748340000
2147714,741,Fog,fog,50d,286.5,285.8,284.2,288.7,1014,84,4.6,210,68,10000,1748340000
4887398,802,Clouds,scattered clouds,03d,286.5,285.8,284.2,288.7,1014,84,4.6,210,68,10000,1748340000
5128588,811,Clouds,overcast clouds,04d,286.5,285.8,284.2,288.7,1014,84,4.6,210,68,10000,1748340000
2643751,508,Rain,light rain,10d,286.5,285.8,284.2,288.7,1014,84,4.6,210,68,10000,1748340000
2988516,812,Clouds,broken clouds,04d,286.5,285.8,284.2,288.7,1014,84,4.6,210,68,10000,1748340000
1850157,511,Rain,moderate rain,10d,286.5,285.8,284.2,288.7,1014,84,4.6,210,68,10000,1748340000
2147725,752,Fog,fog,50d,286.5,285.8,284.2,288.7,1014,84,4.6,210,68,10000,1748340000
4887410,814,Clouds,scattered clouds,03d,286.5,285.8,284.2,288.7,1014,84,4.6,210,68,10000,1748340000
5128594,817,Clouds,overcast clouds,04d,286.5,285.8,284.2,288.7,1014,84,4.6,210,68,10000,1748340000
2643757,514,Rain,light rain,10d,286.5,285.8,284.2,288.7,1014,84,4.6,210,68,10000,1748340000
2988522,818,Clouds,broken clouds,04d,286.5,285.8,284.2,288.7,1014,84,4.6,210,68,10000,1748340000
1850163,517,Rain,moderate rain,10d,286.5,285.8,284.2,288.7,1014,84,4.6,210,68,10000,1748340000
2147731,758,Fog,fog,50d,286.5,285.8,284.2,288.7,1014,84,4.6,210,68,10000,1748340000
4887416,820,Clouds,scattered clouds,03d,286.5,285.8,284.2,288.7,1014,84,4.6,210,68,10000,1748340000
5128600,823,Clouds,overcast clouds,04d,286.5,285.8,284.2,288.7,1014,84,4.6,210,68,10000,1748340000
2643763,520,Rain,light rain,10d,286.5,285.8,284.2,288.7,1014,84,4.6,210,68,10000,1748340000
2988528,824,Clouds,broken clouds,04d,286.5,285.8,284.2,288.7,1014,84,4.6,210,68,10000,1748340000
1850169,523,Rain,moderate rain,10d,286.5,285.8,284.2,288.7,1014,84,4.6,210,68,10000,1748340000
