tableId,id,name,type
tbl57f4525e-2845-,fldd8ad5606-6864-,Title,singleLineText
tbl57f4525e-2845-,fld38354ad3-a5c9-,Publish date,date
tbl57f4525e-2845-,fldf6412a66-4526-,Owner,singleCollaborator
tbl57f4525e-2845-,fld3c6339b5-f79b-,Status,singleSelect
tbl57f4525e-2845-,fld0b855999-9c61-,Word count,number
tbl57f4525e-2845-,flde83af2bc-b6f0-,Sponsor slot,singleSelect
tbl57f4525e-2845-,fld8a154774-5757-,Draft link,url
tbl57f4525e-2845-,fldc3fe84b3-b1d4-,Notes,multilineText
tblbd59c8cc-78a6-,fld98ec06ea-c2ee-,Item,singleLineText
tblbd59c8cc-78a6-,fldb4d8f62f-3899-,Category,singleSelect
tblbd59c8cc-78a6-,flddb838b69-1bfd-,Price,currency
tblbd59c8cc-78a6-,fldf9f22c90-4880-,Vendor,singleLineText
tblbd59c8cc-78a6-,fld7e775971-a2a4-,Purchased,checkbox
tblbd59c8cc-78a6-,flda7d35f02-2ba1-,Gift wrap,checkbox
tblbd59c8cc-78a6-,fld2d344cee-4c0d-,Notes,multilineText
tble6326425-0bfd-,fld478d0de2-0474-,Address,singleLineText
tble6326425-0bfd-,fld269c7526-396c-,Price,currency
tble6326425-0bfd-,fld03e945c3-498d-,Beds,number
tble6326425-0bfd-,fld59dcedfd-9530-,Baths,number
tble6326425-0bfd-,fld862e5191-e309-,Sqft,number
tble6326425-0bfd-,fld47562fb1-e19a-,Showing date,date
tble6326425-0bfd-,fldadeac6cd-3c98-,Verdict,singleSelect
tble6326425-0bfd-,fldf77d2fd8-268f-,Notes,multilineText
tbl8bf2bbdd-5238-,fld9925cd7f-22f5-,Sponsor,singleLineText
tbl8bf2bbdd-5238-,fld71d31dae-50ad-,Tier,singleSelect
tbl8bf2bbdd-5238-,fld3aea3795-9709-,Status,singleSelect
tbl8bf2bbdd-5238-,fldcb5971ca-3ce6-,2026 closed won,currency
tbl8bf2bbdd-5238-,fldda9e22bb-ff1f-,2026 settled,currency
tbl8bf2bbdd-5238-,fld3cac3801-90fc-,Renewal target,currency
tbl8bf2bbdd-5238-,fldef650fbb-fd5b-,Contact email,email
tbl8bf2bbdd-5238-,fldee21e29b-9131-,Notes,multilineText
tbldac0cc3d-ad7d-,fldaa8c9322-b6ea-,Machine,singleLineText
tbldac0cc3d-ad7d-,flddd98f9f0-c461-,OS,singleSelect
tbldac0cc3d-ad7d-,fld9306fec1-caad-,Difficulty,singleSelect
tbldac0cc3d-ad7d-,fld6c8cee7f-0b00-,Rooted,checkbox
tbldac0cc3d-ad7d-,fld2d160a57-2764-,Notes,multilineText
tbl1a6afd4d-9f0e-,fld4f5625c4-6902-,Reader email hash,singleLineText
tbl1a6afd4d-9f0e-,fld78bd12d0-9358-,Feedback,multilineText
