tableId,id,name,type
tblVolunteer0001,fldVolName000001,Name,singleLineText
tblVolunteer0001,fldVolEmail00001,Email,email
tblVolunteer0001,fldVolPhone00001,Phone,singleLineText
tblVolunteer0001,fldVolRSVP000001,RSVPStatus,singleSelect
tblVolunteer0001,fldVolSkill00001,Skill,singleLineText
tblVolunteer0001,fldVolNotes00001,Notes,singleLineText
tblVolunteer0001,fldVolTask00001,SignupTask,singleLineText
tblInventory0001,fldInvItem000001,Item,singleLineText
tblInventory0001,fldInvQty0000001,Qty,number
tblInventory0001,fldInvCost000001,UnitCost,number
tblInventory0001,fldInvVendor0001,Vendor,singleLineText
tblInventory0001,fldInvUpdated001,LastUpdated,singleLineText
tblInventory0001,fldInvNotes00001,Notes,singleLineText
tblInvLedger0001,fldLedInvID00001,InvoiceID,singleLineText
tblInvLedger0001,fldLedCust000001,Customer,singleLineText
tblInvLedger0001,fldLedAmount0001,Amount,number
tblInvLedger0001,fldLedStatus0001,Status,singleSelect
tblInvLedger0001,fldLedNotes00001,Notes,singleLineText
