pipeline_id,pipeline_label,stage_id,stage_label,display_order,probability,closed
default,Sales Pipeline,appointmentscheduled,Appointment Scheduled,0,0.2,false
default,Sales Pipeline,qualifiedtobuy,Qualified To Buy,1,0.4,false
default,Sales Pipeline,presentationscheduled,Presentation Scheduled,2,0.6,false
default,Sales Pipeline,decisionmakerboughtin,Decision Maker Bought-In,3,0.8,false
default,Sales Pipeline,closedwon,Closed Won,4,1.0,true
default,Sales Pipeline,closedlost,Closed Lost,5,0.0,true
default,Sales Pipeline,closedwon,Decision Maker Bought-In,5,0.7,false
default,Sales Pipeline,qualifiedtobuy,Closed Won,3,0.2,false
default,Sales Pipeline,decisionmakerboughtin,Closed Lost,0,0.2,false
default,Sales Pipeline,closedlost,Qualified To Buy,3,0.9,false
default,Sales Pipeline,qualifiedtobuy,Qualified To Buy,1,0.4,false
default,Sales Pipeline,appointmentscheduled,Closed Lost,4,0.5,true
default,Sales Pipeline,decisionmakerboughtin,Presentation Scheduled,2,0.9,false
default,Sales Pipeline,closedwon,Presentation Scheduled,1,0.7,false
default,Sales Pipeline,qualifiedtobuy,Closed Won,1,0.6,false
default,Sales Pipeline,appointmentscheduled,Decision Maker Bought-In,4,0.9,false
default,Sales Pipeline,appointmentscheduled,Qualified To Buy,3,0.9,true
default,Sales Pipeline,presentationscheduled,Closed Lost,1,0.5,false
default,Sales Pipeline,presentationscheduled,Closed Lost,0,0.1,true
default,Sales Pipeline,decisionmakerboughtin,Presentation Scheduled,2,0.9,true
default,Sales Pipeline,closedwon,Closed Lost,2,1.0,false
default,Sales Pipeline,appointmentscheduled,Appointment Scheduled,3,0.0,false
default,Sales Pipeline,appointmentscheduled,Appointment Scheduled,3,0.4,true
default,Sales Pipeline,appointmentscheduled,Closed Lost,1,1.0,false
default,Sales Pipeline,qualifiedtobuy,Presentation Scheduled,4,0.5,true
default,Sales Pipeline,decisionmakerboughtin,Presentation Scheduled,0,0.4,false
default,Sales Pipeline,appointmentscheduled,Qualified To Buy,4,0.2,false
default,Sales Pipeline,presentationscheduled,Qualified To Buy,1,0.2,false
default,Sales Pipeline,decisionmakerboughtin,Closed Lost,1,0.8,false
default,Sales Pipeline,presentationscheduled,Decision Maker Bought-In,1,0.9,false
default,Sales Pipeline,qualifiedtobuy,Closed Lost,2,0.7,false
default,Sales Pipeline,closedwon,Appointment Scheduled,1,0.8,false
default,Sales Pipeline,qualifiedtobuy,Decision Maker Bought-In,0,0.4,false
default,Sales Pipeline,closedwon,Presentation Scheduled,4,0.7,false
default,Sales Pipeline,presentationscheduled,Closed Lost,2,0.7,false
default,Sales Pipeline,decisionmakerboughtin,Decision Maker Bought-In,3,0.7,false
default,Sales Pipeline,closedlost,Presentation Scheduled,0,0.9,false
default,Sales Pipeline,appointmentscheduled,Presentation Scheduled,1,0.0,true
default,Sales Pipeline,presentationscheduled,Closed Lost,4,1.0,true
default,Sales Pipeline,appointmentscheduled,Closed Lost,2,0.2,false
default,Sales Pipeline,qualifiedtobuy,Qualified To Buy,4,0.2,true
default,Sales Pipeline,closedwon,Qualified To Buy,3,0.9,false
default,Sales Pipeline,decisionmakerboughtin,Closed Lost,3,0.9,true
default,Sales Pipeline,qualifiedtobuy,Closed Lost,5,0.9,true
default,Sales Pipeline,decisionmakerboughtin,Decision Maker Bought-In,5,0.5,true
default,Sales Pipeline,qualifiedtobuy,Appointment Scheduled,2,0.1,false
default,Sales Pipeline,closedwon,Qualified To Buy,2,0.8,false
default,Sales Pipeline,closedlost,Closed Won,4,0.2,false
default,Sales Pipeline,closedlost,Presentation Scheduled,1,1.0,false
default,Sales Pipeline,decisionmakerboughtin,Qualified To Buy,2,0.8,true
default,Sales Pipeline,closedwon,Qualified To Buy,1,0.1,false
default,Sales Pipeline,presentationscheduled,Qualified To Buy,4,0.2,false
