ts,channel_id,user_id,text,thread_ts,reply_count,reactions
1723567200.000000,C_YM_GEN,U_SAM,Etsy just hiked international lane fees again.,,2,
1723570800.123456,C_YM_GEN,U_MW_012,"Sam, saw the Zuni-turquoise cuff, clean work.",,2,:fire:
1723574400.246912,C_MW_GEN,U_MW_006,Youth mentoring pushing the December event to the 15th.,,1,:raised_hands:
1723578000.370368,C_MW_GEN,U_MW_018,Thomas dropped a rework tutorial for older clasps.,,1,
1723581600.493824,C_MW_STONES,U_MW_020,Anyone shipping to Red Earth in Sedona this month?,,3,:fire:
1723585200.617280,C_MW_STONES,U_MW_004,Anyone else seeing Cloudflare misses since Nov?,,2,:raised_hands:
1723588800.740736,C_YM_GEN,U_MW_004,Thomas dropped a rework tutorial for older clasps.,,4,:raised_hands:
1723592400.864192,C_MW_GALLERIES,U_MW_006,"Fresh lot from Otteson landed, Kingman and Number 8.",,4,
1723596000.987648,C_MW_GEN,U_MW_018,Anyone free for a bench-share night?,,3,
1723599601.111104,C_MW_GEN,U_MW_016,Anyone running a torch swap this weekend?,,0,:raised_hands:
1723603201.234560,C_MW_GALLERIES,U_MW_012,Anyone free for a bench-share night?,,3,
1723606801.358016,C_MW_STONES,U_MW_003,Anyone shipping to Red Earth in Sedona this month?,,2,:raised_hands:
1723610401.481472,C_MW_GALLERIES,U_MW_008,Anyone running a torch swap this weekend?,,2,:fire:
1723614001.604928,C_MW_GEN,U_MW_015,"Fresh lot from Otteson landed, Kingman and Number 8.",,0,:raised_hands:
1723617601.728384,C_MW_GEN,U_MW_005,Anyone shipping to Red Earth in Sedona this month?,,4,
1723621201.851840,C_MW_GALLERIES,U_MW_016,"Mexico lot dropped again, I can pass the outline.",,3,:raised_hands:
1723624801.975296,C_MW_GALLERIES,U_MW_020,Etsy just hiked international lane fees again.,,0,
1723628402.098752,C_MW_STONES,U_MW_019,Anyone free for a bench-share night?,,1,:raised_hands:
1723632002.222208,C_MW_GEN,U_MW_009,Angela at Turquoise Trail is looking for smaller cuffs.,,1,
1723635602.345664,C_MW_GALLERIES,U_MW_007,Thomas dropped a rework tutorial for older clasps.,,0,
1723639202.469120,C_YM_GEN,U_MW_003,"Fresh lot from Otteson landed, Kingman and Number 8.",,1,:raised_hands:
1723642802.592576,C_MW_GEN,U_MW_004,Anyone running a torch swap this weekend?,,3,
1723646402.716032,C_MW_GALLERIES,U_MW_009,"Sam, saw the Zuni-turquoise cuff, clean work.",,4,:raised_hands:
1723650002.839488,C_MW_STONES,U_MW_006,Youth mentoring pushing the December event to the 15th.,,4,:fire:
1723653602.962944,C_YM_GEN,U_MW_012,Etsy just hiked international lane fees again.,,2,
1723657203.086400,C_MW_STONES,U_MW_019,Anyone running a torch swap this weekend?,,1,:fire:
1723660803.209856,C_MW_GALLERIES,U_MW_006,Angela at Turquoise Trail is looking for smaller cuffs.,,3,
1723664403.333312,C_MW_STONES,U_MW_019,"Sam, saw the Zuni-turquoise cuff, clean work.",,1,
1723668003.456768,C_MW_STONES,U_MW_006,"Sam, saw the Zuni-turquoise cuff, clean work.",,4,:fire:
1723671603.580224,C_MW_GALLERIES,U_MW_012,Anyone running a torch swap this weekend?,,4,
1723675203.703680,C_YM_GEN,U_THOMAS,Angela at Turquoise Trail is looking for smaller cuffs.,,2,
1723678803.827136,C_MW_GALLERIES,U_MW_017,"Sam, saw the Zuni-turquoise cuff, clean work.",,4,
1723682403.950592,C_MW_GALLERIES,U_MW_004,Anyone shipping to Red Earth in Sedona this month?,,2,:raised_hands:
1723686004.074048,C_MW_GALLERIES,U_MW_015,Angela at Turquoise Trail is looking for smaller cuffs.,,0,
1723689604.197504,C_MW_GALLERIES,U_MW_018,Etsy just hiked international lane fees again.,,2,
1723693204.320960,C_YM_GEN,U_MW_005,Anyone free for a bench-share night?,,4,:raised_hands:
1723696804.444416,C_MW_GALLERIES,U_MW_012,Anyone free for a bench-share night?,,1,:fire:
1723700404.567872,C_MW_STONES,U_MW_018,"Mexico lot dropped again, I can pass the outline.",,0,:raised_hands:
1723704004.691328,C_MW_GEN,U_MW_014,"Fresh lot from Otteson landed, Kingman and Number 8.",,1,
1723707604.814784,C_YM_GEN,U_MW_003,Angela at Turquoise Trail is looking for smaller cuffs.,,4,
1723711204.938240,C_MW_GALLERIES,U_MW_015,Thomas dropped a rework tutorial for older clasps.,,4,:raised_hands:
1723714805.061696,C_MW_GALLERIES,U_MW_019,Youth mentoring pushing the December event to the 15th.,,2,:raised_hands:
1723718405.185152,C_YM_GEN,U_MW_005,"Sam, saw the Zuni-turquoise cuff, clean work.",,2,:fire:
1723722005.308608,C_YM_GEN,U_MW_014,Anyone free for a bench-share night?,,3,
1723725605.432064,C_MW_STONES,U_MW_011,"Sam, saw the Zuni-turquoise cuff, clean work.",,2,:fire:
1723729205.555520,C_YM_GEN,U_MW_014,"Fresh lot from Otteson landed, Kingman and Number 8.",,1,
1723732805.678976,C_MW_GEN,U_MW_019,Etsy just hiked international lane fees again.,,4,:raised_hands:
1723736405.802432,C_MW_GEN,U_MW_003,Etsy just hiked international lane fees again.,,3,:raised_hands:
1723740005.925888,C_MW_STONES,U_THOMAS,Gallup fair is filling up early this year.,,0,:fire:
1723743606.049344,C_YM_GEN,U_MW_008,Etsy just hiked international lane fees again.,,2,:raised_hands:
1723747206.172800,C_YM_GEN,U_MW_015,"Mexico lot dropped again, I can pass the outline.",,0,:fire:
1723750806.296256,C_MW_GEN,U_SAM,Etsy just hiked international lane fees again.,,0,
1723754406.419712,C_MW_STONES,U_MW_003,"Mexico lot dropped again, I can pass the outline.",,4,
1723758006.543168,C_MW_STONES,U_MW_008,Etsy just hiked international lane fees again.,,1,
1723761606.666624,C_MW_GALLERIES,U_MW_007,Anyone free for a bench-share night?,,0,:raised_hands:
1723765206.790080,C_MW_STONES,U_MW_011,Thomas dropped a rework tutorial for older clasps.,,3,:fire:
1723768806.913536,C_MW_GEN,U_MW_010,"Mexico lot dropped again, I can pass the outline.",,1,
1723772407.036992,C_MW_GALLERIES,U_MW_006,"Mexico lot dropped again, I can pass the outline.",,3,:raised_hands:
1723776007.160448,C_MW_GEN,U_MW_009,"Sam, saw the Zuni-turquoise cuff, clean work.",,3,
1723779607.283904,C_MW_GALLERIES,U_MW_006,Etsy just hiked international lane fees again.,,1,:raised_hands:
1723783207.407360,C_MW_GEN,U_THOMAS,"Sam, saw the Zuni-turquoise cuff, clean work.",,3,:fire:
1723786807.530816,C_MW_GALLERIES,U_MW_009,Anyone running a torch swap this weekend?,,0,
1723790407.654272,C_MW_STONES,U_MW_019,"Sam, saw the Zuni-turquoise cuff, clean work.",,2,
1723794007.777728,C_MW_STONES,U_MW_005,Etsy just hiked international lane fees again.,,1,
1723797607.901184,C_YM_GEN,U_MW_013,Etsy just hiked international lane fees again.,,4,
1723801208.024640,C_YM_GEN,U_MW_010,Youth mentoring pushing the December event to the 15th.,,2,:raised_hands:
1723804808.148096,C_MW_GALLERIES,U_MW_011,Anyone running a torch swap this weekend?,,3,:raised_hands:
1723808408.271552,C_MW_GALLERIES,U_MW_014,Thomas dropped a rework tutorial for older clasps.,,2,
1723812008.395008,C_YM_GEN,U_MW_013,Thomas dropped a rework tutorial for older clasps.,,2,
1723815608.518464,C_MW_STONES,U_MW_018,"Sam, saw the Zuni-turquoise cuff, clean work.",,1,:fire:
1723819208.641920,C_YM_GEN,U_MW_017,Angela at Turquoise Trail is looking for smaller cuffs.,,2,:raised_hands:
1723822808.765376,C_MW_GALLERIES,U_SAM,Anyone free for a bench-share night?,,3,:raised_hands:
1723826408.888832,C_MW_GEN,U_MW_016,"Fresh lot from Otteson landed, Kingman and Number 8.",,0,
1723830009.012288,C_MW_STONES,U_MW_010,Angela at Turquoise Trail is looking for smaller cuffs.,,3,:raised_hands:
1723833609.135744,C_MW_STONES,U_SAM,Youth mentoring pushing the December event to the 15th.,,2,
1723837209.259200,C_MW_GEN,U_THOMAS,Thomas dropped a rework tutorial for older clasps.,,1,:fire:
1723840809.382656,C_MW_GALLERIES,U_MW_010,"Fresh lot from Otteson landed, Kingman and Number 8.",,3,:raised_hands:
1723844409.506112,C_MW_GEN,U_THOMAS,Thomas dropped a rework tutorial for older clasps.,,3,
1723848009.629568,C_MW_GALLERIES,U_SAM,Youth mentoring pushing the December event to the 15th.,,3,
1723851609.753024,C_MW_STONES,U_MW_008,Anyone else seeing Cloudflare misses since Nov?,,0,:raised_hands:
1723855209.876480,C_MW_GALLERIES,U_THOMAS,Angela at Turquoise Trail is looking for smaller cuffs.,,4,
1723858809.999936,C_MW_GEN,U_MW_004,"Sam, saw the Zuni-turquoise cuff, clean work.",,4,:fire:
1723862410.123392,C_YM_GEN,U_MW_005,Anyone else seeing Cloudflare misses since Nov?,,2,
1723866010.246848,C_MW_GALLERIES,U_MW_018,Gallup fair is filling up early this year.,,3,
1723869610.370304,C_MW_GEN,U_MW_004,Anyone free for a bench-share night?,,0,
1723873210.493760,C_MW_GEN,U_MW_004,"Mexico lot dropped again, I can pass the outline.",,4,
1723876810.617216,C_YM_GEN,U_MW_014,Anyone free for a bench-share night?,,3,
1723880410.740672,C_MW_GALLERIES,U_MW_008,Anyone shipping to Red Earth in Sedona this month?,,0,
1723884010.864128,C_MW_GEN,U_MW_007,Youth mentoring pushing the December event to the 15th.,,0,:raised_hands:
1723887610.987584,C_MW_GEN,U_MW_014,Gallup fair is filling up early this year.,,0,
1723891211.111040,C_MW_STONES,U_MW_008,Gallup fair is filling up early this year.,,0,:raised_hands:
1723894811.234496,C_MW_GALLERIES,U_MW_010,Anyone free for a bench-share night?,,0,:fire:
1723898411.357952,C_YM_GEN,U_MW_020,Youth mentoring pushing the December event to the 15th.,,2,:raised_hands:
1723902011.481408,C_MW_GEN,U_MW_009,Angela at Turquoise Trail is looking for smaller cuffs.,,2,
1723905611.604864,C_MW_GEN,U_MW_006,Thomas dropped a rework tutorial for older clasps.,,3,
1723909211.728320,C_MW_GEN,U_MW_014,Gallup fair is filling up early this year.,,0,:fire:
1723912811.851776,C_MW_GALLERIES,U_MW_016,Anyone free for a bench-share night?,,2,
1723916411.975232,C_MW_GEN,U_SAM,"Fresh lot from Otteson landed, Kingman and Number 8.",,4,:raised_hands:
1723920012.098688,C_MW_GEN,U_MW_008,Etsy just hiked international lane fees again.,,2,:fire:
1723923612.222144,C_YM_GEN,U_MW_019,Anyone shipping to Red Earth in Sedona this month?,,3,:fire:
1723927212.345600,C_MW_STONES,U_MW_012,Anyone else seeing Cloudflare misses since Nov?,,4,
1723930812.469056,C_MW_GEN,U_MW_010,Anyone shipping to Red Earth in Sedona this month?,,0,:fire:
1723934412.592512,C_YM_GEN,U_SAM,Gallup fair is filling up early this year.,,1,:fire:
1723938012.715968,C_MW_GEN,U_THOMAS,"Sam, saw the Zuni-turquoise cuff, clean work.",,3,
1723941612.839424,C_YM_GEN,U_SAM,"Mexico lot dropped again, I can pass the outline.",,1,
