id,product,unit_amount,currency,recurring_interval,active,nickname
price_who_1,prod_who_consulting,220000,usd,,true,RTSS Implementation Review
price_who_2,prod_who_consulting,320000,usd,,true,Quarterly Brief
price_who_3,prod_who_consulting,114500,usd,,true,Virtual Session Moderation
price_unicef_1,prod_unicef_consulting,180000,usd,,true,Field-Site Coverage Consult
price_unicef_2,prod_unicef_consulting,250000,usd,,true,Vaccine Rollout Advisory
price_unicef_3,prod_unicef_consulting,150000,usd,,true,Dashboard Consult
price_stub_101,prod_who_consulting,10000,usd,,true,Small increment 1
price_stub_102,prod_who_consulting,20000,usd,,true,Small increment 2
price_stub_103,prod_who_consulting,30000,usd,,true,Small increment 3
price_stub_104,prod_who_consulting,40000,usd,,true,Small increment 4
price_stub_105,prod_who_consulting,50000,usd,,true,Small increment 5
price_stub_106,prod_who_consulting,60000,usd,,true,Small increment 6
price_stub_107,prod_who_consulting,70000,usd,,true,Small increment 7
price_stub_108,prod_who_consulting,80000,usd,,true,Small increment 8
price_stub_109,prod_who_consulting,90000,usd,,true,Small increment 9
price_stub_110,prod_who_consulting,100000,usd,,true,Small increment 10
price_stub_111,prod_who_consulting,110000,usd,,true,Small increment 11
price_stub_112,prod_who_consulting,120000,usd,,true,Small increment 12
price_stub_113,prod_who_consulting,130000,usd,,true,Small increment 13
price_stub_114,prod_who_consulting,140000,usd,,true,Small increment 14
price_stub_115,prod_who_consulting,150000,usd,,true,Small increment 15
price_stub_116,prod_who_consulting,160000,usd,,true,Small increment 16
price_stub_117,prod_who_consulting,170000,usd,,true,Small increment 17
price_stub_118,prod_who_consulting,180000,usd,,true,Small increment 18
price_stub_119,prod_who_consulting,190000,usd,,true,Small increment 19
price_stub_120,prod_who_consulting,200000,usd,,true,Small increment 20
price_stub_121,prod_who_consulting,210000,usd,,true,Small increment 21
price_stub_122,prod_who_consulting,220000,usd,,true,Small increment 22
price_stub_123,prod_who_consulting,230000,usd,,true,Small increment 23
price_stub_124,prod_who_consulting,240000,usd,,true,Small increment 24
price_stub_125,prod_who_consulting,250000,usd,,true,Small increment 25
