channel_id,user_id
C_THREAT,U_BOT_PD
C_THREAT,U_DIEGO
C_THREAT,U_YUKI
C_THREAT,U_CREED
C_THREAT,U_AISHA
C_THREAT,U_MARCUS
C_THREAT,U_SARA
C_THREAT,U_MONICA
C_THREAT,U_PRIYA
C_THREAT,U_JWU
C_DETECT,U_YUKI
C_DETECT,U_BOT_PD
C_DETECT,U_DIEGO
C_DETECT,U_JWU
C_DETECT,U_MONICA
C_DETECT,U_AISHA
C_DETECT,U_MARCUS
C_DETECT,U_PRIYA
C_DETECT,U_SARA
C_DETECT,U_CREED
C_IR,U_MARCUS
C_IR,U_SARA
C_IR,U_MONICA
C_IR,U_DIEGO
C_IR,U_CREED
C_IR,U_JWU
C_IR,U_YUKI
C_IR,U_AISHA
C_IR,U_BOT_PD
C_IR,U_PRIYA
C_GENERAL,U_MARCUS
C_GENERAL,U_BOT_PD
C_GENERAL,U_MONICA
C_GENERAL,U_PRIYA
C_GENERAL,U_SARA
C_GENERAL,U_JWU
C_GENERAL,U_CREED
C_GENERAL,U_AISHA
C_GENERAL,U_YUKI
C_GENERAL,U_DIEGO
C_ONCALL,U_JWU
C_ONCALL,U_AISHA
C_ONCALL,U_YUKI
C_ONCALL,U_CREED
C_ONCALL,U_PRIYA
C_ONCALL,U_MARCUS
C_ONCALL,U_BOT_PD
C_ONCALL,U_DIEGO
C_ONCALL,U_SARA
C_ONCALL,U_MONICA
C_TI_PRIV,U_DIEGO
C_TI_PRIV,U_MARCUS
C_TI_PRIV,U_BOT_PD
C_TI_PRIV,U_JWU
C_TI_PRIV,U_SARA
C_TI_PRIV,U_CREED
C_TI_PRIV,U_AISHA
C_TI_PRIV,U_YUKI
C_TI_PRIV,U_MONICA
C_TI_PRIV,U_PRIYA
C_DM_JWU,U_DIEGO
C_DM_JWU,U_PRIYA
C_76933F,U_3E74E3
C_DF7D77,U_F66393
C_IR,U_A0894E
C_2230FD,U_6710B0
C_759319,U_A02EAF
C_0165AD,U_6108A9
C_593C37,U_C97178
C_F70BA8,U_29D54E
C_17623D,U_5C10D7
C_72B3D5,U_0B6C7B
C_616160,U_AA57B6
C_F1AEDC,U_521F08
C_E13845,U_1C5338
C_B2AECB,U_JWU
C_92243F,U_492DA7
C_B14939,U_8D073A
C_A4EE76,U_6DEA4F
C_4D8833,U_5ED4E5
C_0B8281,U_7C9D1B
C_5E56B7,U_0B6C7B
C_6A1FBE,U_0B9E87
C_E13845,U_B64551
C_BB8B6B,U_EC3638
C_782165,U_A3E9C4
C_2F8E3F,U_CF9FBE
C_63FFE0,U_5C10D7
C_B23D49,U_492DA7
C_C22A95,U_3C20B3
C_0165AD,U_508D0A
C_EC77C7,U_F79C66
C_2824ED,U_F41FD8
C_398224,U_CC811B
C_22848A,U_B69D66
C_66E300,U_E246EE
C_573E56,U_0B13E1
C_D02C1C,U_SARA
C_48E10D,U_PRIYA
C_4D8833,U_B2524D
C_DB3491,U_B92BE8
C_48E10D,U_E2DC83
C_4735FD,U_EADA9C
C_66E300,U_B69D66
C_D165A5,U_4FC8A3
C_025759,U_1DE050
C_7383BB,U_3992B4
C_2B8DA2,U_19226E
C_398224,U_6108A9
C_D3FE9E,U_EC5719
C_ACF3D1,U_BD1492
C_925F53,U_57D1E1
C_4735FD,U_9E5F16
C_F1AEDC,U_78EFC1
C_927743,U_57037D
C_F23580,U_3AAA66
C_1089FE,U_BB8CD4
C_2C5E78,U_BD83F5
C_36A478,U_AD07D8
C_422262,U_86E046
C_DB90D7,U_521F08
C_573E56,U_AAF5DA
C_C1ECD6,U_B9FCA4
C_EC7E05,U_6A8CD0
C_93E944,U_5F1BFF
C_579BE1,U_55F26B
C_A3F26A,U_ECDA1B
C_BEB864,U_F41FD8
C_B66F36,U_EA999F
C_2D1B61,U_4FC8A3
C_398224,U_C7D578
C_7119EC,U_0FE89C
C_76933F,U_61A5E3
C_569EE7,U_09BEB4
C_0917F3,U_B87222
C_68214A,U_3324A2
C_F0D005,U_D8B6A5
C_B2FB30,U_D6FA3A
C_759319,U_2315AB
C_509BFD,U_D4650D
C_0F003B,U_620852
C_72351E,U_EADA9C
C_9DD2C9,U_BB8CD4
C_28FEA7,U_9E5F16
C_B23D49,U_6DEA4F
C_E7F48C,U_09BEB4
C_17623D,U_AC6717
C_A4C865,U_8DA88A
C_BB14FE,U_298493
C_1089FE,U_EFB04A
C_0494C2,U_5E8B8A
C_56D8B9,U_8D3128
C_B4ADA7,U_18EC36
C_57657B,U_BB9276
C_048542,U_3A5373
C_3C334C,U_C22D1F
C_1A8EF9,U_A0894E
C_CFE7A0,U_643CAB
C_D165A5,U_795D6E
C_0917F3,U_E56BF8
C_47AB6B,U_8D073A
C_DETECT,U_4C2958
C_2D1B61,U_3AAA66
C_D59914,U_5F9D2F
C_00FF4B,U_353A1B
C_BFF99E,U_D0067E
C_37CE44,U_7A3280
C_573E56,U_D4238B
C_3906AD,U_2E8E94
C_F55245,U_94470E
C_C09D45,U_PRIYA
C_095733,U_AC60CD
C_E13845,U_3992B4
C_0548D1,U_AA57B6
C_35A605,U_09275F
C_F0D005,U_BF302A
C_B2FB30,U_B64551
C_0A5C6D,U_237170
C_24DF79,U_01614D
C_76933F,U_6108A9
C_F55245,U_2075A6
C_420274,U_E56BF8
C_1EF38F,U_B4DFB4
C_7EA625,U_B87222
C_00FF4B,U_05088D
C_57F078,U_0B13E1
C_2B8DA2,U_6D9815
C_57F078,U_D7A654
C_0F6C0A,U_3324A2
C_DB90D7,U_E23462
C_38E884,U_C8F406
C_A9439C,U_2075A6
C_113EB2,U_66F76E
C_B4ADA7,U_EA999F
C_AE7404,U_6108A9
C_17472C,U_83E1CC
C_CDB53E,U_225E3B
C_ACF3D1,U_CAFE04
C_AFC34F,U_F66393
C_2CDCB8,U_96BF4D
C_CDB53E,U_3AAA66
C_3548CC,U_3AAA66
