tableId,id,name,type
tblParticipants1,fldPartStudyId01,StudyId,singleLineText
tblParticipants1,fldPartNbhd00001,NeighborhoodCode,singleLineText
tblParticipants1,fldPartEnroll001,EnrolledDate,date
tblParticipants1,fldPartRetain001,Retained,checkbox
tblParticipants1,fldPartSite00001,SiteId,singleLineText
tblSiteVisits001,fldVisitStudyId1,StudyId,singleLineText
tblSiteVisits001,fldVisitSite0001,SiteId,singleLineText
tblSiteVisits001,fldVisitDate0001,VisitDate,date
tblSiteVisits001,fldVisitStatus01,Status,singleSelect
tblSites00000001,fldSiteLabel0001,SiteLabel,singleLineText
tblSites00000001,fldSiteId0000001,SiteId,singleLineText
tblSites00000001,fldSiteNbhd00001,NeighborhoodCode,singleLineText
