id,user_id,media_type,media_url,timestamp,expiring_at,caption,link,poll_question,poll_options
17950001008,17841400123456789,IMAGE,https://scontent.cdninstagram.com/v/t51.2885-15/e35/s1080x1920/17950001008_story.jpg,2025-12-13T10:00:00,2025-12-14T10:00:00,Morning run along the Charles River. Perfect weather for it.,,,
17950001009,17841400123456789,IMAGE,https://scontent.cdninstagram.com/v/t51.2885-15/e35/s1080x1920/17950001009_story.jpg,2025-12-12T22:30:00,2025-12-13T22:30:00,Basketball at the YMCA tonight. Good crew.,,Best running playlist?,Tom Petty|Bruce Springsteen|Foo Fighters|All three
17950001010,17841400123456789,IMAGE,https://scontent.cdninstagram.com/v/t51.2885-15/e35/s1080x1920/17950001010_story.jpg,2025-12-11T09:00:00,2025-12-12T09:00:00,Monadnock prep underway. November hike is going to be great.,,,
17950001011,17841400123456789,IMAGE,https://scontent.cdninstagram.com/v/t51.2885-15/e35/s1080x1920/17950001011_story.jpg,2025-12-10T20:00:00,2025-12-11T20:00:00,Reading Going Infinite by Michael Lewis. Highly recommend.,,,
17950000000000100,17841400445123456,VIDEO,https://scontent.cdninstagram.com/4a0d71cf04b1.jpg,2026-07-22T10:41:00+0000,2026-06-09T06:15:00+0000,"Story update",,,
17950000000000101,17841400445123456,VIDEO,https://scontent.cdninstagram.com/1c56dcc46a1a.jpg,2026-10-27T08:27:00+0000,2026-01-13T17:39:00+0000,"Story update",,,
17950000000000102,17841400445123456,IMAGE,https://scontent.cdninstagram.com/7b43e9d137d5.jpg,2026-09-23T16:23:00+0000,2026-02-10T19:50:00+0000,"Story update",,,
17950000000000103,17841400445123456,VIDEO,https://scontent.cdninstagram.com/99a6a2281d1e.jpg,2026-02-25T16:28:00+0000,2026-07-09T21:40:00+0000,"Story update",,,
17950000000000104,17841400445123456,VIDEO,https://scontent.cdninstagram.com/3234aaefe81d.jpg,2026-07-01T06:09:00+0000,2026-09-05T21:11:00+0000,"Story update",,,
17950000000000105,17841400445123456,IMAGE,https://scontent.cdninstagram.com/2ab7c8ea4b20.jpg,2026-09-04T16:47:00+0000,2026-04-13T17:35:00+0000,"Story update",,,
17950000000000106,17841400445123456,IMAGE,https://scontent.cdninstagram.com/2400ace659b4.jpg,2026-04-13T12:09:00+0000,2026-10-14T09:34:00+0000,"Story update",,,
17950000000000107,17841400445123456,VIDEO,https://scontent.cdninstagram.com/9ceda7a4a4f7.jpg,2026-01-14T14:47:00+0000,2026-09-03T06:18:00+0000,"Story update",,,
17950000000000108,17841400445123456,IMAGE,https://scontent.cdninstagram.com/e27be5fe5263.jpg,2026-01-10T16:27:00+0000,2026-02-22T21:14:00+0000,"Story update",,,
17950000000000109,17841400445123456,IMAGE,https://scontent.cdninstagram.com/b4bc902d5b50.jpg,2026-06-14T07:10:00+0000,2026-01-08T09:07:00+0000,"Story update",,,
17950000000000110,17841400445123456,IMAGE,https://scontent.cdninstagram.com/4294c7d9418c.jpg,2026-07-18T13:06:00+0000,2026-08-04T17:21:00+0000,"Story update",,,
17950000000000111,17841400445123456,IMAGE,https://scontent.cdninstagram.com/06122dea1328.jpg,2026-02-24T17:57:00+0000,2026-04-08T19:03:00+0000,"Story update",,,
