id,media_id,user_id,username,text,timestamp,like_count,hidden,parent_id
18000000000000000,17900000000000000,17841400000000002,sarah,"That's the best one of us in maybe three years. Where was that, the Charles?",2025-12-14T04:40:31+00:00,13,false,
18000000000000001,17900000000000001,17841400000000003,robert,"That's Stamford, what, '93? Scott's maybe eight. You still had hair then.",2025-12-14T00:23:58+00:00,21,false,
18000000000000002,17900000000000002,17841400000000004,patricia,Is that Dad's old Mets jacket? Didn't think that survived the move from Stamford.,2025-12-13T09:45:40+00:00,5,false,
18000000000000003,17900000000000003,17841400000000005,dorothy,Gran that's dad at maybe 12? The wallpaper's a dead giveaway. Sending this to Scott immediately.,2025-12-14T00:23:35+00:00,6,false,
18000000000000004,17900000000000000,17841400000000006,scott,That photo from Stamford you sent — you look exactly like dad circa 1988. Uncanny.,2025-12-12T15:05:26+00:00,18,false,
18000000000000005,17900000000000001,17841400000000007,mike,"Statistically worst photo I've seen this year, and that includes my dad's Christmas card.",2025-12-14T22:30:42+00:00,14,false,
17800000000000100,17900000000000143,17841400445200003,cambridge_eats,"Great shot",2026-05-02T09:03:00+0000,1,false,
17800000000000101,17900000000000187,17841400445200001,runner_dave,"Amazing",2026-05-02T10:13:00+0000,19,false,
17800000000000102,17900000000000160,17841400445200005,marathon_lisa,"Where is this?",2026-01-20T13:13:00+0000,0,false,
17800000000000103,17900000000000153,17841400445200001,runner_dave,"Keep it up",2026-08-14T13:25:00+0000,13,false,
17800000000000104,17900000000000120,17841400445200003,cambridge_eats,"Love this!",2026-06-07T15:53:00+0000,4,false,
17800000000000105,17900000000000142,17841400445200001,runner_dave,"Where is this?",2026-03-19T07:20:00+0000,1,false,
17800000000000106,17900000000000100,17841400445200003,cambridge_eats,"Amazing",2026-10-14T17:16:00+0000,19,false,
17800000000000107,17900000000000130,17841400445200001,runner_dave,"Awesome",2026-01-11T11:33:00+0000,8,false,
17800000000000108,17900000000000159,17841400445200004,biotech_mike,"Nice pace",2026-06-06T16:44:00+0000,0,false,
17800000000000109,17900000000000103,17841400445200001,runner_dave,"So cool",2026-06-05T06:18:00+0000,9,false,
17800000000000110,17900000000000166,17841400445200004,biotech_mike,"Goals",2026-01-01T13:10:00+0000,9,false,
17800000000000111,17900000000000118,17841400445200001,runner_dave,"Nice pace",2026-01-18T19:49:00+0000,2,false,
17800000000000112,17900000000000154,17841400445200005,marathon_lisa,"So cool",2026-10-23T18:51:00+0000,8,false,
17800000000000113,17900000000000171,17841400445200002,stats_amy,"Keep it up",2026-04-06T17:48:00+0000,5,false,
17800000000000114,17900000000000188,17841400445200003,cambridge_eats,"Where is this?",2026-07-18T14:23:00+0000,3,false,
17800000000000115,17900000000000157,17841400445200004,biotech_mike,"Where is this?",2026-02-10T17:23:00+0000,4,false,
17800000000000116,17900000000000129,17841400445200003,cambridge_eats,"Love this!",2026-03-12T12:36:00+0000,18,false,
17800000000000117,17900000000000192,17841400445200002,stats_amy,"Where is this?",2026-07-16T19:18:00+0000,10,false,
17800000000000118,17900000000000126,17841400445200005,marathon_lisa,"Great shot",2026-02-14T09:28:00+0000,0,false,
17800000000000119,17900000000000149,17841400445200003,cambridge_eats,"Where is this?",2026-01-12T17:03:00+0000,0,false,
17800000000000120,17900000000000000,17841400445200004,biotech_mike,"Love this!",2026-08-19T15:51:00+0000,10,false,
17800000000000121,17900000000000184,17841400445200003,cambridge_eats,"Goals",2026-04-06T18:35:00+0000,15,false,
17800000000000122,17900000000000142,17841400445200005,marathon_lisa,"Keep it up",2026-04-15T09:44:00+0000,1,false,
17800000000000123,17900000000000195,17841400445200005,marathon_lisa,"Beautiful",2026-01-02T14:29:00+0000,3,false,
17800000000000124,17900000000000117,17841400445200002,stats_amy,"Goals",2026-09-22T14:49:00+0000,14,false,
17800000000000125,17900000000000107,17841400445200004,biotech_mike,"Where is this?",2026-01-15T07:49:00+0000,15,false,
17800000000000126,17900000000000184,17841400445200003,cambridge_eats,"Goals",2026-06-25T16:28:00+0000,15,false,
17800000000000127,17900000000000193,17841400445200005,marathon_lisa,"Beautiful",2026-08-23T19:28:00+0000,6,false,
17800000000000128,17900000000000196,17841400445200003,cambridge_eats,"Great shot",2026-10-04T17:59:00+0000,17,false,
17800000000000129,17900000000000002,17841400445200001,runner_dave,"Nice pace",2026-10-24T17:32:00+0000,17,false,
17800000000000130,17900000000000111,17841400445200005,marathon_lisa,"Great shot",2026-05-24T20:16:00+0000,10,false,
17800000000000131,17900000000000180,17841400445200005,marathon_lisa,"Awesome",2026-09-21T07:53:00+0000,5,false,
17800000000000132,17900000000000113,17841400445200005,marathon_lisa,"Love this!",2026-01-26T20:37:00+0000,2,false,
17800000000000133,17900000000000154,17841400445200004,biotech_mike,"So cool",2026-09-11T14:55:00+0000,4,false,
17800000000000134,17900000000000136,17841400445200005,marathon_lisa,"So cool",2026-09-20T21:28:00+0000,0,false,
17800000000000135,17900000000000119,17841400445200004,biotech_mike,"Great shot",2026-04-21T08:08:00+0000,18,false,
17800000000000136,17900000000000117,17841400445200001,runner_dave,"Beautiful",2026-09-18T13:55:00+0000,4,false,
17800000000000137,17900000000000131,17841400445200001,runner_dave,"Awesome",2026-02-11T12:07:00+0000,5,false,
17800000000000138,17900000000000190,17841400445200004,biotech_mike,"Amazing",2026-09-15T06:32:00+0000,3,false,
17800000000000139,17900000000000149,17841400445200001,runner_dave,"Keep it up",2026-03-21T11:23:00+0000,8,false,
17800000000000140,17900000000000160,17841400445200004,biotech_mike,"Goals",2026-04-22T06:34:00+0000,18,false,
17800000000000141,17900000000000000,17841400445200002,stats_amy,"So cool",2026-08-02T11:40:00+0000,15,false,
17800000000000142,17900000000000148,17841400445200005,marathon_lisa,"Where is this?",2026-01-20T10:23:00+0000,4,false,
17800000000000143,17900000000000145,17841400445200003,cambridge_eats,"Where is this?",2026-07-18T16:28:00+0000,0,false,
17800000000000144,17900000000000158,17841400445200003,cambridge_eats,"Amazing",2026-08-22T17:27:00+0000,17,false,
17800000000000145,17900000000000112,17841400445200003,cambridge_eats,"Keep it up",2026-03-13T19:07:00+0000,2,false,
17800000000000146,17900000000000132,17841400445200001,runner_dave,"Beautiful",2026-10-25T12:42:00+0000,6,false,
17800000000000147,17900000000000120,17841400445200003,cambridge_eats,"Awesome",2026-03-18T21:14:00+0000,7,false,
17800000000000148,17900000000000184,17841400445200003,cambridge_eats,"Great shot",2026-06-24T20:58:00+0000,15,false,
17800000000000149,17900000000000138,17841400445200003,cambridge_eats,"Keep it up",2026-02-14T08:44:00+0000,12,false,
17800000000000150,17900000000000141,17841400445200002,stats_amy,"Nice pace",2026-07-23T14:05:00+0000,4,false,
17800000000000151,17900000000000178,17841400445200001,runner_dave,"So cool",2026-04-23T09:13:00+0000,4,false,
17800000000000152,17900000000000127,17841400445200003,cambridge_eats,"Where is this?",2026-10-20T15:15:00+0000,8,false,
17800000000000153,17900000000000102,17841400445200001,runner_dave,"So cool",2026-05-14T14:49:00+0000,1,false,
17800000000000154,17900000000000167,17841400445200002,stats_amy,"Keep it up",2026-05-18T15:32:00+0000,5,false,
17800000000000155,17900000000000140,17841400445200005,marathon_lisa,"Beautiful",2026-08-12T15:56:00+0000,4,false,
17800000000000156,17900000000000125,17841400445200004,biotech_mike,"Keep it up",2026-01-23T18:55:00+0000,17,false,
17800000000000157,17900000000000197,17841400445200005,marathon_lisa,"So cool",2026-09-02T17:42:00+0000,4,false,
17800000000000158,17900000000000131,17841400445200003,cambridge_eats,"Goals",2026-06-12T19:33:00+0000,13,false,
17800000000000159,17900000000000190,17841400445200001,runner_dave,"So cool",2026-09-22T14:00:00+0000,9,false,
17800000000000160,17900000000000103,17841400445200002,stats_amy,"Great shot",2026-09-19T18:13:00+0000,17,false,
17800000000000161,17900000000000131,17841400445200005,marathon_lisa,"Amazing",2026-08-02T17:13:00+0000,14,false,
17800000000000162,17900000000000114,17841400445200003,cambridge_eats,"Where is this?",2026-10-25T12:47:00+0000,9,false,
17800000000000163,17900000000000104,17841400445200001,runner_dave,"Great shot",2026-08-08T07:03:00+0000,8,false,
17800000000000164,17900000000000184,17841400445200001,runner_dave,"Beautiful",2026-08-16T19:33:00+0000,11,false,
17800000000000165,17900000000000118,17841400445200005,marathon_lisa,"Nice pace",2026-05-11T18:37:00+0000,3,false,
17800000000000166,17900000000000182,17841400445200004,biotech_mike,"Goals",2026-03-05T06:32:00+0000,13,false,
17800000000000167,17900000000000149,17841400445200004,biotech_mike,"Beautiful",2026-06-18T13:35:00+0000,5,false,
17800000000000168,17900000000000186,17841400445200001,runner_dave,"Awesome",2026-10-27T13:08:00+0000,6,false,
17800000000000169,17900000000000195,17841400445200005,marathon_lisa,"Beautiful",2026-01-05T10:05:00+0000,6,false,
17800000000000170,17900000000000152,17841400445200005,marathon_lisa,"Awesome",2026-06-11T18:16:00+0000,15,false,
17800000000000171,17900000000000153,17841400445200001,runner_dave,"Nice pace",2026-10-02T06:55:00+0000,14,false,
17800000000000172,17900000000000119,17841400445200005,marathon_lisa,"Goals",2026-04-23T16:13:00+0000,7,false,
17800000000000173,17900000000000162,17841400445200002,stats_amy,"Where is this?",2026-04-09T13:32:00+0000,3,false,
17800000000000174,17900000000000152,17841400445200003,cambridge_eats,"Awesome",2026-07-15T07:51:00+0000,2,false,
17800000000000175,17900000000000172,17841400445200001,runner_dave,"Where is this?",2026-10-07T09:16:00+0000,18,false,
17800000000000176,17900000000000188,17841400445200001,runner_dave,"Keep it up",2026-02-19T17:28:00+0000,17,false,
