ts,channel_id,user_id,text,thread_ts,reply_count,reactions
1758632400.001,C-COORD,U-AMANDA,quick pulse from the site call throughs through the twenty third. running total up to 347 across active sites. want a breakdown before your Friday block?,1758632400.001,2,[]
1758632500.001,C-COORD,U-JASON,"thanks Amanda, will confirm in Friday block",1758632400.001,0,[]
1758632600.001,C-COORD,U-WHITFIELD,that matches my board count. good,1758632400.001,0,[]
1758631000.001,C-STUDY,U-AMANDA,Site check ins for the week complete. IRB envelopes update coming Monday.,1758631000.001,0,"[{""name"":""heart"",""count"":1,""users"":[""U-KAREN""]}]"
1750000000.001,C-STUDY,U-WHITFIELD,site check in ref 000,1690000000.000003,0,[]
1750010000.001,C-STUDY,U-AMANDA,weekly enrollment ping ref 001,1690000000.000003,0,[]
1750020000.001,C-COORD,U-MAYO,weekly enrollment ping ref 002,1750020000.001,2,"[{""name"":""raised_hands"",""count"":4,""users"":[""U-JASON"",""U-AMANDA"",""U-CHEN"",""U-MAYO""]}]"
1750030000.001,C-JASON-KAREN,U-JASON,envelope update ref 003,1690000000.000006,0,[]
1750040000.001,C-STUDY,U-AMANDA,on it ref 004,1690000000.000006,2,[]
1750050000.001,C-PRACTICE,U-JASON,protocol query ref 005,1750050000.001,0,"[{""name"":""eyes"",""count"":3,""users"":[""U-JASON"",""U-WHITFIELD"",""U-MAYO""]}]"
1750060000.001,C-JASON-KAREN,U-WHITFIELD,coffee? ref 006,1690000000.000009,1,[]
1750070000.001,C-COORD,U-JASON,weekly enrollment ping ref 007,1690000000.000009,0,[]
1750080000.001,C-STUDY,U-JASON,envelope update ref 008,1750080000.001,0,"[{""name"":""pray"",""count"":2,""users"":[""U-AMANDA"",""U-JASON""]}]"
1750090000.001,C-COORD,U-WHITFIELD,envelope update ref 009,1690000000.000012,0,[]
1750100000.001,C-PRACTICE,U-JASON,following up ref 010,1690000000.000012,0,[]
1750110000.001,C-STUDY,U-JASON,on it ref 011,1750110000.001,2,"[{""name"":""thumbsup"",""count"":2,""users"":[""U-JASON"",""U-AMANDA""]}]"
1750120000.001,C-STUDY,U-MAYO,weekly enrollment ping ref 012,1690000000.000015,0,[]
1750130000.001,C-COORD,U-JASON,site check in ref 013,1690000000.000015,1,[]
1750140000.001,C-COORD,U-WHITFIELD,site check in ref 014,1750140000.001,0,"[{""name"":""tada"",""count"":5,""users"":[""U-JASON"",""U-AMANDA"",""U-WHITFIELD"",""U-CHEN"",""U-HUSSAIN""]}]"
1750150000.001,C-FELLOWS,U-MAYO,coffee? ref 015,1690000000.000018,0,[]
1750160000.001,C-FELLOWS,U-JASON,weekly enrollment ping ref 016,1690000000.000018,1,[]
1750170000.001,C-STUDY,U-MAYO,envelope update ref 017,1750170000.001,0,[]
