channel_id,user_id
C-COORD,U-JASON
C-COORD,U-AMANDA
C-COORD,U-WHITFIELD
C-COORD,U-KIM
C-COORD,U-RIVERA
C-COORD,U-PATEL
C-COORD,U-MARTINEZ
C-COORD,U-BROOKS
C-COORD,U-JOHNSON
C-COORD,U-DAVIS
C-COORD,U-MAYO
C-COORD,U-WILSON
C-STUDY,U-JASON
C-STUDY,U-WHITFIELD
C-STUDY,U-CHEN
C-STUDY,U-AMANDA
C-STUDY,U-THOMPSON
C-STUDY,U-ADAMS
C-STUDY,U-MAYO
C-STUDY,U-BAKER
C-STUDY,U-KIM
C-STUDY,U-PARK
C-FELLOWS,U-JASON
C-FELLOWS,U-CHEN
C-FELLOWS,U-BRENNAN
C-FELLOWS,U-HUSSAIN
C-FELLOWS,U-WHITFIELD
C-FELLOWS,U-AMANDA
C-FELLOWS,U-MAYO
C-PRACTICE,U-JASON
C-PRACTICE,U-HUSSAIN
C-PRACTICE,U-BRENNAN
C-PRACTICE,U-GARCIA
C-PRACTICE,U-LEE
C-PRACTICE,U-MITCHELL
C-PRACTICE,U-CLARK
C-PRACTICE,U-HALL
C-PRACTICE,U-AMANDA
C-PRACTICE,U-WHITE
C-PRACTICE,U-YOUNG
C-JASON-KAREN,U-JASON
C-JASON-KAREN,U-KAREN
C-IRB,U-WILSON
C-IRB,U-JASON
C-IRB,U-AMANDA
C-IRB,U-WHITFIELD
C-IRB,U-CHEN
C-IRB,U-KIM
C-MANUSCRIPT,U-JASON
C-MANUSCRIPT,U-WHITFIELD
C-MANUSCRIPT,U-CHEN
C-MANUSCRIPT,U-BAKER
C-MANUSCRIPT,U-THOMPSON
C-MANUSCRIPT,U-ADAMS
C-MANUSCRIPT,U-MAYO
C-DATA,U-THOMPSON
C-DATA,U-ADAMS
C-DATA,U-CHEN
C-DATA,U-JASON
C-DATA,U-WHITFIELD
C-DATA,U-BAKER
C-SITES,U-JASON
C-SITES,U-AMANDA
C-SITES,U-RIVERA
C-SITES,U-PATEL
C-SITES,U-MARTINEZ
C-SITES,U-BROOKS
C-SITES,U-JOHNSON
C-SITES,U-DAVIS
C-SITES,U-KIM
C-SITES,U-PARK
C-SITES,U-WHITFIELD
C-CONF,U-JASON
C-CONF,U-HUSSAIN
C-CONF,U-BRENNAN
C-CONF,U-CHEN
C-CONF,U-WHITFIELD
C-CONF,U-MAYO
C-CONF,U-BAKER
C-CATH-LAB,U-JASON
C-CATH-LAB,U-HUSSAIN
C-CATH-LAB,U-BRENNAN
C-CATH-LAB,U-LEE
C-CATH-LAB,U-HALL
C-CATH-LAB,U-GARCIA
C-ADMIN,U-GARCIA
C-ADMIN,U-MITCHELL
C-ADMIN,U-CLARK
C-ADMIN,U-WHITE
C-ADMIN,U-YOUNG
C-ADMIN,U-JASON
C-DSMB,U-JASON
C-DSMB,U-WHITFIELD
C-DSMB,U-THOMPSON
C-DSMB,U-WILSON
C-DSMB,U-AMANDA
C-QUALITY,U-GARCIA
C-QUALITY,U-LEE
C-QUALITY,U-HUSSAIN
C-QUALITY,U-BRENNAN
C-QUALITY,U-JASON
C-ANNOUNCEMENTS,U-GARCIA
C-ANNOUNCEMENTS,U-JASON
C-ANNOUNCEMENTS,U-HUSSAIN
C-ANNOUNCEMENTS,U-BRENNAN
C-ANNOUNCEMENTS,U-CHEN
C-ANNOUNCEMENTS,U-AMANDA
C-ANNOUNCEMENTS,U-MAYO
C-ANNOUNCEMENTS,U-KIM
C-ANNOUNCEMENTS,U-KAREN
