id,order_id,status,amount_value,currency_code,final_capture,create_time
cap_001,ord_001,COMPLETED,26.80,USD,true,2026-06-23T10:00:00Z
cap_002,ord_002,COMPLETED,90.64,USD,true,2026-01-10T10:00:00Z
cap_003,ord_003,COMPLETED,175.88,USD,true,2026-07-15T10:00:00Z
cap_004,ord_004,COMPLETED,176.79,USD,true,2026-11-22T10:00:00Z
cap_005,ord_005,COMPLETED,87.72,USD,true,2026-03-18T10:00:00Z
cap_006,ord_006,COMPLETED,100.66,USD,true,2026-01-10T10:00:00Z
cap_007,ord_007,COMPLETED,79.04,USD,true,2026-04-15T10:00:00Z
cap_008,ord_008,COMPLETED,137.14,USD,true,2026-01-26T10:00:00Z
cap_009,ord_009,COMPLETED,124.88,USD,true,2026-02-04T10:00:00Z
cap_010,ord_010,COMPLETED,89.42,USD,true,2026-12-02T10:00:00Z
cap_011,ord_011,COMPLETED,198.79,USD,true,2026-03-17T10:00:00Z
cap_012,ord_012,COMPLETED,177.11,USD,true,2026-04-10T10:00:00Z
cap_013,ord_013,COMPLETED,117.99,USD,true,2026-05-02T10:00:00Z
cap_014,ord_014,COMPLETED,189.19,USD,true,2026-01-12T10:00:00Z
cap_015,ord_015,COMPLETED,70.48,USD,true,2026-07-05T10:00:00Z
cap_016,ord_016,COMPLETED,173.65,USD,true,2026-04-10T10:00:00Z
cap_017,ord_017,COMPLETED,194.04,USD,true,2026-09-14T10:00:00Z
cap_018,ord_018,COMPLETED,76.10,USD,true,2026-05-07T10:00:00Z
cap_019,ord_019,COMPLETED,149.05,USD,true,2026-02-18T10:00:00Z
cap_020,ord_020,COMPLETED,126.92,USD,true,2026-07-22T10:00:00Z
cap_021,ord_021,COMPLETED,139.22,USD,true,2026-10-24T10:00:00Z
cap_022,ord_022,COMPLETED,192.05,USD,true,2026-06-10T10:00:00Z
cap_023,ord_023,COMPLETED,153.17,USD,true,2026-12-04T10:00:00Z
cap_024,ord_024,COMPLETED,117.13,USD,true,2026-07-08T10:00:00Z
cap_025,ord_025,COMPLETED,81.46,USD,true,2026-09-21T10:00:00Z
cap_026,ord_026,COMPLETED,163.52,USD,true,2026-08-04T10:00:00Z
cap_027,ord_027,COMPLETED,91.58,USD,true,2026-06-11T10:00:00Z
cap_028,ord_028,COMPLETED,187.93,USD,true,2026-05-18T10:00:00Z
cap_029,ord_029,COMPLETED,57.55,USD,true,2026-04-11T10:00:00Z
