"catalog_object_id","location_id","quantity","state"
"sq_var_158e584ad62b","L_SILVER_SPRING","292","IN_STOCK"
"sq_var_b0b818d8b3ce","L_SILVER_SPRING","349","IN_STOCK"
"sq_var_ff4a65533e41","L_SILVER_SPRING","201","IN_STOCK"
"sq_var_e92b9b106e87","L_SILVER_SPRING","23","IN_STOCK"
"sq_var_b11fc5843dd9","L_SILVER_SPRING","209","IN_STOCK"
"sq_var_3b7b89047128","L_SILVER_SPRING","200","IN_STOCK"
"sq_var_20c47f75a5bb","L_SILVER_SPRING","121","IN_STOCK"
"sq_var_858127b8d112","L_SILVER_SPRING","166","IN_STOCK"
"sq_var_e3e967f5e68c","L_SILVER_SPRING","260","IN_STOCK"
"sq_var_6b54894429b3","L_SILVER_SPRING","179","IN_STOCK"
"sq_var_22c32ff786e2","L_SILVER_SPRING","140","IN_STOCK"
"sq_var_57b86be3456b","L_SILVER_SPRING","239","IN_STOCK"
"sq_var_64382a561b43","L_SILVER_SPRING","178","IN_STOCK"
"sq_var_f0328fbacc77","L_SILVER_SPRING","180","IN_STOCK"
"sq_var_23a9a7f3bc96","L_SILVER_SPRING","256","IN_STOCK"
"sq_var_a0df92083316","L_SILVER_SPRING","116","IN_STOCK"
"sq_var_e3ea43cac8a3","L_SILVER_SPRING","236","IN_STOCK"
"sq_var_bae40ad46162","L_SILVER_SPRING","106","IN_STOCK"
"sq_var_561a7e5c9273","L_SILVER_SPRING","165","IN_STOCK"
"sq_var_57471c5d6686","L_SILVER_SPRING","264","IN_STOCK"
"sq_var_c74c1c20130a","L_SILVER_SPRING","200","IN_STOCK"
"sq_var_548115278a62","L_SILVER_SPRING","150","IN_STOCK"
"sq_var_c86f69c5866d","L_SILVER_SPRING","276","IN_STOCK"
"sq_var_1e56d037005a","L_SILVER_SPRING","238","IN_STOCK"
"sq_var_296f4b4db83e","L_SILVER_SPRING","322","IN_STOCK"
"sq_var_b7088d438e4a","L_SILVER_SPRING","62","IN_STOCK"
"sq_var_b503edb13855","L_SILVER_SPRING","387","IN_STOCK"
"sq_var_93a4bb71027b","L_SILVER_SPRING","180","IN_STOCK"
"sq_var_b64a8dbcf190","L_SILVER_SPRING","155","IN_STOCK"
"sq_var_7a4cc4bc1c4f","L_SILVER_SPRING","295","IN_STOCK"
