id,parent_type,parent_id,title,created_time,last_edited_time,created_by,archived,icon,cover_url
npg_nabcep_plan,database,ndb_nabcep,NABCEP PV Installation Professional - Study Plan,2026-06-01T09:00:00-05:00,2026-09-26T20:00:00-05:00,usrn_jae,False,open_book,
npg_solar_design,database,ndb_nabcep,8.4 kW reference array - design notes,2026-08-12T19:00:00-05:00,2026-09-22T20:00:00-05:00,usrn_jae,False,lightbulb,
npg_brewster_notes,database,ndb_suppliers,Brewster Electric Supply - Marcus Voss,2025-01-15T09:00:00-05:00,2026-09-29T16:50:00-05:00,usrn_jae,False,package,
npg_harborview,database,ndb_jobs,Harborview Condos - Walker's Point,2026-04-15T09:00:00-05:00,2026-09-30T17:00:00-05:00,usrn_jae,False,building,
npg_bayview,database,ndb_jobs,Bay View Historic Home rewire,2026-08-22T09:00:00-05:00,2026-09-25T10:00:00-05:00,usrn_jae,False,house,
pg_36v9clg9,database,db_pp7v,Page pus4rq,2026-07-16T02:33:00,2026-08-11T09:18:00,user_001,false,,
pg_14xyehyp,database,db_ya1g,Page l117vu,2026-08-27T18:41:00,2026-02-21T13:28:00,user_001,false,,
pg_271pcye7,database,db_hvdp,Page dk6i6d,2026-03-02T04:31:00,2026-02-21T04:08:00,user_001,false,,
pg_b5k5kadf,database,db_csyv,Page 8l997h,2025-07-17T16:12:00,2025-02-05T04:27:00,user_001,false,,
pg_xgg8f0h7,database,db_7bkv,Page uro9ks,2025-01-30T18:03:00,2026-08-18T17:53:00,user_001,false,,
pg_xs08tsv0,database,db_4got,Page 656fce,2025-03-10T19:41:00,2025-12-25T07:13:00,user_001,false,,
pg_y28aahn4,database,db_izse,Page w6bukb,2026-02-16T01:30:00,2026-09-25T22:59:00,user_001,false,,
pg_benon6rj,database,db_fdb3,Page jjrjzd,2026-02-21T08:44:00,2026-05-02T05:31:00,user_001,false,,
pg_29klhksj,database,db_6dye,Page hmjbjq,2026-03-17T01:05:00,2026-01-06T22:46:00,user_001,false,,
pg_9xjgtyii,database,db_03nu,Page in1mcf,2025-03-07T10:35:00,2025-09-03T04:37:00,user_001,false,,
pg_dh2ejfiy,database,db_5rja,Page 2zqjew,2026-07-03T07:10:00,2026-06-29T05:18:00,user_001,false,,
pg_cjg9xdxb,database,db_u24g,Page 0jmdmk,2025-10-13T01:03:00,2025-07-17T09:35:00,user_001,false,,
pg_lpjf6qqr,database,db_ktsk,Page 8wozoy,2026-05-29T04:26:00,2026-01-12T21:41:00,user_001,false,,
pg_qg5dipy2,database,db_obdl,Page 8jy8jn,2026-03-06T19:18:00,2025-01-28T03:03:00,user_001,false,,
pg_gl90cfk7,database,db_8a7y,Page 3i1box,2026-09-10T09:28:00,2026-05-06T03:21:00,user_001,false,,
pg_qbanrzhj,database,db_xy37,Page q2adth,2025-01-02T07:33:00,2026-09-23T11:52:00,user_001,false,,
pg_1quo6iss,database,db_nzrv,Page jz1xos,2026-01-25T08:53:00,2025-11-12T14:41:00,user_001,false,,
pg_iqfg9fxl,database,db_ndny,Page enb66o,2025-09-13T20:55:00,2025-12-25T03:44:00,user_001,false,,
pg_ss79wsyp,database,db_i1sy,Page xfaey0,2025-04-30T08:51:00,2025-09-08T16:17:00,user_001,false,,
pg_2f7d712l,database,db_28la,Page hg9q0q,2026-07-10T15:21:00,2025-03-25T14:43:00,user_001,false,,
pg_nf6o23p2,database,db_4cq1,Page j73h09,2026-09-30T23:59:00,2025-07-25T20:51:00,user_001,false,,
pg_lh72ecfj,database,db_5sal,Page ufeibn,2025-04-16T01:23:00,2025-12-21T23:26:00,user_001,false,,
pg_9ivwqmim,database,db_xfzs,Page mv1pnk,2026-01-20T12:30:00,2025-05-05T22:07:00,user_001,false,,
pg_sz9yx5re,database,db_bmle,Page s5mawz,2025-07-24T03:36:00,2026-06-06T01:51:00,user_001,false,,
pg_39oomdrj,database,db_mt2b,Page krpsme,2025-01-30T14:39:00,2025-04-02T04:16:00,user_001,false,,
pg_pbbfjbq5,database,db_0kpk,Page f1irb7,2025-12-06T08:30:00,2026-05-01T22:19:00,user_001,false,,
pg_r0v9u7bp,database,db_tenm,Page cem4eb,2026-01-22T04:26:00,2025-04-26T08:18:00,user_001,false,,
pg_986yjgpn,database,db_ncub,Page 163n3t,2026-04-07T00:44:00,2025-03-03T18:02:00,user_001,false,,
pg_2x0mxnxt,database,db_0ert,Page kybcfq,2026-07-24T18:33:00,2025-11-26T04:19:00,user_001,false,,
pg_2sghmt3z,database,db_zxp9,Page rs3c8y,2026-07-02T17:46:00,2026-05-30T08:39:00,user_001,false,,
pg_qeu2hqf3,database,db_qh9o,Page 0htbc6,2026-07-27T11:32:00,2025-06-22T21:28:00,user_001,false,,
pg_91jrdzpi,database,db_s2mj,Page 05fkzc,2025-02-13T13:02:00,2025-02-02T12:50:00,user_001,false,,
pg_3kqw05fv,database,db_zq0h,Page tp9uqh,2026-02-07T10:59:00,2025-10-14T15:53:00,user_001,false,,
pg_77svqlsy,database,db_im9s,Page fjtay0,2026-06-30T11:21:00,2026-05-22T09:59:00,user_001,false,,
pg_yqvvvzci,database,db_7kk4,Page a4q12f,2026-05-24T21:25:00,2025-01-19T19:49:00,user_001,false,,
pg_i15pmnfv,database,db_0t7h,Page qywhpv,2025-09-08T10:06:00,2025-08-12T23:08:00,user_001,false,,
pg_7riv31vo,database,db_03lt,Page fxq3bb,2025-10-11T05:18:00,2026-02-22T05:06:00,user_001,false,,
pg_gmzkuyv2,database,db_nu8o,Page 8k10hy,2025-01-04T21:37:00,2026-01-26T20:12:00,user_001,false,,
pg_j8zoqo8y,database,db_d2le,Page 1mvffk,2025-06-24T02:56:00,2025-02-20T10:09:00,user_001,false,,
pg_hnfdbwkc,database,db_8ry0,Page wzyt85,2025-08-03T09:36:00,2026-06-09T10:59:00,user_001,false,,
pg_tjhpkm23,database,db_r617,Page hzg7hj,2026-06-25T03:29:00,2026-08-23T07:52:00,user_001,false,,
pg_zss1vbjm,database,db_8bly,Page eggysl,2025-12-23T05:33:00,2026-05-23T06:59:00,user_001,false,,
pg_ha55pbcv,database,db_pz2g,Page erntbe,2026-09-02T22:18:00,2025-04-01T05:15:00,user_001,false,,
pg_k1zio6fa,database,db_w9vm,Page 1ti03a,2025-07-16T02:16:00,2025-11-30T14:30:00,user_001,false,,
pg_m10rqy6h,database,db_0av5,Page un7cqq,2025-07-03T22:35:00,2025-03-12T13:36:00,user_001,false,,
pg_yihts7g7,database,db_n6aa,Page rtt2bf,2025-01-12T12:54:00,2025-05-16T19:34:00,user_001,false,,
pg_rmh9is9i,database,db_wx99,Page 2k9vy0,2025-01-12T21:35:00,2026-08-06T23:10:00,user_001,false,,
pg_yk1lo57k,database,db_j6bv,Page g2ehyq,2025-02-07T00:26:00,2026-06-14T10:03:00,user_001,false,,
pg_vrj3s4re,database,db_0tw4,Page gmqvpr,2025-10-09T03:59:00,2025-12-11T22:05:00,user_001,false,,
pg_u3oub6a7,database,db_nwjx,Page 31n006,2025-04-04T04:05:00,2026-05-17T23:28:00,user_001,false,,
pg_6kb3qpt7,database,db_ympe,Page z0oddc,2026-01-09T20:04:00,2026-06-08T01:34:00,user_001,false,,
pg_luqazeg0,database,db_d07x,Page eq9qt1,2026-06-25T22:01:00,2026-01-17T17:22:00,user_001,false,,
pg_9w0brer6,database,db_vnrk,Page fu0qiu,2026-03-23T06:38:00,2026-09-17T07:22:00,user_001,false,,
pg_nf4lefaq,database,db_sfmf,Page sof4kg,2026-08-26T02:48:00,2025-04-02T15:11:00,user_001,false,,
pg_a7slipqn,database,db_p78u,Page 2ignil,2025-01-03T21:17:00,2026-03-02T07:49:00,user_001,false,,
pg_f3aq5yiw,database,db_zsf9,Page 3dlbtm,2025-10-27T04:10:00,2026-04-14T16:02:00,user_001,false,,
